Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,49.11681,[100 150] ; [240 109],[141.90317195 108.09682805] ; [198.09682805 150.90317195],1
v3,1,0.0,30.555541,[ 79 176] ; [188 163],[112.35148515 142.64851485] ; [154.64851485 196.35148515],1
p7,1,2e-06,22.651734,[139 116] ; [254  93],[166.47009967  88.52990033] ; [226.52990033 120.47009967],1
p4,1,1.7e-05,18.554737,[141 116] ; [256 101],[166.17100977  90.82899023] ; [230.82899023 126.17100977],1
p10,1,4.9e-05,16.475627,[203  55] ; [320  34],[220.48039216  37.51960784] ; [302.51960784  51.48039216],1
r4,1,7e-05,15.822711,[223  37] ; [341  18],[236.89822294  23.10177706] ; [327.10177706  31.89822294],1
p9,1,0.000151,14.362369,[205  49] ; [323  31],[220.57894737  33.42105263] ; [307.42105263  46.57894737],1
p3,1,0.000179,14.037441,[116 142] ; [215 142],[138.85853659 119.14146341] ; [192.14146341 164.85853659],1
s8,1,0.000335,12.865412,[101 157] ; [191 164],[122.89722675 135.10277325] ; [169.10277325 185.89722675],1
p6,1,0.000565,11.886933,[ 83 175] ; [162 190],[103.62295082 154.37704918] ; [141.37704918 210.62295082],1
p8,1,0.000684,11.53289,[124 132] ; [218 132],[144.47524752 111.52475248] ; [197.52475248 152.47524752],1
p2,1,0.000687,11.523278,[203  56] ; [315  41],[218.1495935  40.8504065] ; [299.8504065  56.1495935],1
r3,1,0.001814,9.728945,[233  24] ; [346  12],[241.95609756  15.04390244] ; [337.04390244  20.95609756],0
r2,1,0.005457,7.721415,[235  22] ; [345  12],[242.76872964  14.23127036] ; [337.23127036  19.76872964],0
r1,1,0.006193,7.49332,[198  62] ; [303  54],[211.11831442  48.88168558] ; [289.88168558  67.11831442],0
a3,1,0.012067,6.301051,[175  84] ; [273  83],[188.6699187  70.3300813] ; [259.3300813  96.6699187],0
s6,1,0.014179,6.015778,[164  89] ; [260  91],[177.60264901  75.39735099] ; [246.39735099 104.60264901],0
v4,1,0.014763,5.944484,[240  19] ; [348  11],[246.42718447  12.57281553] ; [341.57281553  17.42718447],0
p11,1,0.015017,5.914417,[201  59] ; [305  54],[212.53634895  47.46365105] ; [293.46365105  65.53634895],0
u4,1,0.015412,5.868755,[  2 258] ; [ 14 345],[  6.72051696 253.27948304] ; [  9.27948304 349.72051696],0
p5,1,0.015528,5.855535,[ 26 233] ; [ 60 295],[ 36.27687296 222.72312704] ; [ 49.72312704 305.27687296],0
a5,1,0.015831,5.821501,[183  76] ; [284  75],[195.71682848  63.28317152] ; [271.28317152  87.71682848],0
s5,1,0.02281,5.182883,[ 79 172] ; [140 205],[ 92.22986577 158.77013423] ; [126.77013423 218.22986577],0
d1,1,0.02434,5.070255,[144 116] ; [231 128],[157.51211632 102.48788368] ; [217.48788368 141.51211632],0
d3,1,0.037774,4.315158,[165  94] ; [257 102],[176.85760518  82.14239482] ; [245.14239482 113.85760518],0
d4,1,0.039293,4.248161,[200  58] ; [301  57],[209.83441558  48.16558442] ; [291.16558442  66.83441558],0
s2,1,0.0399,4.222137,[124 133] ; [200 153],[136.50491803 120.49508197] ; [187.49508197 165.50491803],0
b5,1,0.049119,3.871283,[141 119] ; [223 136],[152.8917609 107.1082391] ; [211.1082391 147.8917609],0
a7,1,0.064263,3.423797,[171  87] ; [262  96],[181.3538961  76.6461039] ; [251.6461039 106.3538961],0
u1,1,0.071088,3.257712,[ 44 216] ; [ 82 277],[ 52.92407108 207.07592892] ; [ 73.07592892 285.92407108],0
d5,1,0.139214,2.18663,[205  55] ; [299  59],[212.03883495  47.96116505] ; [291.96116505  66.03883495],0
b1,1,0.149711,2.075194,[109 151] ; [130 229],[100.38772213 159.61227787] ; [138.61227787 220.38772213],0
u3,1,0.194351,1.68432,[41 44] ; [50 36],[45.23391813 39.76608187] ; [45.76608187 40.23391813],0
a2,1,0.21875,1.512555,[ 61 199] ; [100 259],[ 67.62520194 192.37479806] ; [ 93.37479806 265.62520194],0
s7,1,0.22188,1.49217,[125 121] ; [189 149],[132.26712329 113.73287671] ; [181.73287671 156.26712329],0
s1,1,0.235962,1.404557,[ 11 246] ; [  9 344],[  8.42622951 248.57377049] ; [ 11.57377049 341.42622951],0
n1,1,0.257136,1.284112,[28 42] ; [29 29],[31.171875 38.828125] ; [25.828125 32.171875],0
a4,1,0.261459,1.261014,[115 143] ; [175 181],[121.85667752 136.14332248] ; [168.14332248 187.85667752],0
p12,1,0.26562,1.239225,[ 20 238] ; [ 37 319],[ 23.95114007 234.04885993] ; [ 33.04885993 322.95114007],0
s4,1,0.266687,1.233709,[ 48 208] ; [ 54 298],[ 42.94736842 213.05263158] ; [ 59.05263158 292.94736842],0
a6,1,0.292065,1.110079,[169  90] ; [248 110],[175.04538088  83.95461912] ; [241.95461912 116.04538088],0
b2,1,0.33602,0.925559,[54 93] ; [100 140],[58.49612403 88.50387597] ; [ 95.50387597 144.49612403],0
