Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.839775,[ 63 112] ; [35 13],[76.9058296 98.0941704] ; [21.0941704 26.9058296],1
p9,1,0.447469,0.577055,[121  55] ; [35 12],[123.12107623  52.87892377] ; [32.87892377 14.12107623],0
a1,1,0.458437,0.549709,[ 10 173] ; [ 4 44],[ 11.09090909 171.90909091] ; [ 2.90909091 45.09090909],0
a2,1,0.462488,0.539867,[  7 176] ; [ 3 45],[  7.92207792 175.07792208] ; [ 2.07792208 45.92207792],0
p1,1,0.476291,0.507343,[ 10 170] ; [ 4 44],[ 11.05263158 168.94736842] ; [ 2.94736842 45.05263158],0
d4,1,0.515956,0.421969,[101  82] ; [29 19],[102.98701299  80.01298701] ; [27.01298701 20.98701299],0
p2,1,0.520922,0.412068,[120  62] ; [34 14],[121.86086957  60.13913043] ; [32.13913043 15.86086957],0
r1,1,0.532347,0.389909,[115  67] ; [32 15],[116.82969432  65.17030568] ; [30.17030568 16.82969432],0
s5,1,0.552156,0.353469,[ 40 138] ; [12 33],[ 41.50672646 136.49327354] ; [10.49327354 34.50672646],0
b5,1,0.560347,0.339103,[102  81] ; [29 19],[103.77922078  79.22077922] ; [27.22077922 20.77922078],0
a8,1,0.561057,0.337877,[ 24 149] ; [ 5 42],[ 22.80454545 150.19545455] ; [ 6.19545455 40.80454545],0
u2,1,0.786074,0.073665,[43 49] ; [6 8],[42.52830189 49.47169811] ; [6.47169811 7.52830189],0
n1,1,0.798714,0.065031,[22 44] ; [2 5],[21.69863014 44.30136986] ; [2.30136986 4.69863014],0
p6,1,0.799025,0.064826,[ 29 150] ; [ 8 37],[ 29.56696429 149.43303571] ; [ 7.43303571 37.56696429],0
n5,1,0.837979,0.041812,[114  67] ; [31 17],[114.6069869  66.3930131] ; [30.3930131 17.6069869],0
p10,1,0.852956,0.034354,[111  67] ; [30 17],[111.54666667  66.45333333] ; [29.45333333 17.54666667],0
s1,1,0.860564,0.030855,[ 10 169] ; [ 3 45],[ 10.25110132 168.74889868] ; [ 2.74889868 45.25110132],0
n6,1,0.910719,0.012574,[126  54] ; [34 14],[126.31578947  53.68421053] ; [33.68421053 14.31578947],0
a7,1,0.921931,0.009604,[107  74] ; [28 20],[106.70305677  74.29694323] ; [28.29694323 19.70305677],0
d2,1,0.980822,0.000578,[ 27 156] ; [ 7 40],[ 27.05217391 155.94782609] ; [ 6.94782609 40.05217391],0
