Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-05,19.432878,[146  31] ; [23 22],[134.74324324  42.25675676] ; [34.25675676 10.74324324],1
p7,1,0.301229,1.068745,[117  58] ; [27 19],[114.02714932  60.97285068] ; [29.97285068 16.02714932],0
a6,1,0.306825,1.044292,[ 78 103] ; [16 30],[ 74.95154185 106.04845815] ; [19.04845815 26.95154185],0
s8,1,0.317191,1.000494,[91 89] ; [19 26],[88. 92.] ; [22. 23.],0
d5,1,0.31943,0.991279,[138  42] ; [32 14],[135.39823009  44.60176991] ; [34.60176991 11.39823009],0
s1,1,0.336246,0.924694,[  6 171] ; [ 3 43],[  7.14349776 169.85650224] ; [ 1.85650224 44.14349776],0
s4,1,0.353048,0.862471,[ 32 147] ; [11 35],[ 34.20888889 144.79111111] ; [ 8.79111111 37.20888889],0
n3,1,0.357556,0.846458,[29 12] ; [14  3],[30.39655172 10.60344828] ; [12.60344828  4.39655172],0
s7,1,0.388761,0.742814,[93 84] ; [18 22],[90.53917051 86.46082949] ; [20.46082949 19.53917051],0
p4,1,0.464468,0.535107,[92 86] ; [26 19],[94.18834081 83.81165919] ; [23.81165919 21.18834081],0
u1,1,0.48955,0.477514,[ 13 168] ; [ 2 44],[ 11.96035242 169.03964758] ; [ 3.03964758 42.96035242],0
u3,1,0.535321,0.384281,[24 27] ; [10  8],[25.13043478 25.86956522] ; [8.86956522 9.13043478],0
s6,1,0.646696,0.210091,[115  59] ; [30 13],[116.26728111  57.73271889] ; [28.73271889 14.26728111],0
v3,1,0.647133,0.209534,[ 70 105] ; [18 23],[ 71.2962963 103.7037037] ; [16.7037037 24.2962963],0
v2,1,0.66505,0.187448,[86 87] ; [24 21],[87.29357798 85.70642202] ; [22.70642202 22.29357798],0
s2,1,0.670942,0.180502,[88 91] ; [21 25],[86.71555556 92.28444444] ; [22.28444444 23.71555556],0
a4,1,0.680834,0.169189,[ 80 100] ; [22 24],[81.23893805 98.76106195] ; [20.76106195 25.23893805],0
p5,1,0.698409,0.150132,[ 23 154] ; [ 5 41],[ 22.22421525 154.77578475] ; [ 5.77578475 40.22421525],0
r2,1,0.744931,0.10584,[173   6] ; [44  2],[172.63555556   6.36444444] ; [44.36444444  1.63555556],0
a1,1,0.750049,0.10149,[ 10 171] ; [ 2 44],[  9.56828194 171.43171806] ; [ 2.43171806 43.56828194],0
d3,1,0.772361,0.083688,[83 98] ; [20 26],[82.1277533 98.8722467] ; [20.8722467 25.1277533],0
p3,1,0.792413,0.069263,[90 90] ; [22 24],[89.20353982 90.79646018] ; [22.79646018 23.20353982],0
d1,1,0.818188,0.052843,[90 91] ; [22 24],[89.30396476 91.69603524] ; [22.69603524 23.30396476],0
u4,1,0.824168,0.049367,[  5 176] ; [ 1 45],[  4.78414097 176.21585903] ; [ 1.21585903 44.78414097],0
p1,1,0.845406,0.038018,[ 14 165] ; [ 4 42],[ 14.32 164.68] ; [ 3.68 42.32],0
a8,1,0.859919,0.031144,[ 21 149] ; [ 6 39],[ 21.34883721 148.65116279] ; [ 5.65116279 39.34883721],0
d4,1,0.875162,0.024682,[138  42] ; [34 11],[137.6  42.4] ; [34.4 10.6],0
s5,1,0.879483,0.02299,[ 69 101] ; [18 25],[ 69.43661972 100.56338028] ; [17.56338028 25.43661972],0
n2,1,0.889637,0.019255,[33  8] ; [15  4],[32.8  8.2] ; [15.2  3.8],0
u2,1,0.909534,0.012911,[27 23] ; [10  8],[27.20588235 22.79411765] ; [9.79411765 8.20588235],0
s3,1,0.914576,0.011507,[105  74] ; [26 19],[104.68303571  74.31696429] ; [26.31696429 18.68303571],0
p6,1,0.935361,0.006578,[ 63 111] ; [16 29],[ 62.76712329 111.23287671] ; [16.23287671 28.76712329],0
a2,1,0.975433,0.000948,[ 16 165] ; [ 4 42],[ 15.94713656 165.05286344] ; [ 4.05286344 41.94713656],0
