Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.187319,[152  11] ; [3 4],[148.61764706  14.38235294] ; [6.38235294 0.61764706],1
v2,1,0.012122,6.292931,[94 58] ; [1 6],[90.81761006 61.18238994] ; [4.18238994 2.81761006],0
p11,1,0.016628,5.735225,[116  47] ; [2 5],[113.14117647  49.85882353] ; [4.85882353 2.14117647],0
s6,1,0.040751,4.186349,[138  23] ; [4 3],[136.08333333  24.91666667] ; [5.91666667 1.08333333],0
b5,1,0.074763,3.175225,[120  43] ; [3 4],[117.93529412  45.06470588] ; [5.06470588 1.93529412],0
p7,1,0.076272,3.142604,[78 83] ; [1 6],[75.70833333 85.29166667] ; [3.29166667 3.70833333],0
r1,1,0.089069,2.891125,[133  28] ; [4 3],[131.29166667  29.70833333] ; [5.70833333 1.29166667],0
n1,1,0.115615,2.47574,[18 24] ; [4 1],[19.65957447 22.34042553] ; [2.34042553 2.65957447],0
v1,1,0.155221,2.020178,[85 67] ; [2 5],[83.16981132 68.83018868] ; [3.83018868 3.16981132],0
r2,1,0.163187,1.944444,[155   7] ; [5 1],[154.28571429   7.71428571] ; [5.71428571 0.28571429],0
d3,1,0.23106,1.434326,[106  57] ; [3 4],[104.51176471  58.48823529] ; [4.48823529 2.51176471],0
p5,1,0.234855,1.411212,[  7 151] ; [1 6],[  7.66060606 150.33939394] ; [0.33939394 6.66060606],0
n3,1,0.281374,1.16044,[33 11] ; [2 2],[32.08333333 11.91666667] ; [2.91666667 1.08333333],0
u3,1,0.28902,1.124183,[30  7] ; [1 1],[29.41025641  7.58974359] ; [1.58974359 0.41025641],0
d1,1,0.30979,1.031571,[101  62] ; [3 4],[99.71764706 63.28235294] ; [4.28235294 2.71764706],0
a2,1,0.310381,1.029054,[ 53 110] ; [1 6],[ 51.77647059 111.22352941] ; [2.22352941 4.77647059],0
s2,1,0.348242,0.879854,[118  43] ; [4 3],[116.91666667  44.08333333] ; [5.08333333 1.91666667],0
p10,1,0.393013,0.729598,[134  26] ; [5 2],[133.17365269  26.82634731] ; [5.82634731 1.17365269],0
b4,1,0.399491,0.709859,[96 67] ; [3 4],[94.92352941 68.07647059] ; [4.07647059 2.92352941],0
n5,1,0.409778,0.679444,[115  46] ; [6 1],[115.95833333  45.04166667] ; [5.04166667 1.95833333],0
u1,1,0.419555,0.65156,[ 46 117] ; [1 6],[ 45.06470588 117.93529412] ; [1.93529412 5.06470588],0
a7,1,0.425272,0.6357,[116  47] ; [4 3],[115.05882353  47.94117647] ; [4.94117647 2.05882353],0
p3,1,0.432813,0.615263,[71 92] ; [2 5],[69.99411765 93.00588235] ; [3.00588235 3.99411765],0
u2,1,0.434519,0.610714,[27  9] ; [1 1],[26.52631579  9.47368421] ; [1.47368421 0.52631579],0
p6,1,0.471873,0.517587,[ 49 114] ; [3 4],[ 49.85882353 113.14117647] ; [2.14117647 4.85882353],0
a6,1,0.495655,0.464228,[113  50] ; [4 3],[112.18235294  50.81764706] ; [4.81764706 2.18235294],0
p1,1,0.499692,0.45559,[ 12 151] ; [1 6],[ 12.46470588 150.53529412] ; [0.53529412 6.46470588],0
d4,1,0.531488,0.391545,[132  31] ; [5 2],[131.35882353  31.64117647] ; [5.64117647 1.35882353],0
s5,1,0.550188,0.35698,[58 95] ; [3 3],[58.69811321 94.30188679] ; [2.30188679 3.69811321],0
p4,1,0.585149,0.297984,[87 76] ; [3 4],[86.29411765 76.70588235] ; [3.70588235 3.29411765],0
n2,1,0.586893,0.295223,[30 14] ; [4 1],[30.53061224 13.46938776] ; [3.46938776 1.53061224],0
b2,1,0.626253,0.237176,[48 72] ; [3 3],[48.57142857 71.42857143] ; [2.42857143 3.57142857],0
b3,1,0.626253,0.237176,[48 72] ; [3 3],[48.57142857 71.42857143] ; [2.42857143 3.57142857],0
a4,1,0.630049,0.231995,[85 78] ; [3 4],[84.37647059 78.62352941] ; [3.62352941 3.37647059],0
n4,1,0.688859,0.160324,[128  33] ; [6 1],[128.41666667  32.58333333] ; [5.58333333 1.41666667],0
a3,1,0.717489,0.130911,[126  37] ; [5 2],[125.60588235  37.39411765] ; [5.39411765 1.60588235],0
a5,1,0.717489,0.130911,[126  37] ; [5 2],[125.60588235  37.39411765] ; [5.39411765 1.60588235],0
s4,1,0.748457,0.102832,[ 31 131] ; [1 6],[ 30.67455621 131.32544379] ; [1.32544379 5.67455621],0
s7,1,0.751582,0.100206,[118  36] ; [5 2],[117.65217391  36.34782609] ; [5.34782609 1.65217391],0
d2,1,0.797197,0.066037,[101  62] ; [4 3],[100.67647059  62.32352941] ; [4.32352941 2.67647059],0
d5,1,0.873897,0.025189,[143  20] ; [6 1],[142.86470588  20.13529412] ; [6.13529412 0.86470588],0
n6,1,0.900767,0.015548,[136  26] ; [6 1],[136.1183432  25.8816568] ; [5.8816568 1.1183432],0
b1,1,0.952274,0.003582,[68 95] ; [3 4],[68.07647059 94.92352941] ; [2.92352941 4.07647059],0
p2,1,0.960256,0.002483,[115  48] ; [5 2],[115.05882353  47.94117647] ; [4.94117647 2.05882353],0
p9,1,0.962673,0.00219,[139  22] ; [6 1],[138.95833333  22.04166667] ; [6.04166667 0.95833333],0
s3,1,0.97949,0.000661,[115  45] ; [5 2],[114.97005988  45.02994012] ; [5.02994012 1.97005988],0
v3,1,0.980172,0.000618,[65 85] ; [3 4],[64.96815287 85.03184713] ; [3.03184713 3.96815287],0
