Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,42.301626,[49  2] ; [31 48],[31.38461538 19.61538462] ; [48.61538462 30.38461538],1
d2,1,0.0,41.166369,[35 16] ; [11 69],[17.90839695 33.09160305] ; [28.09160305 51.90839695],1
d5,1,0.0,39.539434,[50  1] ; [35 44],[33.34615385 17.65384615] ; [51.65384615 27.34615385],1
a4,1,0.000765,11.325345,[26 25] ; [18 62],[17.12977099 33.87022901] ; [26.87022901 53.12977099],1
a2,1,0.001288,10.36015,[11 40] ; [ 3 77],[ 5.45038168 45.54961832] ; [ 8.54961832 71.45038168],0
a5,1,0.001675,9.87535,[36 15] ; [34 46],[27.2519084 23.7480916] ; [42.7480916 37.2519084],0
r4,1,0.062999,3.45662,[43  8] ; [56 24],[38.54198473 12.45801527] ; [60.45801527 19.54198473],0
s5,1,0.083111,3.002997,[18 33] ; [16 59],[13.76190476 37.23809524] ; [20.23809524 54.76190476],0
p10,1,0.094254,2.800177,[35 16] ; [42 36],[30.44186047 20.55813953] ; [46.55813953 31.44186047],0
r1,1,0.099527,2.713113,[36 15] ; [45 35],[31.53435115 19.46564885] ; [49.46564885 30.53435115],0
r2,1,0.105456,2.621036,[44  5] ; [63 17],[40.64341085  8.35658915] ; [66.35658915 13.64341085],0
s6,1,0.105719,2.617071,[29 22] ; [33 45],[24.51162791 26.48837209] ; [37.48837209 40.51162791],0
a7,1,0.114337,2.493224,[39 12] ; [50 29],[34.91538462 16.08461538] ; [54.08461538 24.91538462],0
s8,1,0.134498,2.239803,[17 34] ; [17 62],[13.33846154 37.66153846] ; [20.66153846 58.33846154],0
a3,1,0.134676,2.237759,[32 19] ; [39 40],[27.85384615 23.14615385] ; [43.14615385 35.85384615],0
a6,1,0.160388,1.970566,[30 21] ; [37 43],[26.08396947 24.91603053] ; [40.91603053 39.08396947],0
v4,1,0.203896,1.614243,[47  4] ; [66 12],[44.6744186  6.3255814] ; [68.3255814  9.6744186],0
p9,1,0.230993,1.434738,[36 15] ; [47 31],[32.81395349 18.18604651] ; [50.18604651 27.81395349],0
a8,1,0.262185,1.257185,[ 2 47] ; [ 7 67],[ 3.58536585 45.41463415] ; [ 5.41463415 68.58536585],0
s4,1,0.270304,1.215204,[13 38] ; [14 66],[10.51145038 40.48854962] ; [16.48854962 63.51145038],0
p3,1,0.278951,1.172192,[22 29] ; [27 53],[19.07633588 31.92366412] ; [29.92366412 50.07633588],0
p8,1,0.312856,1.01858,[23 28] ; [29 51],[20.24427481 30.75572519] ; [31.75572519 48.24427481],0
p6,1,0.3274,0.959154,[15 36] ; [17 61],[12.65116279 38.34883721] ; [19.34883721 58.65116279],0
v1,1,0.431251,0.619453,[12 38] ; [24 55],[13.95348837 36.04651163] ; [22.04651163 56.95348837],0
s3,1,0.436953,0.604272,[20 31] ; [36 42],[22.13953488 28.86046512] ; [33.86046512 44.13953488],0
p4,1,0.471698,0.517996,[23 28] ; [31 49],[21.02290076 29.97709924] ; [32.97709924 47.02290076],0
r3,1,0.477184,0.505291,[45  6] ; [67 13],[43.60305344  7.39694656] ; [68.39694656 11.60305344],0
p7,1,0.507259,0.439716,[28 22] ; [39 39],[26.171875 23.828125] ; [40.828125 37.171875],0
u3,1,0.531964,0.390638,[13  6] ; [24 16],[11.91525424  7.08474576] ; [25.08474576 14.91525424],0
b1,1,0.550911,0.355687,[19 32] ; [34 46],[20.63358779 30.36641221] ; [32.36641221 47.63358779],0
p11,1,0.588781,0.292253,[33 18] ; [48 32],[31.53435115 19.46564885] ; [49.46564885 30.53435115],0
n1,1,0.651077,0.204545,[ 6 14] ; [ 6 19],[ 5.33333333 14.66666667] ; [ 6.66666667 18.33333333],0
b3,1,0.667696,0.184309,[ 9 21] ; [12 35],[ 8.18181818 21.81818182] ; [12.81818182 34.18181818],0
b2,1,0.667696,0.184309,[ 9 21] ; [12 35],[ 8.18181818 21.81818182] ; [12.81818182 34.18181818],0
s7,1,0.669833,0.181797,[15 31] ; [22 54],[13.95081967 32.04918033] ; [23.04918033 52.95081967],0
u2,1,0.679329,0.170882,[12  7] ; [23 17],[11.27118644  7.72881356] ; [23.72881356 16.27118644],0
b4,1,0.709622,0.138655,[31 20] ; [46 34],[29.97709924 21.02290076] ; [47.02290076 32.97709924],0
s1,1,0.721166,0.127379,[ 3 48] ; [ 6 74],[ 3.50381679 47.49618321] ; [ 5.49618321 74.50381679],0
p2,1,0.724826,0.123915,[36 15] ; [58 21],[36.87692308 14.12307692] ; [57.12307692 21.87692308],0
v3,1,0.749213,0.102193,[ 7 44] ; [12 64],[ 7.62992126 43.37007874] ; [11.37007874 64.62992126],0
n6,1,0.769939,0.08553,[28 23] ; [46 34],[28.80916031 22.19083969] ; [45.19083969 34.80916031],0
s2,1,0.773366,0.082929,[20 31] ; [29 50],[19.22307692 31.77692308] ; [29.77692308 49.22307692],0
a1,1,0.77343,0.082881,[ 2 49] ; [ 4 76],[ 2.33587786 48.66412214] ; [ 3.66412214 76.33587786],0
n4,1,0.798338,0.06528,[18 33] ; [30 50],[18.6870229 32.3129771] ; [29.3129771 50.6870229],0
n3,1,0.813142,0.055873,[14  6] ; [16  8],[13.63636364  6.36363636] ; [16.36363636  7.63636364],0
b5,1,0.893584,0.017895,[30 21] ; [48 32],[30.36641221 20.63358779] ; [47.63358779 32.36641221],0
p1,1,0.903258,0.014774,[ 3 48] ; [ 5 73],[ 3.1627907 47.8372093] ; [ 4.8372093 73.1627907],0
p5,1,0.971342,0.001291,[ 2 49] ; [ 3 76],[ 1.96153846 49.03846154] ; [ 3.03846154 75.96153846],0
n2,1,1.0,0.0,[12  8] ; [15 10],[12.  8.] ; [15. 10.],0
