Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000534,11.993161,[54  7] ; [8 8],[49.11688312 11.88311688] ; [12.88311688  3.11688312],1
n6,1,0.010089,6.619094,[55  6] ; [11  6],[51.61538462  9.38461538] ; [14.38461538  2.61538462],0
v3,1,0.031267,4.638253,[28 32] ; [ 3 14],[24.15584416 35.84415584] ; [ 6.84415584 10.15584416],0
p11,1,0.057394,3.611131,[52  9] ; [11  6],[49.26923077 11.73076923] ; [13.73076923  3.26923077],0
v1,1,0.092391,2.832214,[31 28] ; [ 5 12],[27.94736842 31.05263158] ; [8.05263158 8.94736842],0
b3,1,0.122402,2.386307,[16 30] ; [1 9],[13.96428571 32.03571429] ; [3.03571429 6.96428571],0
b2,1,0.122402,2.386307,[16 30] ; [1 9],[13.96428571 32.03571429] ; [3.03571429 6.96428571],0
b4,1,0.135876,2.224047,[34 27] ; [ 6 11],[31.28205128 29.71794872] ; [8.71794872 8.28205128],0
a7,1,0.150129,2.070936,[39 22] ; [14  3],[41.44871795 19.55128205] ; [11.55128205  5.44871795],0
p5,1,0.177283,1.820251,[12 49] ; [ 1 16],[10.16666667 50.83333333] ; [ 2.83333333 14.16666667],0
s5,1,0.179205,1.804206,[16 42] ; [ 2 15],[13.92 44.08] ; [ 4.08 12.92],0
b1,1,0.190921,1.710499,[25 36] ; [10  7],[27.37179487 33.62820513] ; [7.62820513 9.37179487],0
r1,1,0.19248,1.698529,[45 15] ; [10  7],[42.85714286 17.14285714] ; [12.14285714  4.85714286],0
s3,1,0.209977,1.571587,[31 28] ; [ 6 11],[28.72368421 30.27631579] ; [8.27631579 8.72368421],0
v2,1,0.234949,1.410646,[32 27] ; [ 6 10],[29.89333333 29.10666667] ; [8.10666667 7.89333333],0
a1,1,0.327685,0.958027,[ 1 60] ; [ 1 16],[ 1.56410256 59.43589744] ; [ 0.43589744 16.56410256],0
a4,1,0.329548,0.950675,[18 43] ; [ 3 14],[16.42307692 44.57692308] ; [ 4.57692308 12.42307692],0
p8,1,0.341209,0.905882,[36 24] ; [8 9],[34.28571429 25.71428571] ; [9.71428571 7.28571429],0
p7,1,0.378913,0.774226,[46 15] ; [11  6],[44.57692308 16.42307692] ; [12.42307692  4.57692308],0
u2,1,0.451259,0.567488,[12 17] ; [4 3],[12.88888889 16.11111111] ; [3.11111111 3.88888889],0
d3,1,0.465984,0.531484,[16 45] ; [ 3 14],[14.85897436 46.14102564] ; [ 4.14102564 12.85897436],0
v4,1,0.47613,0.507715,[57  4] ; [15  2],[56.30769231  4.69230769] ; [15.69230769  1.30769231],0
a2,1,0.501463,0.451839,[ 7 54] ; [ 1 16],[ 6.25641026 54.74358974] ; [ 1.74358974 15.25641026],0
p9,1,0.523342,0.407302,[49 11] ; [15  2],[49.87012987 10.12987013] ; [14.12987013  2.87012987],0
p1,1,0.539706,0.376085,[11 50] ; [ 2 15],[10.16666667 50.83333333] ; [ 2.83333333 14.16666667],0
a8,1,0.565817,0.329731,[ 6 51] ; [ 1 16],[ 5.39189189 51.60810811] ; [ 1.60810811 15.39189189],0
p10,1,0.583129,0.301203,[47 14] ; [12  5],[46.14102564 14.85897436] ; [12.85897436  4.14102564],0
p6,1,0.586942,0.295145,[26 35] ; [ 6 11],[25.02564103 35.97435897] ; [ 6.97435897 10.02564103],0
p12,1,0.61399,0.254406,[ 6 55] ; [ 1 16],[ 5.47435897 55.52564103] ; [ 1.52564103 15.47435897],0
r4,1,0.61399,0.254406,[55  6] ; [16  1],[55.52564103  5.47435897] ; [15.47435897  1.52564103],0
d2,1,0.62807,0.234687,[18 43] ; [ 4 13],[17.20512821 43.79487179] ; [ 4.79487179 12.20512821],0
a3,1,0.641569,0.216697,[32 29] ; [10  7],[32.84615385 28.15384615] ; [9.15384615 7.84615385],0
r2,1,0.648981,0.207187,[56  5] ; [15  2],[55.52564103  5.47435897] ; [15.47435897  1.52564103],0
u3,1,0.673669,0.17734,[14 15] ; [4 3],[14.5 14.5] ; [3.5 3.5],0
s2,1,0.677408,0.173058,[18 42] ; [ 6 11],[18.7012987 41.2987013] ; [ 5.2987013 11.7012987],0
d5,1,0.693629,0.155184,[29 32] ; [9 8],[29.71794872 31.28205128] ; [8.28205128 8.71794872],0
s7,1,0.797272,0.065987,[23 33] ; [ 6 10],[22.55555556 33.44444444] ; [6.44444444 9.55555556],0
p4,1,0.821614,0.050836,[45 16] ; [13  4],[45.35897436 15.64102564] ; [12.64102564  4.35897436],0
s8,1,0.831955,0.045026,[23 37] ; [ 7 10],[23.37662338 36.62337662] ; [ 6.62337662 10.37662338],0
p2,1,0.844702,0.03837,[48 13] ; [13  4],[47.70512821 13.29487179] ; [13.29487179  3.70512821],0
n2,1,0.851596,0.035,[7 3] ; [3 1],[7.14285714 2.85714286] ; [2.85714286 1.14285714],0
b5,1,0.891414,0.018636,[37 24] ; [10  7],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
s4,1,0.902383,0.015043,[10 51] ; [ 3 14],[10.16666667 50.83333333] ; [ 2.83333333 14.16666667],0
s6,1,0.910352,0.012677,[35 23] ; [10  7],[34.8 23.2] ; [10.2  6.8],0
a6,1,0.946966,0.004425,[40 21] ; [11  6],[39.88461538 21.11538462] ; [11.11538462  5.88461538],0
a5,1,0.988593,0.000204,[36 25] ; [10  7],[35.97435897 25.02564103] ; [10.02564103  6.97435897],0
