Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.004701,7.991037,[18  5] ; [1 5],[15.06896552  7.93103448] ; [3.93103448 2.06896552],0
d4,1,0.034366,4.4764,[22  3] ; [3 3],[20.16129032  4.83870968] ; [4.83870968 1.16129032],0
d5,1,0.073654,3.199643,[21  4] ; [3 3],[19.35483871  5.64516129] ; [4.64516129 1.35483871],0
a8,1,0.079057,3.08419,[ 2 20] ; [2 3],[ 3.25925926 18.74074074] ; [0.74074074 4.25925926],0
p6,1,0.162483,1.950969,[12 13] ; [1 5],[10.48387097 14.51612903] ; [2.51612903 3.48387097],0
d1,1,0.171609,1.868832,[16  9] ; [2 4],[14.51612903 10.48387097] ; [3.48387097 2.51612903],0
p12,1,0.201994,1.627897,[ 3 22] ; [2 4],[ 4.03225806 20.96774194] ; [0.96774194 5.03225806],0
s6,1,0.210874,1.565417,[11  9] ; [5 1],[12.30769231  7.69230769] ; [3.69230769 2.30769231],0
b5,1,0.217058,1.523713,[14 11] ; [5 1],[15.32258065  9.67741935] ; [3.67741935 2.32258065],0
v2,1,0.227107,1.458891,[14  9] ; [2 4],[12.68965517 10.31034483] ; [3.31034483 2.68965517],0
p8,1,0.300559,1.071714,[18  7] ; [3 3],[16.93548387  8.06451613] ; [4.06451613 1.93548387],0
p7,1,0.300559,1.071714,[18  7] ; [3 3],[16.93548387  8.06451613] ; [4.06451613 1.93548387],0
p11,1,0.334505,0.931378,[21  4] ; [4 2],[20.16129032  4.83870968] ; [4.83870968 1.16129032],0
r2,1,0.36131,0.833333,[20  4] ; [4 2],[19.2  4.8] ; [4.8 1.2],0
s5,1,0.366444,0.815686,[14  6] ; [3 3],[13.07692308  6.92307692] ; [3.92307692 2.07692308],0
v3,1,0.410806,0.676467,[11 12] ; [4 2],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
s3,1,0.425556,0.634921,[ 8 16] ; [1 5],[ 7.2 16.8] ; [1.8 4.2],0
p1,1,0.457439,0.552155,[ 8 17] ; [1 5],[ 7.25806452 17.74193548] ; [1.74193548 4.25806452],0
a6,1,0.457439,0.552155,[17  8] ; [5 1],[17.74193548  7.25806452] ; [4.25806452 1.74193548],0
n4,1,0.483008,0.492063,[20  5] ; [4 2],[19.35483871  5.64516129] ; [4.64516129 1.35483871],0
a1,1,0.519043,0.415794,[ 2 23] ; [1 5],[ 2.41935484 22.58064516] ; [0.58064516 5.41935484],0
d2,1,0.527225,0.399737,[16  9] ; [3 3],[15.32258065  9.67741935] ; [3.67741935 2.32258065],0
v4,1,0.542802,0.37037,[22  2] ; [5 1],[21.6  2.4] ; [5.4 0.6],0
r3,1,0.542802,0.37037,[22  2] ; [5 1],[21.6  2.4] ; [5.4 0.6],0
a5,1,0.568855,0.324601,[18  7] ; [5 1],[18.5483871  6.4516129] ; [4.4516129 1.5483871],0
d3,1,0.655758,0.198718,[15 10] ; [3 3],[14.51612903 10.48387097] ; [3.48387097 2.51612903],0
u2,1,0.657619,0.196429,[6 3] ; [1 1],[5.72727273 3.27272727] ; [1.27272727 0.72727273],0
u3,1,0.657619,0.196429,[6 3] ; [1 1],[5.72727273 3.27272727] ; [1.27272727 0.72727273],0
s4,1,0.687031,0.162319,[ 3 20] ; [1 4],[ 3.28571429 19.71428571] ; [0.71428571 4.28571429],0
u1,1,0.699638,0.148849,[ 6 19] ; [1 5],[ 5.64516129 19.35483871] ; [1.35483871 4.64516129],0
n3,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
n2,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
b4,1,0.763361,0.090643,[15 10] ; [4 2],[15.32258065  9.67741935] ; [3.67741935 2.32258065],0
b1,1,0.790848,0.070336,[14 11] ; [3 3],[13.70967742 11.29032258] ; [3.29032258 2.70967742],0
p4,1,0.826581,0.048,[21  4] ; [4 1],[20.83333333  4.16666667] ; [4.16666667 0.83333333],0
r1,1,0.842103,0.039683,[17  7] ; [4 2],[16.8  7.2] ; [4.2 1.8],0
n5,1,0.852765,0.034444,[20  5] ; [5 1],[20.16129032  4.83870968] ; [4.83870968 1.16129032],0
b2,1,0.859234,0.031453,[ 8 10] ; [2 3],[ 7.82608696 10.17391304] ; [2.17391304 2.82608696],0
b3,1,0.859234,0.031453,[ 8 10] ; [2 3],[ 7.82608696 10.17391304] ; [2.17391304 2.82608696],0
a7,1,0.902425,0.01503,[16  9] ; [4 2],[16.12903226  8.87096774] ; [3.87096774 2.12903226],0
a3,1,0.902425,0.01503,[16  9] ; [4 2],[16.12903226  8.87096774] ; [3.87096774 2.12903226],0
p3,1,0.949972,0.003937,[17  8] ; [4 2],[16.93548387  8.06451613] ; [4.06451613 1.93548387],0
r4,1,0.968196,0.00159,[21  4] ; [5 1],[20.96774194  4.03225806] ; [5.03225806 0.96774194],0
