Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9e-06,19.807249,[56 55] ; [28 96],[39.67659574 71.32340426] ; [44.32340426 79.67659574],1
v2,1,1.9e-05,18.310213,[81 33] ; [52 68],[64.79487179 49.20512821] ; [68.20512821 51.79487179],1
p4,1,3.8e-05,16.95457,[74 42] ; [47 79],[58. 58.] ; [63. 63.],1
r1,1,0.000145,14.441958,[101  16] ; [83 44],[88.2295082 28.7704918] ; [95.7704918 31.2295082],1
p3,1,0.000235,13.525145,[64 52] ; [40 86],[49.85123967 66.14876033] ; [54.14876033 71.85123967],1
p7,1,0.00176,9.784144,[81 35] ; [62 62],[69.11666667 46.88333333] ; [73.88333333 50.11666667],0
n5,1,0.003199,8.690625,[90 27] ; [74 51],[79.2892562 37.7107438] ; [84.7107438 40.2892562],0
p2,1,0.003406,8.57626,[104  12] ; [94 31],[95.30290456 20.69709544] ; [102.69709544  22.30290456],0
p8,1,0.0039,8.329883,[67 47] ; [51 76],[55.81742739 58.18257261] ; [62.18257261 64.81742739],0
a5,1,0.004681,7.998721,[89 28] ; [75 52],[78.63934426 38.36065574] ; [85.36065574 41.63934426],0
p5,1,0.005449,7.724017,[ 13 102] ; [  3 123],[  7.63485477 107.36514523] ; [  8.36514523 117.63485477],0
s8,1,0.012336,6.26189,[34 83] ; [ 20 107],[25.89344262 91.10655738] ; [28.10655738 98.89344262],0
p12,1,0.021293,5.302612,[  7 108] ; [  1 126],[  3.80165289 111.19834711] ; [  4.19834711 122.80165289],0
r4,1,0.02365,5.120132,[106  11] ; [102  25],[99.73770492 17.26229508] ; [108.26229508  18.73770492],0
p6,1,0.028847,4.7767,[38 76] ; [26 99],[30.52719665 83.47280335] ; [33.47280335 91.52719665],0
p9,1,0.029106,4.761348,[99 17] ; [94 33],[92.13168724 23.86831276] ; [100.86831276  26.13168724],0
p10,1,0.036331,4.381484,[96 19] ; [91 35],[89.23236515 25.76763485] ; [97.76763485 28.23236515],0
n4,1,0.040724,4.187466,[92 25] ; [85 42],[84.87295082 32.12704918] ; [92.12704918 34.87295082],0
s5,1,0.057798,3.599461,[21 94] ; [ 12 111],[15.94537815 99.05462185] ; [ 17.05462185 105.94537815],0
a3,1,0.0627,3.464498,[85 32] ; [78 49],[78.15983607 38.84016393] ; [84.84016393 42.15983607],0
v4,1,0.075205,3.165595,[111   5] ; [113  13],[107.37190083   8.62809917] ; [116.62809917   9.37190083],0
b3,1,0.091254,2.852118,[37 42] ; [24 48],[31.91390728 47.08609272] ; [29.08609272 42.91390728],0
b2,1,0.091254,2.852118,[37 42] ; [24 48],[31.91390728 47.08609272] ; [29.08609272 42.91390728],0
