Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.168828,[32 35] ; [ 10 112],[14.88888889 52.11111111] ; [27.11111111 94.88888889],1
r1,1,0.000348,12.793749,[51 17] ; [61 65],[39.25773196 28.74226804] ; [72.74226804 53.25773196],1
r4,1,0.001196,10.496587,[56 12] ; [75 51],[45.91752577 22.08247423] ; [85.08247423 40.91752577],0
r3,1,0.001303,10.338108,[62  5] ; [92 34],[53.4611399 13.5388601] ; [100.5388601  25.4611399],0
p11,1,0.002079,9.478145,[52 16] ; [68 58],[42.06185567 25.93814433] ; [77.93814433 48.06185567],0
r2,1,0.006153,7.505031,[63  4] ; [97 26],[56.42105263 10.57894737] ; [103.57894737  19.42105263],0
d1,1,0.010749,6.506301,[40 28] ; [50 76],[31.54639175 36.45360825] ; [58.45360825 67.54639175],0
v4,1,0.018029,5.593375,[62  6] ; [97 28],[56.02072539 11.97927461] ; [102.97927461  22.02072539],0
n4,1,0.024187,5.081175,[50 18] ; [72 54],[42.7628866 25.2371134] ; [79.2371134 46.7628866],0
d5,1,0.026416,4.928607,[54 14] ; [80 45],[47.21243523 20.78756477] ; [86.78756477 38.21243523],0
p7,1,0.029873,4.716569,[36 31] ; [46 77],[28.91578947 38.08421053] ; [53.08421053 69.91578947],0
p10,1,0.041016,4.175348,[46 22] ; [65 59],[39.3125 28.6875] ; [71.6875 52.3125],0
d4,1,0.041251,4.16567,[54 13] ; [84 42],[47.90673575 19.09326425] ; [90.09326425 35.90673575],0
a3,1,0.047013,3.944923,[48 20] ; [70 55],[41.57512953 26.42487047] ; [76.42487047 48.57512953],0
a5,1,0.063881,3.433651,[45 23] ; [66 60],[38.90721649 29.09278351] ; [72.09278351 53.90721649],0
s8,1,0.086036,2.947015,[13 55] ; [ 13 113],[ 9.11340206 58.88659794] ; [ 16.88659794 109.11340206],0
n6,1,0.094264,2.800005,[52 16] ; [81 44],[46.86010363 21.13989637] ; [86.13989637 38.86010363],0
b5,1,0.095785,2.774353,[32 36] ; [75 51],[37.50515464 30.49484536] ; [69.49484536 56.50515464],0
s5,1,0.11523,2.480985,[ 8 57] ; [  7 115],[ 5.21390374 59.78609626] ; [  9.78609626 112.21390374],0
n3,1,0.140126,2.176572,[15  5] ; [28 22],[12.28571429  7.71428571] ; [30.71428571 19.28571429],0
a8,1,0.166339,1.915631,[ 3 59] ; [ 13 105],[ 5.51111111 56.48888889] ; [ 10.48888889 107.51111111],0
p2,1,0.195005,1.679396,[47 21] ; [74 50],[42.85416667 25.14583333] ; [78.14583333 45.85416667],0
p6,1,0.222865,1.485826,[10 56] ; [28 96],[13.2 52.8] ; [24.8 99.2],0
a7,1,0.237758,1.393837,[47 20] ; [77 48],[43.27083333 23.72916667] ; [80.72916667 44.27083333],0
s1,1,0.243827,1.358333,[ 1 66] ; [  6 119],[ 2.44270833 64.55729167] ; [  4.55729167 120.44270833],0
p9,1,0.25203,1.312015,[45 23] ; [71 52],[41.29842932 26.70157068] ; [74.70157068 48.29842932],0
n1,1,0.273923,1.196995,[ 4 15] ; [18 34],[ 5.88732394 13.11267606] ; [16.11267606 35.88732394],0
p4,1,0.284199,1.146901,[24 42] ; [36 89],[20.73298429 45.26701571] ; [39.26701571 85.73298429],0
p8,1,0.288442,1.126881,[26 41] ; [39 86],[22.68229167 44.31770833] ; [42.31770833 82.68229167],0
b4,1,0.295706,1.093461,[42 26] ; [68 58],[38.55670103 29.44329897] ; [71.44329897 54.55670103],0
u1,1,0.326329,0.963411,[ 7 61] ; [  8 118],[ 5.25773196 62.74226804] ; [  9.74226804 116.25773196],0
d3,1,0.360957,0.834559,[43 25] ; [70 54],[40.02083333 27.97916667] ; [72.97916667 51.02083333],0
a1,1,0.40878,0.682345,[ 2 66] ; [  7 119],[ 3.15463918 64.84536082] ; [  5.84536082 120.15463918],0
u3,1,0.463065,0.538476,[ 9 11] ; [20 36],[ 7.63157895 12.36842105] ; [21.36842105 34.63157895],0
p3,1,0.507549,0.439117,[21 47] ; [33 92],[19.02590674 48.97409326] ; [34.97409326 90.02590674],0
n2,1,0.515508,0.42287,[13  7] ; [30 23],[11.78082192  8.21917808] ; [31.21917808 21.78082192],0
s2,1,0.55202,0.35371,[12 56] ; [ 18 107],[10.56994819 57.43005181] ; [ 19.43005181 105.56994819],0
a6,1,0.555638,0.347313,[45 23] ; [78 48],[43.11340206 24.88659794] ; [79.88659794 46.11340206],0
s4,1,0.609893,0.260331,[ 5 63] ; [ 12 114],[ 5.95876289 62.04123711] ; [ 11.04123711 114.95876289],0
b1,1,0.680853,0.169167,[26 42] ; [52 74],[27.34020619 40.65979381] ; [50.65979381 75.34020619],0
s7,1,0.706813,0.141481,[13 50] ; [22 98],[12.04918033 50.95081967] ; [22.95081967 97.04918033],0
p1,1,0.715872,0.132482,[ 5 63] ; [ 11 113],[ 5.66666667 62.33333333] ; [ 10.33333333 113.66666667],0
a4,1,0.758372,0.09463,[26 42] ; [45 80],[25.01554404 42.98445596] ; [45.98445596 79.01554404],0
a2,1,0.840187,0.040664,[11 57] ; [ 19 107],[10.51546392 57.48453608] ; [ 19.48453608 106.51546392],0
d2,1,0.899021,0.016103,[28 39] ; [53 71],[28.41361257 38.58638743] ; [52.58638743 71.41361257],0
n5,1,0.906088,0.013918,[38 29] ; [72 53],[38.38541667 28.61458333] ; [71.61458333 53.38541667],0
u2,1,0.943432,0.005035,[ 9 10] ; [26 30],[ 8.86666667 10.13333333] ; [26.13333333 29.86666667],0
s3,1,0.954757,0.003219,[17 50] ; [31 93],[16.83769634 50.16230366] ; [31.16230366 92.83769634],0
b2,1,0.988488,0.000208,[14 26] ; [26 48],[14.03508772 25.96491228] ; [25.96491228 48.03508772],0
b3,1,0.988488,0.000208,[14 26] ; [26 48],[14.03508772 25.96491228] ; [25.96491228 48.03508772],0
