Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,47.283102,[38 27] ; [ 15 113],[17.84974093 47.15025907] ; [35.15025907 92.84974093],1
v4,1,7.3e-05,15.742865,[65  1] ; [97 30],[55.39896373 10.60103627] ; [106.60103627  20.39896373],1
p2,1,0.000158,14.269236,[52 14] ; [65 63],[39.80412371 26.19587629] ; [77.19587629 50.80412371],1
s2,1,0.000342,12.824657,[35 30] ; [35 92],[23.69791667 41.30208333] ; [46.30208333 80.69791667],1
s8,1,0.00042,12.439878,[28 38] ; [ 24 104],[17.69072165 48.30927835] ; [34.30927835 93.69072165],1
s6,1,0.000886,11.051006,[41 24] ; [48 79],[30.13020833 34.86979167] ; [58.86979167 68.13020833],1
s7,1,0.001319,10.3162,[31 32] ; [31 90],[21.22826087 41.77173913] ; [40.77173913 80.22826087],0
n6,1,0.001921,9.62331,[57  9] ; [83 44],[47.87564767 18.12435233] ; [92.12435233 34.87564767],0
p6,1,0.001985,9.563368,[14 52] ; [  8 119],[ 7.52331606 58.47668394] ; [ 14.47668394 112.52331606],0
r3,1,0.004045,8.263321,[60  6] ; [93 34],[52.32124352 13.67875648] ; [100.67875648  26.32124352],0
r4,1,0.004649,8.011209,[56 10] ; [84 44],[47.62886598 18.37113402] ; [92.37113402 35.62886598],0
d5,1,0.005813,7.607327,[54 12] ; [80 48],[45.58762887 20.41237113] ; [88.41237113 39.58762887],0
n4,1,0.005813,7.607327,[54 12] ; [80 48],[45.58762887 20.41237113] ; [88.41237113 39.58762887],0
d1,1,0.007658,7.111764,[38 28] ; [48 80],[29.25773196 36.74226804] ; [56.74226804 71.25773196],0
p9,1,0.010719,6.511294,[52 14] ; [75 49],[44.11578947 21.88421053] ; [82.88421053 41.11578947],0
d2,1,0.012822,6.193454,[37 29] ; [47 79],[28.875 37.125] ; [55.125 70.875],0
p10,1,0.017653,5.630245,[47 19] ; [68 59],[39.32642487 26.67357513] ; [75.67357513 51.32642487],0
s1,1,0.02161,5.276917,[10 55] ; [  7 121],[ 5.7253886 59.2746114] ; [ 11.2746114 116.7253886],0
s3,1,0.024659,5.047681,[36 30] ; [47 78],[28.68062827 37.31937173] ; [54.31937173 70.68062827],0
p11,1,0.033931,4.498156,[46 20] ; [69 59],[39.12371134 26.87628866] ; [75.87628866 52.12371134],0
u1,1,0.035048,4.442847,[14 52] ; [ 13 115],[ 9.18556701 56.81443299] ; [ 17.81443299 110.18556701],0
a4,1,0.03638,4.379209,[35 31] ; [47 79],[28.1875 37.8125] ; [53.8125 72.1875],0
p5,1,0.049677,3.852327,[ 8 56] ; [  6 122],[ 4.66666667 59.33333333] ; [  9.33333333 118.66666667],0
p8,1,0.053215,3.737162,[19 46] ; [ 22 106],[13.80829016 51.19170984] ; [ 27.19170984 100.80829016],0
r1,1,0.054039,3.711492,[47 19] ; [73 55],[40.82474227 25.17525773] ; [79.17525773 48.82474227],0
u3,1,0.076173,3.144728,[19  9] ; [23 26],[15.27272727 12.72727273] ; [26.72727273 22.27272727],0
d4,1,0.091155,2.853861,[52 14] ; [86 42],[46.94845361 19.05154639] ; [91.05154639 36.94845361],0
a1,1,0.099708,2.710203,[ 1 65] ; [  9 119],[ 3.40206186 62.59793814] ; [  6.59793814 121.40206186],0
d3,1,0.108704,2.572967,[43 23] ; [68 60],[37.7628866 28.2371134] ; [73.2371134 54.7628866],0
n5,1,0.120857,2.40618,[50 16] ; [83 45],[45.24742268 20.75257732] ; [87.75257732 40.24742268],0
s5,1,0.136087,2.221652,[17 42] ; [ 24 102],[13.07567568 45.92432432] ; [27.92432432 98.07567568],0
p1,1,0.169596,1.886513,[10 56] ; [ 11 116],[ 7.18134715 58.81865285] ; [ 13.81865285 113.18134715],0
a8,1,0.201076,1.634542,[ 8 53] ; [  9 114],[ 5.63586957 55.36413043] ; [ 11.36413043 111.63586957],0
u4,1,0.229046,1.446773,[ 2 64] ; [  1 127],[ 1.02061856 64.97938144] ; [  1.97938144 126.02061856],0
