Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.713435,[30 49] ; [22  1],[40.2745098 38.7254902] ; [11.7254902 11.2745098],1
p8,1,0.000742,11.381426,[14 66] ; [12 11],[20.19417476 59.80582524] ; [ 5.80582524 17.19417476],1
s7,1,0.014815,5.938323,[15 61] ; [10 12],[19.3877551 56.6122449] ; [ 5.6122449 16.3877551],0
u1,1,0.0592,3.559651,[ 1 80] ; [ 2 21],[ 2.33653846 78.66346154] ; [ 0.66346154 22.33653846],0
a5,1,0.059484,3.551727,[39 42] ; [ 6 17],[35.04807692 45.95192308] ; [ 9.95192308 13.04807692],0
p2,1,0.069378,3.297672,[39 42] ; [16  7],[42.83653846 38.16346154] ; [12.16346154 10.83653846],0
v3,1,0.093652,2.810451,[28 50] ; [ 4 19],[24.71287129 53.28712871] ; [ 7.28712871 15.71287129],0
v2,1,0.10193,2.675081,[23 55] ; [11 12],[26.25742574 51.74257426] ; [ 7.74257426 15.25742574],0
d3,1,0.10313,2.656457,[24 57] ; [11 12],[27.25961538 53.74038462] ; [ 7.74038462 15.25961538],0
n6,1,0.103807,2.646054,[44 36] ; [17  6],[47.37864078 32.62135922] ; [13.62135922  9.37864078],0
s2,1,0.112393,2.520251,[21 59] ; [10 13],[24.0776699 55.9223301] ; [ 6.9223301 16.0776699],0
d5,1,0.121219,2.401503,[43 38] ; [ 8 15],[39.72115385 41.27884615] ; [11.27884615 11.72115385],0
a7,1,0.13405,2.244961,[38 42] ; [15  8],[41.16504854 38.83495146] ; [11.83495146 11.16504854],0
v4,1,0.134197,2.243269,[61 18] ; [21  2],[63.50980392 15.49019608] ; [18.49019608  4.50980392],0
p11,1,0.134299,2.242092,[35 46] ; [14  9],[38.16346154 42.83653846] ; [10.83653846 12.16346154],0
a8,1,0.136817,2.213398,[ 6 70] ; [ 4 17],[ 7.83505155 68.16494845] ; [ 2.16494845 18.83505155],0
b2,1,0.170346,1.879892,[13 34] ; [7 8],[15.16129032 31.83870968] ; [ 4.83870968 10.16129032],0
b3,1,0.170346,1.879892,[13 34] ; [7 8],[15.16129032 31.83870968] ; [ 4.83870968 10.16129032],0
p4,1,0.176964,1.822938,[26 54] ; [11 12],[28.73786408 51.26213592] ; [ 8.26213592 14.73786408],0
r3,1,0.18671,1.743386,[59 21] ; [20  3],[61.3592233 18.6407767] ; [17.6407767  5.3592233],0
n1,1,0.210531,1.567769,[10 17] ; [6 4],[11.67567568 15.32432432] ; [4.32432432 5.67567568],0
v1,1,0.211477,1.561288,[24 57] ; [10 13],[26.48076923 54.51923077] ; [ 7.51923077 15.48076923],0
b5,1,0.215141,1.536487,[41 40] ; [15  8],[43.61538462 37.38461538] ; [12.38461538 10.61538462],0
n4,1,0.217578,1.520274,[53 27] ; [12 11],[50.48543689 29.51456311] ; [14.51456311  8.48543689],0
a3,1,0.235929,1.404752,[39 41] ; [ 8 15],[36.50485437 43.49514563] ; [10.49514563 12.50485437],0
s5,1,0.2507,1.319398,[11 70] ; [ 5 16],[12.70588235 68.29411765] ; [ 3.29411765 17.70588235],0
u3,1,0.265935,1.237593,[21 21] ; [ 5 10],[19.15789474 22.84210526] ; [6.84210526 8.15789474],0
r4,1,0.384179,0.757287,[52 29] ; [17  6],[53.74038462 27.25961538] ; [15.25961538  7.74038462],0
n2,1,0.392176,0.732184,[19 10] ; [8 2],[20.07692308  8.92307692] ; [6.92307692 3.07692308],0
n3,1,0.430684,0.620979,[18  9] ; [8 2],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
a4,1,0.43952,0.597536,[17 64] ; [ 3 19],[15.72815534 65.27184466] ; [ 4.27184466 17.72815534],0
b1,1,0.443911,0.586151,[42 39] ; [14  9],[43.61538462 37.38461538] ; [12.38461538 10.61538462],0
s8,1,0.464523,0.534973,[13 68] ; [ 5 17],[14.15533981 66.84466019] ; [ 3.84466019 18.15533981],0
u2,1,0.530877,0.392712,[18 23] ; [8 7],[19.03571429 21.96428571] ; [6.96428571 8.03571429],0
