Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,45.793882,[152 173] ; [117  29],[185.61571125 139.38428875] ; [83.38428875 62.61571125],1
p7,1,0.0,44.334541,[164 157] ; [119  23],[196.20518359 124.79481641] ; [86.79481641 55.20518359],1
p8,1,0.0,26.023515,[140 184] ; [99 45],[165.46153846 158.53846154] ; [73.53846154 70.46153846],1
p3,1,4.3e-05,16.719235,[126 200] ; [86 60],[146.42372881 179.57627119] ; [65.57627119 80.42372881],1
s8,1,0.000383,12.612406,[107 219] ; [73 73],[124.3220339 201.6779661] ; [55.6779661 90.3220339],1
p2,1,0.000415,12.463361,[262  64] ; [136  10],[274.88983051  51.11016949] ; [123.11016949  22.88983051],1
p12,1,0.001957,9.589357,[ 12 312] ; [ 16 129],[ 19.34328358 304.65671642] ; [  8.65671642 136.34328358],0
b3,1,0.004281,8.160581,[ 57 140] ; [44 52],[ 67.90784983 129.09215017] ; [33.09215017 62.90784983],0
b2,1,0.004281,8.160581,[ 57 140] ; [44 52],[ 67.90784983 129.09215017] ; [33.09215017 62.90784983],0
p5,1,0.010055,6.625214,[ 12 311] ; [ 14 132],[ 17.90618337 305.09381663] ; [  8.09381663 137.90618337],0
s7,1,0.010574,6.535578,[113 199] ; [69 72],[125.35099338 186.64900662] ; [56.64900662 84.35099338],0
v1,1,0.014663,5.956533,[147 167] ; [84 58],[159.06578947 154.93421053] ; [71.93421053 70.06578947],0
s6,1,0.014988,5.917934,[171 153] ; [94 51],[183.07036247 140.92963753] ; [81.92963753 63.07036247],0
p1,1,0.03782,4.313089,[ 15 310] ; [ 14 132],[ 20.01061571 304.98938429] ; [  8.98938429 137.01061571],0
p9,1,0.038614,4.277747,[269  55] ; [131  14],[276.3326226  47.6673774] ; [123.6673774  21.3326226],0
b1,1,0.041066,4.1733,[107 220] ; [62 84],[116.83509514 210.16490486] ; [52.16490486 93.83509514],0
n4,1,0.054114,3.709166,[244  82] ; [121  25],[252.09745763  73.90254237] ; [112.90254237  33.09745763],0
n6,1,0.059681,3.546217,[265  61] ; [128  17],[272.01273885  53.98726115] ; [120.98726115  24.01273885],0
v2,1,0.080385,3.057095,[163 146] ; [88 55],[171.59070796 137.40929204] ; [79.40929204 63.59070796],0
n2,1,0.09051,2.865275,[58 18] ; [16 11],[54.60194175 21.39805825] ; [19.39805825  7.60194175],0
d1,1,0.125248,2.350431,[170 157] ; [87 59],[177.67230444 149.32769556] ; [79.32769556 66.67230444],0
v3,1,0.128602,2.309299,[109 204] ; [60 82],[116.25714286 196.74285714] ; [52.74285714 89.25714286],0
s2,1,0.131035,2.280195,[117 207] ; [63 82],[124.34968017 199.65031983] ; [55.65031983 89.34968017],0
d4,1,0.152667,2.045397,[252  75] ; [121  25],[257.86680761  69.13319239] ; [115.13319239  30.86680761],0
a1,1,0.17824,1.812237,[  8 319] ; [  7 139],[ 10.36997886 316.63002114] ; [  4.63002114 141.36997886],0
v4,1,0.181969,1.781473,[304  21] ; [141   5],[307.05944798  17.94055202] ; [137.94055202   8.05944798],0
n5,1,0.183619,1.76809,[236  88] ; [114  31],[241.79104478  82.20895522] ; [108.20895522  36.79104478],0
r2,1,0.255098,1.295166,[296  28] ; [135   8],[299.0235546  24.9764454] ; [131.9764454  11.0235546],0
d3,1,0.294578,1.098579,[217 110] ; [104  42],[221.91754757 105.08245243] ; [99.08245243 46.91754757],0
a7,1,0.319729,0.990056,[236  91] ; [111  34],[240.40042373  86.59957627] ; [106.59957627  38.40042373],0
d2,1,0.329375,0.951353,[141 186] ; [70 76],[145.87103594 181.12896406] ; [65.12896406 80.87103594],0
a4,1,0.352165,0.865642,[129 197] ; [64 81],[133.58386412 192.41613588] ; [59.41613588 85.58386412],0
s3,1,0.373053,0.793469,[150 172] ; [74 71],[154.4496788 167.5503212] ; [69.5503212 75.4496788],0
u1,1,0.446122,0.580486,[ 45 282] ; [ 24 122],[ 47.70190275 279.29809725] ; [ 21.29809725 124.70190275],0
a2,1,0.456505,0.554451,[ 62 265] ; [ 32 114],[ 64.98520085 262.01479915] ; [ 29.01479915 116.98520085],0
r4,1,0.481361,0.495779,[286  41] ; [131  15],[288.28541226  38.71458774] ; [128.71458774  17.28541226],0
a3,1,0.534041,0.386696,[219 108] ; [102  44],[221.91754757 105.08245243] ; [99.08245243 46.91754757],0
r1,1,0.568298,0.325539,[249  77] ; [115  31],[251.40677966  74.59322034] ; [112.59322034  33.40677966],0
s1,1,0.574814,0.314694,[  7 317] ; [  2 142],[  6.23076923 317.76923077] ; [  2.76923077 141.23076923],0
a6,1,0.598642,0.27705,[234  93] ; [101  45],[231.5961945  95.4038055] ; [103.4038055  42.5961945],0
n3,1,0.606516,0.265279,[56 21] ; [21  6],[57.00961538 19.99038462] ; [19.99038462  7.00961538],0
d5,1,0.665472,0.186945,[254  73] ; [116  30],[255.79281184  71.20718816] ; [114.20718816  31.79281184],0
