Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4.2e-05,16.768439,[16 35] ; [58 28],[27.54744526 23.45255474] ; [46.45255474 39.54744526],1
a5,1,0.00378,8.386585,[19 32] ; [54 32],[27.17518248 23.82481752] ; [45.82481752 40.17518248],0
v3,1,0.010876,6.485428,[ 6 43] ; [26 55],[12.06153846 36.93846154] ; [19.93846154 61.06153846],0
a4,1,0.01536,5.874728,[13 38] ; [39 45],[19.64444444 31.35555556] ; [32.35555556 51.64444444],0
s7,1,0.027819,4.839263,[ 6 42] ; [23 55],[11.04761905 36.95238095] ; [17.95238095 60.04761905],0
n1,1,0.028246,4.812998,[ 4 20] ; [15 19],[ 7.86206897 16.13793103] ; [11.13793103 22.86206897],0
a3,1,0.056353,3.641587,[25 25] ; [56 28],[30.2238806 19.7761194] ; [50.7761194 33.2238806],0
u1,1,0.086832,2.932149,[ 2 49] ; [11 75],[ 4.83941606 46.16058394] ; [ 8.16058394 77.83941606],0
s8,1,0.08736,2.922353,[ 4 46] ; [16 69],[ 7.40740741 42.59259259] ; [12.59259259 72.40740741],0
a1,1,0.122976,2.378998,[ 2 49] ; [10 76],[ 4.46715328 46.53284672] ; [ 7.53284672 78.46715328],0
a8,1,0.124153,2.364137,[ 3 45] ; [12 66],[ 5.71428571 42.28571429] ; [ 9.28571429 68.71428571],0
a2,1,0.130274,2.289235,[ 6 45] ; [19 67],[ 9.30656934 41.69343066] ; [15.69343066 70.30656934],0
v1,1,0.23391,1.416925,[14 36] ; [32 52],[17.1641791 32.8358209] ; [28.8358209 55.1641791],0
d2,1,0.250491,1.320561,[20 31] ; [41 42],[23.21641791 27.78358209] ; [37.78358209 45.21641791],0
p7,1,0.258595,1.276261,[20 31] ; [25 59],[17. 34.] ; [28. 56.],0
r3,1,0.326445,0.96295,[41 10] ; [62 23],[38.625 12.375] ; [64.375 20.625],0
b5,1,0.372313,0.79593,[33 18] ; [49 37],[30.52554745 20.47445255] ; [51.47445255 34.52554745],0
s2,1,0.376361,0.782556,[10 40] ; [23 63],[12.13235294 37.86764706] ; [20.86764706 65.13235294],0
s3,1,0.399875,0.708703,[16 35] ; [32 51],[18.26865672 32.73134328] ; [29.73134328 53.26865672],0
p9,1,0.401196,0.704739,[18 31] ; [24 57],[15.83076923 33.16923077] ; [26.16923077 54.83076923],0
d5,1,0.4085,0.683163,[30 21] ; [56 29],[32.25 18.75] ; [53.75 31.25],0
r2,1,0.416931,0.658951,[41 10] ; [72 12],[42.68888889  8.31111111] ; [70.31111111 13.68888889],0
a7,1,0.42035,0.649337,[27 24] ; [51 34],[29.25 21.75] ; [48.75 36.25],0
d4,1,0.452326,0.564816,[37 13] ; [57 27],[35.07462687 14.92537313] ; [58.92537313 25.07462687],0
s1,1,0.462255,0.540429,[ 4 47] ; [ 4 80],[ 3.02222222 47.97777778] ; [ 4.97777778 79.02222222],0
b3,1,0.468141,0.526361,[ 7 21] ; [18 37],[ 8.43373494 19.56626506] ; [16.56626506 38.43373494],0
b2,1,0.468141,0.526361,[ 7 21] ; [18 37],[ 8.43373494 19.56626506] ; [16.56626506 38.43373494],0
u3,1,0.471704,0.517983,[12 14] ; [11 19],[10.67857143 15.32142857] ; [12.32142857 17.67857143],0
s6,1,0.508025,0.438134,[16 34] ; [32 53],[17.77777778 32.22222222] ; [30.22222222 54.77777778],0
n6,1,0.523079,0.407818,[28 23] ; [52 34],[29.7810219 21.2189781] ; [50.2189781 35.7810219],0
n2,1,0.52501,0.40404,[12 12] ; [21 15],[13.2 10.8] ; [19.8 16.2],0
p2,1,0.551164,0.355237,[27 24] ; [41 45],[25.31386861 25.68613139] ; [42.68613139 43.31386861],0
v4,1,0.553676,0.350773,[40 10] ; [65 21],[38.60294118 11.39705882] ; [66.39705882 19.60294118],0
a6,1,0.559669,0.340277,[28 23] ; [51 34],[29.625 21.375] ; [49.375 35.625],0
p8,1,0.595974,0.281112,[11 40] ; [15 69],[ 9.82222222 41.17777778] ; [16.17777778 67.82222222],0
r1,1,0.608566,0.262268,[32 19] ; [57 28],[33.375 17.625] ; [55.625 29.375],0
d1,1,0.690168,0.158904,[19 32] ; [35 51],[20.10218978 30.89781022] ; [33.89781022 52.10218978],0
n3,1,0.708299,0.139982,[15  9] ; [19 14],[14.31578947  9.68421053] ; [19.68421053 13.31578947],0
s4,1,0.737828,0.112045,[ 7 44] ; [10 75],[ 6.375 44.625] ; [10.625 74.375],0
b1,1,0.739201,0.11083,[24 27] ; [43 43],[24.94160584 26.05839416] ; [42.05839416 43.94160584],0
u2,1,0.753361,0.098728,[11 14] ; [14 15],[11.57407407 13.42592593] ; [13.42592593 15.57407407],0
b4,1,0.779443,0.078425,[29 22] ; [51 35],[29.7810219 21.2189781] ; [50.2189781 35.7810219],0
s5,1,0.794992,0.067514,[ 7 43] ; [13 70],[ 7.51879699 42.48120301] ; [12.48120301 70.51879699],0
p11,1,0.8404,0.040554,[24 27] ; [42 44],[24.56934307 26.43065693] ; [41.43065693 44.56934307],0
p6,1,0.853009,0.034329,[ 7 42] ; [13 71],[ 7.36842105 41.63157895] ; [12.63157895 71.36842105],0
r4,1,0.853398,0.034145,[34 17] ; [56 30],[33.50364964 17.49635036] ; [56.49635036 29.50364964],0
v2,1,0.856183,0.032846,[16 32] ; [30 56],[16.47761194 31.52238806] ; [29.52238806 56.47761194],0
d3,1,0.9294,0.00785,[25 26] ; [41 44],[24.75 26.25] ; [41.25 43.75],0
p3,1,0.934388,0.006777,[ 9 41] ; [15 71],[ 8.82352941 41.17647059] ; [15.17647059 70.82352941],0
p1,1,0.98667,0.000279,[ 3 48] ; [ 5 79],[ 3.02222222 47.97777778] ; [ 4.97777778 79.02222222],0
