Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,33.345328,[108  31] ; [24 42],[89.50243902 49.49756098] ; [42.49756098 23.50243902],1
a5,1,0.180794,1.791081,[116  25] ; [49 17],[112.39130435  28.60869565] ; [52.60869565 13.39130435],0
r2,1,0.197972,1.657274,[138   1] ; [64  2],[136.96585366   2.03414634] ; [65.03414634  0.96585366],0
v4,1,0.271542,1.20894,[135   4] ; [62  4],[133.57560976   5.42439024] ; [63.42439024  2.57560976],0
p2,1,0.279023,1.171841,[124  16] ; [54 11],[121.56097561  18.43902439] ; [56.43902439  8.56097561],0
u3,1,0.445921,0.580999,[20  8] ; [9 6],[18.88372093  9.11627907] ; [10.11627907  4.88372093],0
p7,1,0.449653,0.571526,[98 36] ; [50 14],[100.16161616  33.83838384] ; [47.83838384 16.16161616],0
s1,1,0.512541,0.428876,[  7 132] ; [ 2 64],[  6.10243902 132.89756098] ; [ 2.89756098 63.10243902],0
p12,1,0.524112,0.405795,[ 20 121] ; [ 7 57],[ 18.57073171 122.42926829] ; [ 8.42926829 55.57073171],0
n1,1,0.529195,0.395938,[15 14] ; [11  7],[16.04255319 12.95744681] ; [9.95744681 8.04255319],0
n2,1,0.567328,0.327174,[26  3] ; [17  1],[26.53191489  2.46808511] ; [16.46808511  1.53191489],0
n4,1,0.568422,0.32533,[107  33] ; [52 13],[108.58536585  31.41463415] ; [50.41463415 14.58536585],0
p3,1,0.630206,0.231781,[79 61] ; [39 26],[80.58536585 59.41463415] ; [37.41463415 27.58536585],0
s4,1,0.690614,0.158422,[ 39 100] ; [20 45],[40.20098039 98.79901961] ; [18.79901961 46.20098039],0
a3,1,0.70749,0.140797,[113  27] ; [51 14],[112.  28.] ; [52. 13.],0
b4,1,0.71522,0.133119,[86 55] ; [42 24],[87.1884058 53.8115942] ; [40.8115942 25.1884058],0
s7,1,0.724375,0.124339,[100  34] ; [50 15],[101.00502513  32.99497487] ; [48.99497487 16.00502513],0
d4,1,0.736588,0.113149,[125  15] ; [57  8],[124.29268293  15.70731707] ; [57.70731707  7.29268293],0
u2,1,0.74743,0.103704,[13 14] ; [8 7],[13.5 13.5] ; [7.5 7.5],0
n5,1,0.758601,0.094444,[112  28] ; [50 14],[111.17647059  28.82352941] ; [50.82352941 13.17647059],0
r1,1,0.773883,0.082541,[118  21] ; [55 11],[117.30243902  21.69756098] ; [55.69756098 10.30243902],0
p5,1,0.795905,0.0669,[ 28 112] ; [12 53],[ 27.31707317 112.68292683] ; [12.68292683 52.31707317],0
r3,1,0.834609,0.043595,[134   5] ; [64  2],[134.25365854   4.74634146] ; [63.74634146  2.25365854],0
d2,1,0.866058,0.028449,[76 64] ; [35 31],[75.4368932 64.5631068] ; [35.5631068 30.4368932],0
a4,1,0.876314,0.024225,[71 70] ; [34 32],[71.52173913 69.47826087] ; [33.47826087 32.52173913],0
p8,1,0.886415,0.020404,[84 55] ; [38 26],[83.53694581 55.46305419] ; [38.46305419 25.53694581],0
v3,1,0.904663,0.014346,[62 75] ; [30 35],[62.3960396 74.6039604] ; [29.6039604 35.3960396],0
p11,1,0.915137,0.011355,[112  29] ; [52 14],[111.71014493  29.28985507] ; [52.28985507 13.71014493],0
a8,1,0.922798,0.009391,[ 16 109] ; [ 8 57],[ 15.78947368 109.21052632] ; [ 8.21052632 56.78947368],0
d5,1,0.942978,0.005116,[119  21] ; [55 10],[118.82926829  21.17073171] ; [55.17073171  9.82926829],0
p6,1,0.949871,0.003952,[66 74] ; [30 33],[66.20689655 73.79310345] ; [29.79310345 33.20689655],0
s8,1,0.954927,0.003195,[90 49] ; [43 23],[90.1804878 48.8195122] ; [42.8195122 23.1804878],0
