Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,33.345328,[108  31] ; [24 42],[89.50243902 49.49756098] ; [42.49756098 23.50243902],1
d3,1,1e-06,24.862608,[115  25] ; [32 34],[99.90291262 40.09708738] ; [47.09708738 18.90291262],1
u1,1,8.2e-05,15.50338,[ 40 101] ; [ 3 63],[ 29.28985507 111.71014493] ; [13.71014493 52.28985507],1
a2,1,0.000191,13.9185,[50 91] ; [ 7 59],[ 38.82608696 102.17391304] ; [18.17391304 47.82608696],1
b5,1,0.003715,8.418133,[88 53] ; [27 39],[78.33333333 62.66666667] ; [36.66666667 29.33333333],0
p9,1,0.010549,6.539718,[131   8] ; [54 11],[126.05392157  12.94607843] ; [58.94607843  6.05392157],0
s2,1,0.015259,5.886312,[135   6] ; [57  9],[130.7826087  10.2173913] ; [61.2173913  4.7826087],0
n6,1,0.024842,5.034836,[127  11] ; [52 12],[122.28712871  15.71287129] ; [56.71287129  7.28712871],0
p10,1,0.033599,4.515011,[126  13] ; [52 13],[121.28431373  17.71568627] ; [56.71568627  8.28431373],0
b2,1,0.035625,4.414973,[30 55] ; [24 20],[35.58139535 49.41860465] ; [18.41860465 25.58139535],0
b3,1,0.035625,4.414973,[30 55] ; [24 20],[35.58139535 49.41860465] ; [18.41860465 25.58139535],0
p4,1,0.04351,4.075484,[99 40] ; [37 28],[92.66666667 46.33333333] ; [43.33333333 21.66666667],0
d1,1,0.057659,3.603482,[100  41] ; [38 28],[94. 47.] ; [44. 22.],0
s6,1,0.064012,3.430271,[135   6] ; [56  7],[132.01470588   8.98529412] ; [58.98529412  4.01470588],0
a1,1,0.079231,3.080613,[  6 135] ; [ 7 59],[  8.85507246 132.14492754] ; [ 4.14492754 61.85507246],0
b1,1,0.092035,2.838421,[51 90] ; [32 34],[56.53623188 84.46376812] ; [26.46376812 39.53623188],0
r4,1,0.131982,2.269032,[134   7] ; [59  7],[131.46376812   9.53623188] ; [61.53623188  4.46376812],0
v2,1,0.138658,2.192792,[82 54] ; [32 33],[77.13432836 58.86567164] ; [36.86567164 28.13432836],0
v1,1,0.152458,2.047485,[84 55] ; [46 19],[88.57843137 50.42156863] ; [41.42156863 23.57843137],0
p1,1,0.158704,1.98653,[ 20 118] ; [ 5 61],[ 16.91176471 121.08823529] ; [ 8.08823529 57.91176471],0
u4,1,0.172052,1.86497,[  2 139] ; [ 3 63],[  3.4057971 137.5942029] ; [ 1.5942029 64.4057971],0
n3,1,0.175132,1.838452,[23  6] ; [11  7],[20.9787234  8.0212766] ; [13.0212766  4.9787234],0
