Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,224.311455,[505   7] ; [29 32],[477.15183246  34.84816754] ; [56.84816754  4.15183246],1
r1,1,0.0,114.790214,[436  75] ; [16 45],[403.7972028 107.2027972] ; [48.2027972 12.7972028],1
v4,1,0.0,70.326499,[498  13] ; [44 17],[484.1993007  26.8006993] ; [57.8006993  3.1993007],1
p11,1,0.0,28.280776,[409 104] ; [30 31],[392.3466899 120.6533101] ; [46.6533101 14.3466899],1
p2,1,0.0,27.241553,[422  89] ; [31 27],[406.82425308 104.17574692] ; [46.17574692 11.82425308],1
a7,1,1e-06,24.292007,[393 118] ; [29 32],[376.9965035 134.0034965] ; [45.0034965 15.9965035],1
n6,1,3e-06,21.564438,[421  91] ; [34 26],[407.27272727 104.72727273] ; [47.72727273 12.27272727],1
s6,1,2.1e-05,18.065579,[296 213] ; [18 43],[280.39649123 228.60350877] ; [33.60350877 27.39649123],1
p4,1,6.7e-05,15.88073,[283 227] ; [17 43],[268.42105263 241.57894737] ; [31.57894737 28.42105263],1
v2,1,0.000176,14.073131,[270 218] ; [17 41],[256.51282051 231.48717949] ; [30.48717949 27.51282051],1
a1,1,0.000227,13.59641,[ 16 497] ; [ 8 53],[ 21.44947735 491.55052265] ; [ 2.55052265 58.44947735],1
p9,1,0.000229,13.574664,[409  98] ; [36 24],[397.91005291 109.08994709] ; [47.08994709 12.91005291],1
p7,1,0.000473,12.219947,[302 200] ; [21 37],[289.54642857 212.45357143] ; [33.45357143 24.54642857],1
s8,1,0.000527,12.016828,[190 322] ; [ 9 52],[177.81500873 334.18499127] ; [21.18499127 39.81500873],1
p3,1,0.001262,10.397632,[234 278] ; [14 45],[222.37478109 289.62521891] ; [25.62521891 33.37478109],0
p10,1,0.001921,9.623258,[389 118] ; [35 25],[379.13227513 127.86772487] ; [44.86772487 15.13227513],0
d4,1,0.004485,8.076366,[408 103] ; [39 22],[399.33041958 111.66958042] ; [47.66958042 13.33041958],0
a5,1,0.004937,7.902303,[360 153] ; [32 29],[350.34146341 162.65853659] ; [41.65853659 19.34146341],0
p8,1,0.0063,7.462481,[245 259] ; [18 42],[235.0212766 268.9787234] ; [27.9787234 32.0212766],0
n4,1,0.009598,6.70798,[389 123] ; [37 24],[380.64921466 131.35078534] ; [45.35078534 15.64921466],0
d5,1,0.010575,6.535445,[408 103] ; [40 21],[400.22377622 110.77622378] ; [47.77622378 13.22377622],0
