Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,76.359874,[108  17] ; [ 2 29],[88.14102564 36.85897436] ; [21.85897436  9.14102564],1
v4,1,0.0,33.562402,[109  16] ; [12 19],[96.95512821 28.04487179] ; [24.04487179  6.95512821],1
p11,1,0.0,31.122026,[78 47] ; [ 2 29],[64.1025641 60.8974359] ; [15.8974359 15.1025641],1
p9,1,3e-06,21.533143,[76 45] ; [ 4 24],[64.96644295 56.03355705] ; [15.03355705 12.96644295],1
s6,1,6e-06,20.627387,[72 51] ; [ 4 27],[60.7012987 62.2987013] ; [15.2987013 15.7012987],1
p10,1,7e-06,20.100546,[72 50] ; [ 4 26],[61. 61.] ; [15. 15.],1
s2,1,5.1e-05,16.426333,[57 67] ; [ 2 29],[47.2 76.8] ; [11.8 19.2],1
r1,1,9.3e-05,15.28254,[91 34] ; [11 20],[81.73076923 43.26923077] ; [20.26923077 10.73076923],1
r2,1,0.000104,15.056442,[112  11] ; [19 11],[105.31372549  17.68627451] ; [25.68627451  4.31372549],1
n6,1,0.000149,14.379301,[93 32] ; [12 19],[84.13461538 40.86538462] ; [20.86538462 10.13461538],1
v2,1,0.000449,12.314737,[57 60] ; [ 4 26],[48.55102041 68.44897959] ; [12.44897959 17.55102041],1
s8,1,0.000589,11.809524,[48 76] ; [ 2 29],[40. 84.] ; [10. 21.],1
b5,1,0.00222,9.357743,[82 43] ; [11 20],[74.51923077 50.48076923] ; [18.48076923 12.51923077],0
a1,1,0.002921,8.85645,[  9 116] ; [ 8 23],[ 13.62179487 111.37820513] ; [ 3.37820513 27.62179487],0
n3,1,0.003463,8.546018,[34 13] ; [ 5 11],[29.0952381 17.9047619] ; [9.9047619 6.0952381],0
p4,1,0.003742,8.405011,[34 89] ; [ 1 30],[27.95454545 95.04545455] ; [ 7.04545455 23.95454545],0
s7,1,0.003852,8.352383,[50 67] ; [ 4 25],[43.2739726 73.7260274] ; [10.7260274 18.2739726],0
v1,1,0.004024,8.27306,[49 72] ; [ 4 27],[42.19078947 78.80921053] ; [10.80921053 20.19078947],0
p7,1,0.005143,7.828381,[32 89] ; [ 1 30],[26.26973684 94.73026316] ; [ 6.73026316 24.26973684],0
s3,1,0.005299,7.774506,[64 60] ; [ 7 23],[57.16883117 66.83116883] ; [13.83116883 16.16883117],0
u3,1,0.006592,7.380972,[26 15] ; [ 3 11],[21.61818182 19.38181818] ; [7.38181818 6.61818182],0
u2,1,0.008119,7.006966,[25 15] ; [ 3 11],[20.74074074 19.25925926] ; [7.25925926 6.74074074],0
d4,1,0.011713,6.353745,[99 25] ; [18 13],[93.6 30.4] ; [23.4  7.6],0
s5,1,0.019007,5.50091,[30 85] ; [ 2 29],[25.20547945 89.79452055] ; [ 6.79452055 24.20547945],0
p3,1,0.045799,3.988971,[33 91] ; [ 3 28],[28.8 95.2] ; [ 7.2 23.8],0
a7,1,0.047283,3.935287,[77 48] ; [13 18],[72.11538462 52.88461538] ; [17.88461538 13.11538462],0
u1,1,0.051921,3.778304,[ 21 104] ; [ 1 30],[ 17.62820513 107.37179487] ; [ 4.37179487 26.62820513],0
b1,1,0.058678,3.574369,[61 64] ; [21 10],[65.70512821 59.29487179] ; [16.29487179 14.70512821],0
n2,1,0.061345,3.500637,[36 14] ; [8 9],[32.8358209 17.1641791] ; [11.1641791  5.8358209],0
d3,1,0.064015,3.430179,[71 53] ; [12 19],[66.4 57.6] ; [16.6 14.4],0
n5,1,0.079144,3.082386,[75 49] ; [24  7],[79.2 44.8] ; [19.8 11.2],0
p1,1,0.119466,2.424313,[  9 116] ; [ 5 26],[ 11.21794872 113.78205128] ; [ 2.78205128 28.21794872],0
b2,1,0.156218,2.010461,[29 52] ; [12 11],[31.93269231 49.06730769] ; [ 9.06730769 13.93269231],0
b3,1,0.156218,2.010461,[29 52] ; [12 11],[31.93269231 49.06730769] ; [ 9.06730769 13.93269231],0
d1,1,0.160167,1.972645,[66 59] ; [12 19],[62.5 62.5] ; [15.5 15.5],0
v3,1,0.206859,1.593276,[39 74] ; [ 7 24],[36.09722222 76.90277778] ; [ 9.90277778 21.09722222],0
d5,1,0.218414,1.514759,[90 34] ; [19 12],[87.2 36.8] ; [21.8  9.2],0
a3,1,0.27686,1.182441,[84 41] ; [17 13],[81.4516129 43.5483871] ; [19.5483871 10.4516129],0
n4,1,0.283418,1.150625,[80 45] ; [23  8],[82.53205128 42.46794872] ; [20.46794872 10.53205128],0
b4,1,0.396507,0.718894,[75 50] ; [16 15],[72.91666667 52.08333333] ; [18.08333333 12.91666667],0
n1,1,0.421618,0.6458,[20 28] ; [9 8],[21.41538462 26.58461538] ; [7.58461538 9.41538462],0
a5,1,0.439956,0.596396,[78 47] ; [17 14],[76.12179487 48.87820513] ; [18.87820513 12.12179487],0
s4,1,0.4752,0.509859,[27 96] ; [ 5 26],[25.55844156 97.44155844] ; [ 6.44155844 24.55844156],0
a8,1,0.503932,0.446646,[ 13 108] ; [ 2 28],[ 12.01986755 108.98013245] ; [ 2.98013245 27.01986755],0
d2,1,0.543712,0.368702,[65 58] ; [14 16],[63.50980392 59.49019608] ; [15.49019608 14.50980392],0
p12,1,0.58605,0.296556,[  7 117] ; [ 1 30],[  6.4 117.6] ; [ 1.6 29.4],0
a2,1,0.624473,0.239631,[ 25 100] ; [ 5 26],[ 24.03846154 100.96153846] ; [ 5.96153846 25.03846154],0
s1,1,0.661269,0.191986,[  9 114] ; [ 3 28],[  9.58441558 113.41558442] ; [ 2.41558442 28.58441558],0
a6,1,0.808163,0.05895,[69 55] ; [18 13],[69.6 54.4] ; [17.4 13.6],0
a4,1,0.884587,0.021071,[56 69] ; [13 17],[55.64516129 69.35483871] ; [13.35483871 16.64516129],0
p5,1,0.982228,0.000496,[  4 117] ; [ 1 30],[  3.98026316 117.01973684] ; [ 1.01973684 29.98026316],0
