Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.041193,4.168067,[10 18] ; [21 13],[14. 14.] ; [17. 17.],0
v3,1,0.045105,4.014702,[ 6 20] ; [16 17],[ 9.69491525 16.30508475] ; [12.30508475 20.69491525],0
d4,1,0.054573,3.695095,[18 10] ; [29  5],[21.22580645  6.77419355] ; [25.77419355  8.22580645],0
r2,1,0.058037,3.592612,[20  6] ; [31  2],[22.47457627  3.52542373] ; [28.52542373  4.47457627],0
s5,1,0.059118,3.561943,[ 6 21] ; [13 15],[ 9.32727273 17.67272727] ; [ 9.67272727 18.32727273],0
d1,1,0.085365,2.959678,[12 16] ; [22 12],[15.35483871 12.64516129] ; [18.64516129 15.35483871],0
v2,1,0.113154,2.509615,[10 16] ; [19 13],[13. 13.] ; [16. 16.],0
a8,1,0.131207,2.278167,[ 1 26] ; [ 5 27],[ 2.74576271 24.25423729] ; [ 3.25423729 28.74576271],0
p1,1,0.134747,2.23695,[ 2 26] ; [ 7 27],[ 4.06451613 23.93548387] ; [ 4.93548387 29.06451613],0
p5,1,0.1518,2.054073,[ 1 26] ; [ 5 29],[ 2.6557377 24.3442623] ; [ 3.3442623 30.6557377],0
a5,1,0.17486,1.840775,[16 12] ; [25  9],[18.51612903  9.48387097] ; [22.48387097 11.51612903],0
d5,1,0.183965,1.765299,[18 10] ; [27  7],[20.32258065  7.67741935] ; [24.67741935  9.32258065],0
n5,1,0.183965,1.765299,[18 10] ; [27  7],[20.32258065  7.67741935] ; [24.67741935  9.32258065],0
d3,1,0.21059,1.567367,[12 16] ; [20 14],[14.4516129 13.5483871] ; [17.5483871 16.4516129],0
r3,1,0.23836,1.39027,[27  1] ; [30  4],[25.74193548  2.25806452] ; [31.25806452  2.74193548],0
n4,1,0.282719,1.153972,[17 11] ; [25  9],[18.96774194  9.03225806] ; [23.03225806 10.96774194],0
p4,1,0.282719,1.153972,[17 11] ; [25  9],[18.96774194  9.03225806] ; [23.03225806 10.96774194],0
s7,1,0.290846,1.115702,[18  9] ; [26  7],[19.8  7.2] ; [24.2  8.8],0
p11,1,0.303203,1.060052,[22  6] ; [30  4],[23.48387097  4.51612903] ; [28.51612903  5.48387097],0
n2,1,0.329114,0.952381,[8 2] ; [6 4],[7. 3.] ; [7. 3.],0
n3,1,0.329114,0.952381,[8 2] ; [6 4],[7. 3.] ; [7. 3.],0
b3,1,0.334298,0.932175,[ 5 15] ; [10 16],[ 6.52173913 13.47826087] ; [ 8.47826087 17.52173913],0
b2,1,0.334298,0.932175,[ 5 15] ; [10 16],[ 6.52173913 13.47826087] ; [ 8.47826087 17.52173913],0
n1,1,0.342782,0.9,[6 3] ; [4 5],[5. 4.] ; [5. 4.],0
v1,1,0.350564,0.871413,[11 15] ; [18 15],[12.77966102 13.22033898] ; [16.22033898 16.77966102],0
u2,1,0.375399,0.785714,[6 5] ; [8 3],[7. 4.] ; [7. 4.],0
s1,1,0.385491,0.753119,[ 1 27] ; [ 3 30],[ 1.83606557 26.16393443] ; [ 2.16393443 30.83606557],0
a1,1,0.402183,0.701789,[ 1 27] ; [ 3 31],[ 1.80645161 26.19354839] ; [ 2.19354839 31.80645161],0
p10,1,0.440594,0.594736,[25  3] ; [28  6],[23.93548387  4.06451613] ; [29.06451613  4.93548387],0
n6,1,0.479074,0.50097,[21  7] ; [28  6],[22.12903226  5.87096774] ; [26.87096774  7.12903226],0
p2,1,0.479074,0.50097,[21  7] ; [28  6],[22.12903226  5.87096774] ; [26.87096774  7.12903226],0
b4,1,0.487202,0.482699,[14 14] ; [20 14],[15.35483871 12.64516129] ; [18.64516129 15.35483871],0
a2,1,0.497953,0.459296,[ 5 23] ; [ 4 30],[ 4.06451613 23.93548387] ; [ 4.93548387 29.06451613],0
