Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,5e-06,21.036601,[39 12] ; [21 42],[26.84210526 24.15789474] ; [33.15789474 29.84210526],1
p9,1,6e-06,20.435786,[39 14] ; [19 42],[26.96491228 26.03508772] ; [31.03508772 29.96491228],1
p10,1,0.000102,15.100261,[34 17] ; [19 44],[23.71052632 27.28947368] ; [29.28947368 33.71052632],1
n6,1,0.000995,10.836463,[37 15] ; [25 37],[28.28070175 23.71929825] ; [33.71929825 28.28070175],1
r3,1,0.001584,9.978816,[34 16] ; [24 39],[25.66371681 24.33628319] ; [32.33628319 30.66371681],0
p4,1,0.002236,9.345114,[23 30] ; [11 52],[15.53448276 37.46551724] ; [18.46551724 44.53448276],0
p8,1,0.002965,8.828926,[20 32] ; [ 9 54],[13.11304348 38.88695652] ; [15.88695652 47.11304348],0
b2,1,0.012915,6.180682,[ 6 25] ; [17 18],[10.8030303 20.1969697] ; [12.1969697 22.8030303],0
b3,1,0.012915,6.180682,[ 6 25] ; [17 18],[10.8030303 20.1969697] ; [12.1969697 22.8030303],0
s5,1,0.013949,6.04453,[13 40] ; [ 5 58],[ 8.22413793 44.77586207] ; [ 9.77586207 53.22413793],0
s6,1,0.022024,5.243915,[21 32] ; [13 51],[15.4017094 37.5982906] ; [18.5982906 45.4017094],0
v2,1,0.022441,5.211276,[23 28] ; [15 46],[17.30357143 33.69642857] ; [20.69642857 40.30357143],0
s1,1,0.028169,4.817681,[ 1 53] ; [ 8 55],[ 4.15384615 49.84615385] ; [ 4.84615385 58.15384615],0
b4,1,0.030972,4.654502,[36 18] ; [30 34],[30.20338983 23.79661017] ; [35.79661017 28.20338983],0
s7,1,0.047812,3.91659,[14 38] ; [ 7 51],[ 9.92727273 42.07272727] ; [11.07272727 46.92727273],0
n2,1,0.048244,3.901462,[15  7] ; [14 20],[11.39285714 10.60714286] ; [17.60714286 16.39285714],0
b1,1,0.04984,3.846836,[24 30] ; [40 24],[29.28813559 24.71186441] ; [34.71186441 29.28813559],0
a1,1,0.05157,3.789649,[ 3 51] ; [11 53],[ 6.40677966 47.59322034] ; [ 7.59322034 56.40677966],0
u3,1,0.058858,3.569284,[10 14] ; [ 5 23],[ 6.92307692 17.07692308] ; [ 8.07692308 19.92307692],0
n3,1,0.066189,3.375091,[14  7] ; [14 20],[10.69090909 10.30909091] ; [17.30909091 16.69090909],0
p7,1,0.069864,3.286224,[23 29] ; [17 44],[18.40707965 33.59292035] ; [21.59292035 39.40707965],0
u2,1,0.075543,3.158267,[13 11] ; [ 8 19],[ 9.88235294 14.11764706] ; [11.11764706 15.88235294],0
d5,1,0.080573,3.053314,[38 16] ; [35 29],[33.40677966 20.59322034] ; [39.59322034 24.40677966],0
v4,1,0.144597,2.128338,[33 17] ; [33 30],[29.20353982 20.79646018] ; [36.79646018 26.20353982],0
u1,1,0.190297,1.71532,[ 6 48] ; [ 3 61],[ 4.11864407 49.88135593] ; [ 4.88135593 59.11864407],0
p6,1,0.235838,1.4053,[10 42] ; [ 7 55],[ 7.75438596 44.24561404] ; [ 9.24561404 52.75438596],0
r1,1,0.274438,1.194427,[12 41] ; [20 43],[14.62068966 38.37931034] ; [17.37931034 45.62068966],0
s4,1,0.33848,0.916178,[11 42] ; [ 9 55],[ 9.05982906 43.94017094] ; [10.94017094 53.05982906],0
a6,1,0.347375,0.883022,[30 24] ; [30 34],[27.45762712 26.54237288] ; [32.54237288 31.45762712],0
v3,1,0.353492,0.860883,[ 8 44] ; [14 49],[ 9.94782609 42.05217391] ; [12.05217391 50.94782609],0
p3,1,0.360996,0.834425,[15 38] ; [13 49],[12.90434783 40.09565217] ; [15.09565217 46.90434783],0
d4,1,0.43289,0.615058,[36 17] ; [39 25],[33.97435897 19.02564103] ; [41.02564103 22.97435897],0
s2,1,0.435457,0.608225,[14 39] ; [13 51],[12.23076923 40.76923077] ; [14.76923077 49.23076923],0
p12,1,0.440921,0.593885,[ 2 50] ; [ 1 63],[ 1.34482759 50.65517241] ; [ 1.65517241 62.34482759],0
v1,1,0.442602,0.589528,[18 33] ; [18 45],[16.10526316 34.89473684] ; [19.89473684 43.10526316],0
d1,1,0.476206,0.507539,[22 32] ; [22 42],[20.13559322 33.86440678] ; [23.86440678 40.13559322],0
d3,1,0.493115,0.469722,[30 24] ; [31 32],[28.15384615 25.84615385] ; [32.84615385 30.15384615],0
n5,1,0.517274,0.419324,[32 20] ; [35 28],[30.29565217 21.70434783] ; [36.70434783 26.29565217],0
a4,1,0.562735,0.334991,[19 35] ; [19 44],[17.53846154 36.46153846] ; [20.46153846 42.53846154],0
a5,1,0.568623,0.324991,[29 25] ; [31 33],[27.45762712 26.54237288] ; [32.54237288 31.45762712],0
s3,1,0.58364,0.300387,[17 34] ; [18 45],[15.65789474 35.34210526] ; [19.34210526 43.65789474],0
a3,1,0.636923,0.222789,[29 25] ; [36 26],[30.25862069 23.74137931] ; [34.74137931 27.25862069],0
a7,1,0.697347,0.151247,[28 25] ; [31 32],[26.95689655 26.04310345] ; [32.04310345 30.95689655],0
d2,1,0.708067,0.140215,[22 31] ; [24 39],[21.01724138 31.98275862] ; [24.98275862 38.01724138],0
p1,1,0.729853,0.119247,[ 6 47] ; [ 6 58],[ 5.43589744 47.56410256] ; [ 6.56410256 57.43589744],0
a8,1,0.79826,0.065331,[ 3 46] ; [ 3 57],[ 2.69724771 46.30275229] ; [ 3.30275229 56.69724771],0
