Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,106.404555,[298  62] ; [122 157],[236.61971831 123.38028169] ; [183.38028169  95.61971831],1
p4,1,0.0,63.04983,[280  82] ; [135 151],[231.83641975 130.16358025] ; [183.16358025 102.83641975],1
p6,1,0.0,53.954822,[188 174] ; [ 67 218],[142.67387944 219.32612056] ; [112.32612056 172.67387944],1
p3,1,0.0,48.724101,[234 128] ; [106 180],[189.9382716 172.0617284] ; [150.0617284 135.9382716],1
p2,1,0.0,43.730887,[336  28] ; [209  77],[305.2  58.8] ; [239.8  46.2],1
p5,1,0.0,27.66478,[ 73 291] ; [ 16 266],[ 50.14860681 313.85139319] ; [ 38.85139319 243.14860681],1
p10,1,6e-06,20.573139,[329  35] ; [220  64],[308.38888889  55.61111111] ; [240.61111111  43.38888889],1
p11,1,1.8e-05,18.417575,[317  47] ; [212  75],[295.78494624  68.21505376] ; [233.21505376  53.78494624],1
p9,1,0.000152,14.346701,[331  31] ; [231  53],[314.92879257  47.07120743] ; [247.07120743  36.92879257],1
p1,1,0.000922,10.978464,[ 45 318] ; [ 14 273],[ 32.94923077 330.05076923] ; [ 26.05076923 260.94923077],1
v1,1,0.001041,10.753017,[228 130] ; [140 136],[207.79810726 150.20189274] ; [160.20189274 115.79810726],0
s8,1,0.001295,10.349596,[190 170] ; [115 172],[169.70633694 190.29366306] ; [135.29366306 151.70633694],0
s5,1,0.002937,8.846369,[142 208] ; [ 81 197],[124.28343949 225.71656051] ; [ 98.71656051 179.28343949],0
r4,1,0.00518,7.815538,[345  19] ; [255  32],[335.48387097  28.51612903] ; [264.51612903  22.48387097],0
n6,1,0.006625,7.371828,[338  24] ; [250  37],[327.97534669  34.02465331] ; [260.02465331  26.97534669],0
b5,1,0.010308,6.58095,[201 163] ; [187 100],[216.94623656 147.05376344] ; [171.05376344 115.94623656],0
s7,1,0.020109,5.402414,[198 146] ; [133 143],[183.6516129 160.3483871] ; [147.3483871 128.6516129],0
r1,1,0.022805,5.183302,[308  55] ; [222  63],[296.89814815  66.10185185] ; [233.10185185  51.89814815],0
v2,1,0.046556,3.961355,[211 142] ; [142 132],[198.738437 154.261563] ; [154.261563 119.738437],0
d4,1,0.048835,3.881018,[304  58] ; [222  63],[294.29984544  67.70015456] ; [231.70015456  53.29984544],0
p12,1,0.052548,3.758245,[ 40 323] ; [ 19 268],[ 32.94923077 330.05076923] ; [ 26.05076923 260.94923077],0
d1,1,0.054542,3.696023,[230 134] ; [160 127],[218.06451613 145.93548387] ; [171.93548387 115.06451613],0
a5,1,0.095838,2.773475,[282  82] ; [206  81],[272.86021505  91.13978495] ; [215.13978495  71.86021505],0
v3,1,0.109362,2.563414,[163 193] ; [108 166],[153.13650794 202.86349206] ; [117.86349206 156.13650794],0
s1,1,0.131107,2.279352,[  8 354] ; [ 12 267],[ 11.29485179 350.70514821] ; [  8.70514821 270.29485179],0
a7,1,0.133566,2.250556,[267  96] ; [195  91],[258.40677966 104.59322034] ; [203.59322034  82.40677966],0
n3,1,0.167184,1.908016,[37 20] ; [65 21],[40.65734266 16.34265734] ; [61.34265734 24.65734266],0
