Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.430004,[103  14] ; [ 4 25],[85.74657534 31.25342466] ; [21.25342466  7.74657534],1
n5,1,0.000979,10.866103,[95 22] ; [15 14],[88.15068493 28.84931507] ; [21.84931507  7.15068493],1
n4,1,0.001178,10.524995,[100  17] ; [17 12],[93.76027397 23.23972603] ; [23.23972603  5.76027397],0
p11,1,0.001512,10.063579,[88 29] ; [13 16],[80.93835616 36.06164384] ; [20.06164384  8.93835616],0
s8,1,0.002697,9.001779,[57 59] ; [ 5 23],[49.94444444 66.05555556] ; [12.05555556 15.94444444],0
s7,1,0.004416,8.10434,[58 52] ; [ 6 21],[51.38686131 58.61313869] ; [12.61313869 14.38686131],0
u2,1,0.012095,6.296837,[25 12] ; [ 4 10],[21.03921569 15.96078431] ; [7.96078431 6.03921569],0
n1,1,0.014241,6.008057,[17 12] ; [ 2 10],[13.43902439 15.56097561] ; [5.56097561 6.43902439],0
p6,1,0.019307,5.473455,[33 84] ; [ 2 26],[28.24137931 88.75862069] ; [ 6.75862069 21.24137931],0
n6,1,0.023621,5.12228,[104  13] ; [21  8],[100.17123288  16.82876712] ; [24.82876712  4.17123288],0
v4,1,0.02798,4.829312,[113   4] ; [25  4],[110.5890411   6.4109589] ; [27.4109589  1.5890411],0
a1,1,0.040063,4.215212,[  1 116] ; [ 2 27],[  2.40410959 114.59589041] ; [ 0.59589041 28.40410959],0
v1,1,0.04031,4.204773,[62 49] ; [10 19],[57.08571429 53.91428571] ; [14.91428571 14.08571429],0
p2,1,0.051292,3.798702,[96 21] ; [19 10],[92.15753425 24.84246575] ; [22.84246575  6.15753425],0
s6,1,0.060207,3.53168,[87 29] ; [16 12],[82.97222222 33.02777778] ; [20.02777778  7.97222222],0
b1,1,0.07036,3.274596,[43 74] ; [16 13],[47.28082192 69.71917808] ; [11.71917808 17.28082192],0
u3,1,0.070763,3.265228,[26 11] ; [6 8],[23.21568627 13.78431373] ; [8.78431373 5.21568627],0
a3,1,0.092224,2.835124,[80 37] ; [15 14],[76.13013699 40.86986301] ; [18.86986301 10.13013699],0
s2,1,0.109713,2.558355,[67 49] ; [11 16],[63.27272727 52.72727273] ; [14.72727273 12.27272727],0
p8,1,0.112229,2.522552,[42 74] ; [ 6 23],[38.4 77.6] ; [ 9.6 19.4],0
b5,1,0.134132,2.244017,[78 39] ; [15 14],[74.52739726 42.47260274] ; [18.47260274 10.52739726],0
s3,1,0.142566,2.150045,[64 53] ; [11 17],[60.51724138 56.48275862] ; [14.48275862 13.51724138],0
s5,1,0.173801,1.849847,[33 74] ; [ 5 23],[30.11851852 76.88148148] ; [ 7.88148148 20.11851852],0
a4,1,0.227874,1.454083,[59 58] ; [11 18],[56.09589041 60.90410959] ; [13.90410959 15.09589041],0
a7,1,0.228378,1.450934,[84 33] ; [24  5],[86.54794521 30.45205479] ; [21.45205479  7.54794521],0
p3,1,0.3025,1.063139,[71 46] ; [14 14],[68.5862069 48.4137931] ; [16.4137931 11.5862069],0
r1,1,0.331877,0.941558,[86 30] ; [24  5],[88. 28.] ; [22.  7.],0
a2,1,0.350015,0.873402,[23 94] ; [ 8 21],[24.84246575 92.15753425] ; [ 6.15753425 22.84246575],0
r4,1,0.368711,0.808003,[104  13] ; [24  5],[102.57534247  14.42465753] ; [25.42465753  3.57534247],0
d5,1,0.3718,0.79764,[97 20] ; [26  3],[98.56849315 18.43150685] ; [24.43150685  4.56849315],0
p1,1,0.485645,0.48616,[ 11 106] ; [ 4 25],[ 12.02054795 104.97945205] ; [ 2.97945205 26.02054795],0
a5,1,0.492422,0.47123,[88 29] ; [20  9],[86.54794521 30.45205479] ; [21.45205479  7.54794521],0
r3,1,0.496909,0.461532,[109   8] ; [28  1],[109.78767123   7.21232877] ; [27.21232877  1.78767123],0
b4,1,0.519194,0.415494,[69 48] ; [19 10],[70.52054795 46.47945205] ; [17.47945205 11.52054795],0
u1,1,0.519205,0.415473,[22 95] ; [ 7 22],[23.23972603 93.76027397] ; [ 5.76027397 23.23972603],0
n2,1,0.528009,0.398222,[18 11] ; [8 3],[18.85 10.15] ; [7.15 3.85],0
r2,1,0.530472,0.393487,[108   8] ; [26  3],[107.2   8.8] ; [26.8  2.2],0
s4,1,0.584467,0.299068,[ 16 100] ; [ 5 23],[16.91666667 99.08333333] ; [ 4.08333333 23.91666667],0
b3,1,0.69397,0.154821,[25 46] ; [ 8 12],[25.74725275 45.25274725] ; [ 7.25274725 12.74725275],0
b2,1,0.69397,0.154821,[25 46] ; [ 8 12],[25.74725275 45.25274725] ; [ 7.25274725 12.74725275],0
v2,1,0.797385,0.065912,[62 52] ; [15 14],[61.38461538 52.61538462] ; [15.61538462 13.38461538],0
d1,1,0.820029,0.05176,[74 43] ; [19 10],[74.52739726 42.47260274] ; [18.47260274 10.52739726],0
d2,1,0.838609,0.041483,[67 50] ; [16 13],[66.51369863 50.48630137] ; [16.48630137 12.51369863],0
d4,1,0.84621,0.037619,[95 22] ; [24  5],[95.3630137 21.6369863] ; [23.6369863  5.3630137],0
n3,1,0.885558,0.020715,[20  9] ; [8 4],[19.80487805  9.19512195] ; [8.19512195 3.80487805],0
a6,1,0.886751,0.020282,[75 42] ; [19 10],[75.32876712 41.67123288] ; [18.67123288 10.32876712],0
d3,1,0.906334,0.013845,[82 35] ; [20  9],[81.73972603 35.26027397] ; [20.26027397  8.73972603],0
v3,1,0.931697,0.007346,[37 73] ; [10 19],[37.1942446 72.8057554] ; [ 9.8057554 19.1942446],0
u4,1,0.993767,6.1e-05,[  4 113] ; [ 1 28],[  4.00684932 112.99315068] ; [ 0.99315068 28.00684932],0
s1,1,1.0,0.0,[  8 108] ; [ 2 27],[  8. 108.] ; [ 2. 27.],0
