Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.066611,3.364611,[ 24 341] ; [1 2],[ 24.79619565 340.20380435] ; [0.20380435 2.79619565],0
v2,1,0.292627,1.107497,[220 130] ; [1 2],[219.12181303 130.87818697] ; [1.87818697 1.12181303],0
p5,1,0.311246,1.025382,[ 48 313] ; [1 2],[ 48.59615385 312.40384615] ; [0.40384615 2.59615385],0
b4,1,0.315773,1.006376,[225 140] ; [1 2],[224.1576087 140.8423913] ; [1.8423913 1.1576087],0
a8,1,0.319578,0.990671,[ 44 282] ; [1 2],[ 44.58966565 281.41033435] ; [0.41033435 2.58966565],0
p6,1,0.432059,0.617281,[159 202] ; [2 1],[159.67307692 201.32692308] ; [1.32692308 1.67307692],0
n5,1,0.636713,0.223067,[284  80] ; [2 1],[283.66212534  80.33787466] ; [2.33787466 0.66212534],0
s5,1,0.64663,0.210176,[164 188] ; [1 2],[163.6056338 188.3943662] ; [1.3943662 1.6056338],0
s4,1,0.657164,0.196987,[ 81 278] ; [1 2],[ 81.32044199 277.67955801] ; [0.67955801 2.32044199],0
p8,1,0.669485,0.182205,[194 163] ; [2 1],[194.36666667 162.63333333] ; [1.63333333 1.36666667],0
a7,1,0.672755,0.178396,[281  84] ; [2 1],[280.69293478  84.30706522] ; [2.30706522 0.69293478],0
p3,1,0.7469,0.104155,[209 155] ; [2 1],[209.27520436 154.72479564] ; [1.72479564 1.27520436],0
a4,1,0.796924,0.066219,[216 148] ; [2 1],[216.21798365 147.78201635] ; [1.78201635 1.21798365],0
v1,1,0.8159,0.054206,[212 141] ; [2 1],[212.19662921 140.80337079] ; [1.80337079 1.19662921],0
s3,1,0.821809,0.050723,[261  99] ; [2 1],[260.82644628  99.17355372] ; [2.17355372 0.82644628],0
s8,1,0.837943,0.041831,[221 142] ; [2 1],[221.17213115 141.82786885] ; [1.82786885 1.17213115],0
a6,1,0.838427,0.041577,[262 102] ; [2 1],[261.84196185 102.15803815] ; [2.15803815 0.84196185],0
p4,1,0.855777,0.033034,[260 104] ; [2 1],[259.85831063 104.14168937] ; [2.14168937 0.85831063],0
b2,1,0.86212,0.030163,[ 91 147] ; [1 2],[ 90.85477178 147.14522822] ; [1.14522822 1.85477178],0
b3,1,0.86212,0.030163,[ 91 147] ; [1 2],[ 90.85477178 147.14522822] ; [1.14522822 1.85477178],0
b1,1,0.873498,0.02535,[138 227] ; [1 2],[137.86684783 227.13315217] ; [1.13315217 1.86684783],0
a2,1,0.881015,0.022405,[137 228] ; [1 2],[136.875 228.125] ; [1.125 1.875],0
u1,1,0.929418,0.007846,[113 252] ; [1 2],[113.07065217 251.92934783] ; [0.92934783 2.07065217],0
b5,1,0.973516,0.001102,[240 125] ; [2 1],[240.02717391 124.97282609] ; [1.97282609 1.02717391],0
p7,1,0.975207,0.000966,[231 120] ; [2 1],[231.02542373 119.97457627] ; [1.97457627 1.02542373],0
