Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,118.699297,[ 31 117] ; [113  18],[76.38709677 71.61290323] ; [67.61290323 63.38709677],1
s6,1,0.0,59.576683,[58 89] ; [111  20],[89.36330935 57.63669065] ; [79.63669065 51.36330935],1
s7,1,0.0,32.673004,[ 33 107] ; [73 53],[55.78947368 84.21052632] ; [50.21052632 75.78947368],1
s5,1,0.0,30.833833,[ 21 127] ; [56 70],[ 41.59124088 106.40875912] ; [35.40875912 90.59124088],1
s8,1,4e-06,21.132975,[ 33 115] ; [64 68],[51.27142857 96.72857143] ; [45.72857143 86.27142857],1
s4,1,0.000156,14.293942,[ 15 132] ; [36 93],[ 27.16304348 119.83695652] ; [ 23.83695652 105.16304348],1
r4,1,0.000223,13.624717,[117  32] ; [124   8],[127.79003559  21.20996441] ; [113.20996441  18.79003559],1
p4,1,0.000324,12.92508,[67 81] ; [88 44],[81.92857143 66.07142857] ; [73.07142857 58.92857143],1
p10,1,0.000391,12.57551,[95 51] ; [109  21],[107.91304348  38.08695652] ; [96.08695652 33.91304348],1
r2,1,0.000591,11.805033,[129  18] ; [128   2],[136.38628159  10.61371841] ; [120.61371841   9.38628159],1
p9,1,0.001815,9.727801,[103  43] ; [112  18],[113.73188406  32.26811594] ; [101.26811594  28.73188406],0
r3,1,0.001839,9.703889,[126  22] ; [126   5],[133.67741935  14.32258065] ; [118.32258065  12.67741935],0
v4,1,0.001912,9.631696,[131  18] ; [128   3],[137.825  11.175] ; [121.175   9.825],0
p2,1,0.019755,5.433392,[112  37] ; [113  18],[119.73214286  29.26785714] ; [105.26785714  25.73214286],0
p6,1,0.020075,5.405382,[ 38 110] ; [51 81],[ 47.04285714 100.95714286] ; [41.95714286 90.04285714],0
n6,1,0.021793,5.262265,[109  39] ; [112  20],[116.81428571  31.18571429] ; [104.18571429  27.81428571],0
u1,1,0.038947,4.263174,[ 18 131] ; [ 28 104],[ 24.39145907 124.60854093] ; [ 21.60854093 110.39145907],0
p5,1,0.04747,3.92866,[ 10 138] ; [ 18 111],[ 14.96028881 133.03971119] ; [ 13.03971119 115.96028881],0
p12,1,0.049557,3.856381,[  3 144] ; [  9 123],[  6.32258065 140.67741935] ; [  5.67741935 126.32258065],0
n5,1,0.05355,3.726671,[94 54] ; [98 34],[101.48571429  46.51428571] ; [90.51428571 41.48571429],0
p11,1,0.054992,3.682324,[96 53] ; [99 33],[103.39857651  45.60142349] ; [91.60142349 40.39857651],0
r1,1,0.071673,3.244287,[101  47] ; [102  29],[107.68458781  40.31541219] ; [95.31541219 35.68458781],0
p3,1,0.075944,3.149626,[56 93] ; [63 68],[63.325 85.675] ; [55.675 75.325],0
d4,1,0.083982,2.986107,[114  35] ; [111  20],[119.73214286  29.26785714] ; [105.26785714  25.73214286],0
n2,1,0.090992,2.856735,[29 19] ; [20  5],[32.21917808 15.78082192] ; [16.78082192  8.21917808],0
n4,1,0.112663,2.51646,[101  48] ; [100  31],[106.96071429  42.03928571] ; [94.03928571 36.96071429],0
u3,1,0.128072,2.315719,[31 24] ; [30 12],[34.58762887 20.41237113] ; [26.41237113 15.58762887],0
p7,1,0.133268,2.254017,[76 70] ; [77 49],[82.125 63.875] ; [70.875 55.125],0
n1,1,0.144117,2.133435,[23 23] ; [ 8 17],[20.08450704 25.91549296] ; [10.91549296 14.08450704],0
a2,1,0.158895,1.984714,[ 30 119] ; [36 96],[ 34.99644128 114.00355872] ; [ 31.00355872 100.99644128],0
s1,1,0.193741,1.688941,[  6 142] ; [ 10 120],[  8.51798561 139.48201439] ; [  7.48201439 122.51798561],0
u2,1,0.215925,1.53125,[29 27] ; [27 15],[32. 24.] ; [24. 18.],0
v1,1,0.234966,1.410546,[51 97] ; [53 75],[55.76811594 92.23188406] ; [48.23188406 79.76811594],0
a4,1,0.25291,1.307158,[54 94] ; [57 75],[58.67142857 89.32857143] ; [52.32857143 79.67142857],0
u4,1,0.257999,1.279462,[  1 148] ; [  3 129],[  2.12099644 146.87900356] ; [  1.87900356 130.12099644],0
v3,1,0.278461,1.174587,[ 22 127] ; [ 25 102],[ 25.37318841 123.62681159] ; [ 21.62681159 105.37318841],0
a8,1,0.317322,0.999952,[ 15 121] ; [ 19 106],[ 17.7164751 118.2835249] ; [ 16.2835249 108.7164751],0
d1,1,0.337211,0.921007,[75 74] ; [74 58],[79.00711744 69.99288256] ; [69.99288256 62.00711744],0
n3,1,0.378475,0.77565,[31 16] ; [19  6],[32.63888889 14.36111111] ; [17.36111111  7.63888889],0
p8,1,0.403884,0.696731,[69 77] ; [69 63],[72.47482014 73.52517986] ; [65.52517986 66.47482014],0
