Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,36.980122,[36 50] ; [191  56],[58.62462462 27.37537538] ; [168.37537538  78.62462462],1
d3,1,0.0,28.50944,[40 46] ; [191  56],[59.65765766 26.34234234] ; [171.34234234  75.65765766],1
a2,1,8.4e-05,15.472634,[ 6 80] ; [ 68 180],[19.05389222 66.94610778] ; [ 54.94610778 193.05389222],1
b5,1,0.002999,8.808168,[34 52] ; [144 104],[45.83233533 40.16766467] ; [132.16766467 115.83233533],0
d4,1,0.009404,6.744373,[62 23] ; [211  36],[69.89457831 15.10542169] ; [203.10542169  43.89457831],0
v4,1,0.010216,6.596831,[75 10] ; [236  10],[79.86404834  5.13595166] ; [231.13595166  14.86404834],0
u1,1,0.010664,6.520453,[ 7 79] ; [ 50 198],[14.67664671 71.32335329] ; [ 42.32335329 205.67664671],0
d5,1,0.026549,4.919885,[61 25] ; [203  44],[68.18018018 17.81981982] ; [195.81981982  51.18018018],0
v2,1,0.030821,4.662929,[29 53] ; [116 120],[37.38993711 44.61006289] ; [107.61006289 128.38993711],0
n3,1,0.03088,4.659627,[12 12] ; [51 18],[16.25806452  7.74193548] ; [46.74193548 22.25806452],0
r3,1,0.031115,4.646594,[76 10] ; [233  12],[80.28398792  5.71601208] ; [228.71601208  16.28398792],0
r2,1,0.06093,3.511889,[77  8] ; [236  10],[80.3776435  4.6223565] ; [232.6223565  13.3776435],0
p3,1,0.082581,3.013368,[43 43] ; [ 97 150],[36.15615616 49.84384384] ; [103.84384384 143.15615616],0
p10,1,0.08967,2.880281,[58 28] ; [188  57],[63.91540785 22.08459215] ; [182.08459215  62.91540785],0
p9,1,0.089684,2.880041,[59 27] ; [189  54],[64.82674772 21.17325228] ; [183.17325228  59.82674772],0
s2,1,0.095666,2.776342,[32 52] ; [120 127],[38.57401813 45.42598187] ; [113.42598187 133.57401813],0
d1,1,0.118083,2.442566,[43 43] ; [148 100],[49.17964072 36.82035928] ; [141.82035928 106.17964072],0
r4,1,0.122625,2.383474,[76 10] ; [232  16],[79.30538922  6.69461078] ; [228.69461078  19.30538922],0
p2,1,0.124245,2.36298,[61 25] ; [196  52],[66.17365269 19.82634731] ; [190.82634731  57.17365269],0
b1,1,0.145271,2.121218,[41 45] ; [ 96 152],[35.2754491 50.7245509] ; [101.7245509 146.2754491],0
p6,1,0.164423,1.933069,[29 57] ; [ 64 183],[24.01801802 61.98198198] ; [ 68.98198198 178.01801802],0
a1,1,0.198845,1.650836,[ 1 85] ; [ 10 238],[ 2.83233533 83.16766467] ; [  8.16766467 239.83233533],0
s7,1,0.237817,1.393487,[41 39] ; [103 133],[36.4556962 43.5443038] ; [107.5443038 128.4556962],0
s4,1,0.253835,1.30207,[19 66] ; [ 41 203],[15.50151976 69.49848024] ; [ 44.49848024 199.50151976],0
a3,1,0.263223,1.251724,[55 31] ; [174  73],[59.14114114 26.85885886] ; [169.85885886  77.14114114],0
u2,1,0.269316,1.220225,[19 11] ; [37 35],[16.47058824 13.52941176] ; [39.52941176 32.47058824],0
s1,1,0.270848,1.212447,[ 6 79] ; [ 10 235],[ 4.12121212 80.87878788] ; [ 11.87878788 233.12121212],0
a8,1,0.35231,0.86512,[ 7 72] ; [ 29 198],[ 9.29411765 69.70588235] ; [ 26.70588235 200.29411765],0
s5,1,0.370846,0.800826,[27 54] ; [ 68 174],[23.82352941 57.17647059] ; [ 71.17647059 170.82352941],0
n5,1,0.3734,0.792317,[60 25] ; [160  85],[56.66666667 28.33333333] ; [163.33333333  81.66666667],0
n4,1,0.398367,0.71325,[66 20] ; [178  69],[63.01501502 22.98498498] ; [180.98498498  66.01501502],0
a5,1,0.404504,0.694895,[58 28] ; [179  69],[61.0239521 24.9760479] ; [175.9760479  72.0239521],0
b4,1,0.415168,0.663952,[47 39] ; [148 100],[50.20958084 35.79041916] ; [144.79041916 103.20958084],0
u3,1,0.445387,0.582365,[16 15] ; [43 29],[17.75728155 13.24271845] ; [41.24271845 30.75728155],0
s3,1,0.460265,0.54525,[45 40] ; [141 104],[47.90909091 37.09090909] ; [138.09090909 106.90909091],0
s6,1,0.583581,0.300481,[50 32] ; [157  87],[52.06748466 29.93251534] ; [154.93251534  89.06748466],0
n1,1,0.598275,0.277605,[ 8 19] ; [24 44],[ 9.09473684 17.90526316] ; [22.90526316 45.09473684],0
p5,1,0.728708,0.120301,[ 8 78] ; [ 20 227],[ 7.23123123 78.76876877] ; [ 20.76876877 226.23123123],0
a4,1,0.740835,0.109394,[35 51] ; [106 142],[36.30538922 49.69461078] ; [104.69461078 143.30538922],0
p1,1,0.773101,0.083129,[ 6 80] ; [ 15 231],[ 5.43975904 80.56024096] ; [ 15.56024096 230.43975904],0
p11,1,0.791672,0.06977,[63 23] ; [178  70],[62.05389222 23.94610778] ; [178.94610778  69.05389222],0
v3,1,0.800457,0.063885,[23 58] ; [ 72 169],[23.89751553 57.10248447] ; [ 71.10248447 169.89751553],0
p7,1,0.835925,0.042894,[48 36] ; [142 101],[48.80733945 35.19266055] ; [141.19266055 101.80733945],0
b2,1,0.852617,0.034514,[15 36] ; [37 95],[14.49180328 36.50819672] ; [37.50819672 94.49180328],0
b3,1,0.852617,0.034514,[15 36] ; [37 95],[14.49180328 36.50819672] ; [37.50819672 94.49180328],0
p4,1,0.854094,0.033818,[44 40] ; [126 120],[43.27272727 40.72727273] ; [126.72727273 119.27272727],0
s8,1,0.864292,0.029211,[32 54] ; [ 89 157],[31.34337349 54.65662651] ; [ 89.65662651 156.34337349],0
