Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,25.008301,[ 7 28] ; [20  3],[16.29310345 18.70689655] ; [10.70689655 12.29310345],1
p2,1,0.00161,9.94776,[ 8 28] ; [14  8],[13.65517241 22.34482759] ; [ 8.34482759 13.65517241],0
r3,1,0.002735,8.976419,[15 21] ; [18  4],[20.48275862 15.51724138] ; [12.51724138  9.48275862],0
n6,1,0.00471,7.987512,[12 23] ; [16  6],[17.19298246 17.80701754] ; [10.80701754 11.19298246],0
p11,1,0.008911,6.840663,[11 25] ; [15  8],[15.86440678 20.13559322] ; [10.13559322 12.86440678],0
s8,1,0.009536,6.719603,[ 2 34] ; [ 7 16],[ 5.49152542 30.50847458] ; [ 3.50847458 19.49152542],0
n5,1,0.011531,6.38153,[18 18] ; [19  4],[22.57627119 13.42372881] ; [14.42372881  8.57627119],0
p7,1,0.017771,5.61863,[ 8 28] ; [12 11],[12.20338983 23.79661017] ; [ 7.79661017 15.20338983],0
n2,1,0.033277,4.531469,[ 6 12] ; [5 1],[8.25 9.75] ; [2.75 3.25],0
p4,1,0.083738,2.990823,[ 8 28] ; [10 13],[10.98305085 25.01694915] ; [ 7.01694915 15.98305085],0
v1,1,0.096799,2.757502,[ 8 27] ; [10 13],[10.86206897 24.13793103] ; [ 7.13793103 15.86206897],0
n3,1,0.097788,2.741259,[ 8 10] ; [5 1],[9.75 8.25] ; [3.25 2.75],0
u1,1,0.12608,2.340113,[ 1 35] ; [ 3 20],[ 2.44067797 33.55932203] ; [ 1.55932203 21.44067797],0
a8,1,0.134166,2.243629,[ 3 32] ; [ 5 17],[ 4.9122807 30.0877193] ; [ 3.0877193 18.9122807],0
p6,1,0.134166,2.243629,[ 3 32] ; [ 5 17],[ 4.9122807 30.0877193] ; [ 3.0877193 18.9122807],0
n1,1,0.151494,2.057143,[ 6 12] ; [4 2],[ 7.5 10.5] ; [2.5 3.5],0
p3,1,0.186968,1.741346,[ 7 29] ; [ 8 15],[ 9.15254237 26.84745763] ; [ 5.84745763 17.15254237],0
a1,1,0.236982,1.398456,[ 5 31] ; [ 1 22],[ 3.66101695 32.33898305] ; [ 2.33898305 20.66101695],0
d2,1,0.244565,1.354087,[16 19] ; [ 7 16],[13.87931034 21.12068966] ; [ 9.12068966 13.87931034],0
v2,1,0.250285,1.321713,[ 9 27] ; [ 9 14],[10.98305085 25.01694915] ; [ 7.01694915 15.98305085],0
s6,1,0.250285,1.321713,[ 9 27] ; [ 9 14],[10.98305085 25.01694915] ; [ 7.01694915 15.98305085],0
b4,1,0.281881,1.157997,[20 16] ; [16  7],[21.96610169 14.03389831] ; [14.03389831  8.96610169],0
p5,1,0.326033,0.964593,[ 1 34] ; [ 2 21],[ 1.81034483 33.18965517] ; [ 1.18965517 21.81034483],0
s7,1,0.33868,0.915421,[ 5 27] ; [ 6 17],[ 6.4 25.6] ; [ 4.6 18.4],0
a4,1,0.38016,0.770183,[13 22] ; [ 6 17],[11.46551724 23.53448276] ; [ 7.53448276 15.46551724],0
s3,1,0.401942,0.702509,[10 25] ; [ 9 14],[11.46551724 23.53448276] ; [ 7.53448276 15.46551724],0
a6,1,0.413741,0.668025,[18 18] ; [ 9 14],[16.47457627 19.52542373] ; [10.52542373 12.47457627],0
a5,1,0.413741,0.668025,[18 18] ; [14  9],[19.52542373 16.47457627] ; [12.47457627 10.52542373],0
u2,1,0.420113,0.65,[ 4 12] ; [4 6],[ 4.92307692 11.07692308] ; [3.07692308 6.92307692],0
r4,1,0.479841,0.499224,[ 8 28] ; [ 7 16],[ 9.15254237 26.84745763] ; [ 5.84745763 17.15254237],0
d4,1,0.508314,0.437537,[22 14] ; [16  7],[23.18644068 12.81355932] ; [14.81355932  8.18644068],0
a2,1,0.547421,0.361957,[ 5 31] ; [ 2 21],[ 4.27118644 31.72881356] ; [ 2.72881356 20.27118644],0
p1,1,0.559357,0.340819,[ 3 33] ; [ 3 20],[ 3.66101695 32.33898305] ; [ 2.33898305 20.66101695],0
p8,1,0.586583,0.295712,[ 7 28] ; [ 6 17],[ 7.84482759 27.15517241] ; [ 5.15517241 17.84482759],0
u3,1,0.606089,0.265909,[ 2 14] ; [2 8],[ 2.46153846 13.53846154] ; [1.53846154 8.46153846],0
d3,1,0.642097,0.21601,[15 21] ; [11 12],[15.86440678 20.13559322] ; [10.13559322 12.86440678],0
n4,1,0.653271,0.201801,[23 13] ; [16  7],[23.79661017 12.20338983] ; [15.20338983  7.79661017],0
r2,1,0.666417,0.185822,[19 15] ; [11 11],[18.21428571 15.78571429] ; [11.78571429 10.21428571],0
s2,1,0.733614,0.115819,[ 8 28] ; [ 6 17],[ 8.54237288 27.45762712] ; [ 5.45762712 17.54237288],0
p12,1,0.745171,0.105634,[ 1 35] ; [ 1 22],[ 1.22033898 34.77966102] ; [ 0.77966102 22.22033898],0
r1,1,0.750401,0.101194,[14 22] ; [ 8 15],[13.42372881 22.57627119] ; [ 8.57627119 14.42372881],0
b5,1,0.778308,0.079256,[19 17] ; [13 10],[19.52542373 16.47457627] ; [12.47457627 10.52542373],0
d1,1,0.816236,0.054005,[12 24] ; [ 7 16],[11.59322034 24.40677966] ; [ 7.40677966 15.59322034],0
b2,1,0.893314,0.017986,[ 7 14] ; [ 5 11],[ 6.81081081 14.18918919] ; [ 5.18918919 10.81081081],0
b3,1,0.893314,0.017986,[ 7 14] ; [ 5 11],[ 6.81081081 14.18918919] ; [ 5.18918919 10.81081081],0
s4,1,0.926295,0.008558,[ 5 31] ; [ 3 20],[ 4.88135593 31.11864407] ; [ 3.11864407 19.88135593],0
s1,1,0.926295,0.008558,[ 5 31] ; [ 3 20],[ 4.88135593 31.11864407] ; [ 3.11864407 19.88135593],0
d5,1,0.941882,0.005315,[20 16] ; [13 10],[20.13559322 15.86440678] ; [12.86440678 10.13559322],0
a3,1,0.962732,0.002183,[20 15] ; [13 10],[19.9137931 15.0862069] ; [13.0862069  9.9137931],0
a7,1,0.963866,0.002052,[17 19] ; [11 12],[17.08474576 18.91525424] ; [10.91525424 12.08474576],0
b1,1,0.963866,0.002052,[19 17] ; [12 11],[18.91525424 17.08474576] ; [12.08474576 10.91525424],0
v3,1,0.965172,0.001907,[ 8 28] ; [ 5 18],[ 7.93220339 28.06779661] ; [ 5.06779661 17.93220339],0
