Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,41.329753,[45 12] ; [ 8 41],[28.5 28.5] ; [24.5 24.5],1
s7,1,0.000165,14.195688,[35 20] ; [12 34],[25.59405941 29.40594059] ; [21.40594059 24.59405941],1
s6,1,0.000289,13.143221,[42 15] ; [19 30],[32.80188679 24.19811321] ; [28.19811321 20.80188679],1
s8,1,0.000376,12.648271,[35 21] ; [14 36],[25.88679245 30.11320755] ; [23.11320755 26.88679245],1
p8,1,0.002862,8.893452,[10 47] ; [22 28],[17.04672897 39.95327103] ; [14.95327103 35.04672897],0
n1,1,0.010961,6.471709,[11  6] ; [ 3 12],[7.4375 9.5625] ; [6.5625 8.4375],0
v1,1,0.013931,6.046854,[30 25] ; [15 34],[23.79807692 31.20192308] ; [21.20192308 27.79807692],0
d1,1,0.11058,2.545915,[35 22] ; [23 27],[30.89719626 26.10280374] ; [27.10280374 22.89719626],0
r4,1,0.113491,2.50493,[50  7] ; [38 12],[46.87850467 10.12149533] ; [41.12149533  8.87850467],0
b1,1,0.113867,2.499708,[28 29] ; [17 33],[23.97196262 33.02803738] ; [21.02803738 28.97196262],0
r2,1,0.119966,2.417763,[53  3] ; [42  7],[50.66666667  5.33333333] ; [44.33333333  4.66666667],0
v3,1,0.120844,2.40635,[15 37] ; [21 27],[18.72 33.28] ; [17.28 30.72],0
a4,1,0.121846,2.393434,[29 28] ; [18 32],[25.03738318 31.96261682] ; [21.96261682 28.03738318],0
b5,1,0.125794,2.343661,[39 18] ; [27 23],[35.1588785 21.8411215] ; [30.8411215 19.1588785],0
d2,1,0.129486,2.298652,[30 26] ; [19 30],[26.13333333 29.86666667] ; [22.86666667 26.13333333],0
r1,1,0.133365,2.252887,[44 13] ; [32 18],[40.48598131 16.51401869] ; [35.51401869 14.48598131],0
p7,1,0.135177,2.232016,[25 28] ; [16 33],[21.30392157 31.69607843] ; [19.69607843 29.30392157],0
n5,1,0.148572,2.086849,[43 13] ; [32 18],[39.62264151 16.37735849] ; [35.37735849 14.62264151],0
p11,1,0.198429,1.653896,[44 13] ; [33 17],[41.01869159 15.98130841] ; [35.98130841 14.01869159],0
r3,1,0.210326,1.56918,[54  3] ; [44  6],[52.20560748  4.79439252] ; [45.79439252  4.20560748],0
d5,1,0.309218,1.034013,[42 14] ; [33 17],[39.62264151 16.37735849] ; [35.37735849 14.62264151],0
d4,1,0.311653,1.023657,[45 11] ; [36 14],[42.79245283 13.20754717] ; [38.20754717 11.79245283],0
a8,1,0.329279,0.951731,[ 7 49] ; [ 3 42],[ 5.54455446 50.45544554] ; [ 4.45544554 40.54455446],0
b4,1,0.336786,0.922628,[36 21] ; [27 23],[33.56074766 23.43925234] ; [29.43925234 20.56074766],0
d3,1,0.375293,0.786063,[35 21] ; [27 23],[32.75471698 23.24528302] ; [29.24528302 20.75471698],0
a2,1,0.37641,0.782392,[13 44] ; [ 8 42],[11.18691589 45.81308411] ; [ 9.81308411 40.18691589],0
u3,1,0.379581,0.772059,[11  6] ; [9 9],[9.71428571 7.28571429] ; [10.28571429  7.71428571],0
b3,1,0.405456,0.692085,[13 28] ; [12 17],[14.64285714 26.35714286] ; [10.35714286 18.64285714],0
b2,1,0.405456,0.692085,[13 28] ; [12 17],[14.64285714 26.35714286] ; [10.35714286 18.64285714],0
p12,1,0.466956,0.529169,[ 7 50] ; [ 4 46],[ 5.85981308 51.14018692] ; [ 5.14018692 44.85981308],0
n2,1,0.478247,0.502857,[16  2] ; [12  3],[15.27272727  2.72727273] ; [12.72727273  2.27272727],0
s5,1,0.496407,0.46261,[18 35] ; [13 34],[16.43 36.57] ; [14.57 32.43],0
a3,1,0.496928,0.461492,[40 17] ; [32 18],[38.35514019 18.64485981] ; [33.64485981 16.35514019],0
n4,1,0.496928,0.461492,[40 17] ; [32 18],[38.35514019 18.64485981] ; [33.64485981 16.35514019],0
p6,1,0.539196,0.377033,[14 42] ; [10 40],[12.67924528 43.32075472] ; [11.32075472 38.67924528],0
n6,1,0.539196,0.377033,[42 14] ; [40 10],[43.32075472 12.67924528] ; [38.67924528 11.32075472],0
v4,1,0.579191,0.307545,[53  4] ; [45  5],[52.20560748  4.79439252] ; [45.79439252  4.20560748],0
u2,1,0.600472,0.274284,[10  7] ; [9 9],[9.22857143 7.77142857] ; [9.77142857 8.22857143],0
p3,1,0.64953,0.206494,[20 36] ; [20 30],[21.13207547 34.86792453] ; [18.86792453 31.13207547],0
a6,1,0.707582,0.140704,[35 21] ; [33 17],[35.9245283 20.0754717] ; [32.0754717 17.9245283],0
a5,1,0.711769,0.136516,[38 19] ; [35 15],[38.88785047 18.11214953] ; [34.11214953 15.88785047],0
p4,1,0.712333,0.135957,[21 34] ; [17 32],[20.09615385 34.90384615] ; [17.90384615 31.09615385],0
p9,1,0.761142,0.092405,[50  7] ; [42  7],[49.47169811  7.52830189] ; [42.52830189  6.47169811],0
u1,1,0.795654,0.067068,[ 9 48] ; [ 7 43],[ 8.52336449 48.47663551] ; [ 7.47663551 42.52336449],0
a1,1,0.84713,0.037165,[ 4 53] ; [ 4 46],[ 4.26168224 52.73831776] ; [ 3.73831776 46.26168224],0
n3,1,0.86316,0.029705,[12  5] ; [11  4],[12.21875  4.78125] ; [10.78125  4.21875],0
s1,1,0.886307,0.020443,[ 3 53] ; [ 3 47],[ 3.16981132 52.83018868] ; [ 2.83018868 47.16981132],0
v2,1,0.896385,0.01696,[31 21] ; [28 20],[30.68 21.32] ; [28.32 19.68],0
p1,1,0.928733,0.007999,[ 6 51] ; [ 5 45],[ 5.85981308 51.14018692] ; [ 5.14018692 44.85981308],0
p5,1,0.931612,0.007364,[ 4 49] ; [ 4 46],[ 4.11650485 48.88349515] ; [ 3.88349515 46.11650485],0
a7,1,0.962775,0.002178,[39 18] ; [34 16],[38.88785047 18.11214953] ; [34.11214953 15.88785047],0
s4,1,0.964973,0.001928,[13 44] ; [11 38],[12.90566038 44.09433962] ; [11.09433962 37.90566038],0
