Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,7e-06,20.22816,[ 6 26] ; [39 18],[16.17977528 15.82022472] ; [28.82022472 28.17977528],1
v4,1,2.4e-05,17.879886,[ 9 22] ; [41 13],[18.23529412 12.76470588] ; [31.76470588 22.23529412],1
p7,1,0.000255,13.374211,[ 7 24] ; [35 20],[15.13953488 15.86046512] ; [26.86046512 28.13953488],1
p9,1,0.000512,12.070863,[10 20] ; [41 16],[17.5862069 12.4137931] ; [33.4137931 23.5862069],1
p10,1,0.000641,11.653367,[ 9 22] ; [37 18],[16.58139535 14.41860465] ; [29.41860465 25.58139535],1
s6,1,0.001692,9.85702,[ 5 27] ; [28 29],[11.86516854 20.13483146] ; [21.13483146 35.86516854],0
s7,1,0.002686,9.00921,[ 3 29] ; [21 32],[ 9.03529412 22.96470588] ; [14.96470588 38.03529412],0
p6,1,0.002773,8.951375,[ 1 30] ; [17 39],[ 6.4137931 24.5862069] ; [11.5862069 44.4137931],0
p4,1,0.004378,8.11989,[ 5 27] ; [26 31],[11.14606742 20.85393258] ; [19.85393258 37.14606742],0
a1,1,0.005819,7.605404,[ 7 25] ; [ 2 55],[ 3.23595506 28.76404494] ; [ 5.76404494 51.23595506],0
d2,1,0.006023,7.543315,[11 21] ; [ 6 51],[ 6.11235955 25.88764045] ; [10.88764045 46.11235955],0
n6,1,0.00735,7.185441,[11 20] ; [36 19],[16.94186047 14.05813953] ; [30.05813953 24.94186047],0
r3,1,0.008461,6.933191,[10 21] ; [34 21],[15.86046512 15.13953488] ; [28.13953488 26.86046512],0
p8,1,0.008755,6.872093,[ 5 26] ; [25 32],[10.56818182 20.43181818] ; [19.43181818 37.56818182],0
p3,1,0.011927,6.321652,[ 3 29] ; [19 38],[ 7.91011236 24.08988764] ; [14.08988764 42.91011236],0
p1,1,0.012269,6.271579,[ 5 27] ; [ 1 56],[ 2.15730337 29.84269663] ; [ 3.84269663 53.15730337],0
s1,1,0.013513,6.100736,[ 6 25] ; [ 2 55],[ 2.81818182 28.18181818] ; [ 5.18181818 51.81818182],0
b2,1,0.028842,4.777033,[11  9] ; [ 8 24],[ 7.30769231 12.69230769] ; [11.69230769 20.30769231],0
b3,1,0.028842,4.777033,[11  9] ; [ 8 24],[ 7.30769231 12.69230769] ; [11.69230769 20.30769231],0
d3,1,0.030495,4.681141,[ 5 27] ; [21 35],[ 9.45454545 22.54545455] ; [16.54545455 39.45454545],0
s8,1,0.030868,4.660315,[ 2 30] ; [14 43],[ 5.75280899 26.24719101] ; [10.24719101 46.75280899],0
s3,1,0.034372,4.47609,[ 6 25] ; [23 32],[10.45348837 20.54651163] ; [18.54651163 36.45348837],0
s5,1,0.041577,4.152332,[ 1 31] ; [10 45],[ 4.04597701 27.95402299] ; [ 6.95402299 48.04597701],0
a2,1,0.095879,2.772783,[ 3 29] ; [ 1 56],[ 1.43820225 30.56179775] ; [ 2.56179775 54.43820225],0
s2,1,0.098977,2.721945,[ 5 27] ; [18 39],[ 8.26966292 23.73033708] ; [14.73033708 42.26966292],0
b5,1,0.148738,2.085144,[14 18] ; [34 23],[17.25842697 14.74157303] ; [30.74157303 26.25842697],0
u2,1,0.152105,2.051016,[ 5 11] ; [16 14],[7.30434783 8.69565217] ; [13.69565217 16.30434783],0
v3,1,0.206996,1.592316,[ 7 24] ; [ 7 50],[ 4.93181818 26.06818182] ; [ 9.06818182 47.93181818],0
v1,1,0.208499,1.581818,[ 8 24] ; [21 34],[10.66666667 21.33333333] ; [18.33333333 36.66666667],0
s4,1,0.235229,1.408963,[ 4 28] ; [13 44],[ 6.11235955 25.88764045] ; [10.88764045 46.11235955],0
a4,1,0.242404,1.366558,[ 9 23] ; [10 47],[ 6.83146067 25.16853933] ; [12.16853933 44.83146067],0
v2,1,0.301037,1.069595,[ 6 24] ; [17 39],[ 8.02325581 21.97674419] ; [14.97674419 41.02325581],0
n5,1,0.309103,1.034506,[22  9] ; [33 22],[19.8255814 11.1744186] ; [35.1744186 19.8255814],0
n1,1,0.313812,1.014566,[7 6] ; [10 17],[5.525 7.475] ; [11.475 15.525],0
d5,1,0.381649,0.765383,[11 21] ; [25 32],[12.94382022 19.05617978] ; [23.05617978 33.94382022],0
n3,1,0.435188,0.608938,[6 7] ; [16 11],[7.15 5.85] ; [14.85 12.15],0
a5,1,0.447,0.578248,[15 17] ; [22 35],[13.30337079 18.69662921] ; [23.69662921 33.30337079],0
a8,1,0.463286,0.537944,[ 3 27] ; [ 3 50],[ 2.1686747 27.8313253] ; [ 3.8313253 49.1686747],0
b4,1,0.496226,0.462999,[15 17] ; [31 26],[16.53932584 15.46067416] ; [29.46067416 27.53932584],0
d4,1,0.518491,0.416894,[14 18] ; [29 28],[15.46067416 16.53932584] ; [27.53932584 29.46067416],0
a3,1,0.532802,0.389044,[16 15] ; [25 31],[14.6091954 16.3908046] ; [26.3908046 29.6091954],0
u1,1,0.549185,0.358778,[ 2 30] ; [ 2 55],[ 1.43820225 30.56179775] ; [ 2.56179775 54.43820225],0
a6,1,0.550435,0.356538,[15 17] ; [23 34],[13.66292135 18.33707865] ; [24.33707865 32.66292135],0
a7,1,0.640145,0.218553,[12 19] ; [25 32],[13.03409091 17.96590909] ; [23.96590909 33.03409091],0
r2,1,0.669552,0.182127,[14 17] ; [26 26],[14.93975904 16.06024096] ; [25.06024096 26.93975904],0
r1,1,0.699104,0.149406,[ 7 24] ; [15 42],[ 7.75 23.25] ; [14.25 42.75],0
n2,1,0.750112,0.101437,[8 5] ; [18  9],[8.45 4.55] ; [17.55  9.45],0
n4,1,0.86181,0.030301,[18 13] ; [32 25],[17.61363636 13.38636364] ; [32.38636364 24.61363636],0
b1,1,0.908822,0.013116,[17 15] ; [31 26],[17.25842697 14.74157303] ; [30.74157303 26.25842697],0
p12,1,0.911602,0.012325,[ 1 31] ; [ 2 54],[ 1.09090909 30.90909091] ; [ 1.90909091 54.09090909],0
u3,1,0.943993,0.004935,[ 5 11] ; [10 21],[ 5.10638298 10.89361702] ; [ 9.89361702 21.10638298],0
