Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.403758,[241   9] ; [3 5],[236.43410853  13.56589147] ; [7.56589147 0.43410853],1
r2,1,1e-06,24.940372,[242   7] ; [5 3],[239.31128405   9.68871595] ; [7.68871595 0.31128405],1
n6,1,0.01195,6.318287,[223  24] ; [5 3],[220.84705882  26.15294118] ; [7.15294118 0.84705882],0
n2,1,0.022973,5.170569,[50  9] ; [1 2],[48.53225806 10.46774194] ; [2.46774194 0.53225806],0
s8,1,0.034283,4.480529,[154  94] ; [2 6],[151.125  96.875] ; [4.875 3.125],0
v1,1,0.039058,4.25836,[152  96] ; [2 6],[149.1875  98.8125] ; [4.8125 3.1875],0
n5,1,0.040887,4.180676,[199  50] ; [4 4],[196.68093385  52.31906615] ; [6.31906615 1.68093385],0
s2,1,0.049574,3.855811,[197  52] ; [4 4],[194.74319066  54.25680934] ; [6.25680934 1.74319066],0
d2,1,0.050224,3.833975,[130 118] ; [7 1],[132.71875 115.28125] ; [4.28125 3.71875],0
b5,1,0.067057,3.353621,[144 106] ; [2 6],[141.47286822 108.52713178] ; [4.52713178 3.47286822],0
r1,1,0.0834,2.997372,[211  37] ; [5 3],[209.25  38.75] ; [6.75 1.25],0
v3,1,0.111592,2.53153,[110 137] ; [1 6],[107.94094488 139.05905512] ; [3.05905512 3.94094488],0
a6,1,0.124304,2.362236,[159  89] ; [3 5],[156.9375  91.0625] ; [5.0625 2.9375],0
b4,1,0.131371,2.276225,[153  97] ; [7 1],[155.03875969  94.96124031] ; [4.96124031 3.03875969],0
a4,1,0.14457,2.128624,[128 122] ; [2 6],[125.96899225 124.03100775] ; [4.03100775 3.96899225],0
p7,1,0.149709,2.075215,[177  65] ; [4 4],[175.208  66.792] ; [5.792 2.208],0
p5,1,0.241867,1.369676,[ 51 199] ; [3 5],[ 52.3255814 197.6744186] ; [1.6744186 6.3255814],0
p1,1,0.277412,1.179724,[ 30 218] ; [2 6],[ 31. 217.] ; [1. 7.],0
p10,1,0.277412,1.179724,[218  30] ; [6 2],[217.  31.] ; [7. 1.],0
r3,1,0.286183,1.137492,[238  11] ; [7 1],[237.37354086  11.62645914] ; [7.62645914 0.37354086],0
n4,1,0.308201,1.03837,[193  55] ; [5 3],[191.8125  56.1875] ; [6.1875 1.8125],0
v2,1,0.309926,1.03099,[139 105] ; [6 2],[140.3968254 103.6031746] ; [4.6031746 3.3968254],0
p11,1,0.31681,1.002071,[194  56] ; [5 3],[192.82945736  57.17054264] ; [6.17054264 1.82945736],0
b2,1,0.366958,0.81394,[60 90] ; [4 3],[61.14649682 88.85350318] ; [2.85350318 4.14649682],0
b3,1,0.366958,0.81394,[60 90] ; [4 3],[61.14649682 88.85350318] ; [2.85350318 4.14649682],0
p8,1,0.376809,0.781086,[147 100] ; [3 4],[145.86614173 101.13385827] ; [4.13385827 2.86614173],0
s3,1,0.415373,0.663369,[185  61] ; [5 3],[184.01574803  61.98425197] ; [5.98425197 2.01574803],0
b1,1,0.461877,0.541342,[ 93 157] ; [4 4],[ 93.99224806 156.00775194] ; [3.00775194 4.99224806],0
p2,1,0.474075,0.512462,[211  39] ; [6 2],[210.27131783  39.72868217] ; [6.72868217 1.27131783],0
d3,1,0.489781,0.477007,[183  66] ; [5 3],[182.14785992  66.85214008] ; [5.85214008 2.14785992],0
a3,1,0.517864,0.418145,[194  55] ; [7 1],[194.74319066  54.25680934] ; [6.25680934 1.74319066],0
s4,1,0.564655,0.331708,[ 69 176] ; [3 5],[ 69.72332016 175.27667984] ; [2.27667984 5.72332016],0
n1,1,0.613315,0.255376,[28 30] ; [1 2],[27.57377049 30.42622951] ; [1.42622951 1.57377049],0
a5,1,0.616997,0.250111,[201  49] ; [7 1],[201.5503876  48.4496124] ; [6.4496124 1.5503876],0
a7,1,0.649342,0.206731,[175  75] ; [5 3],[174.41860465  75.58139535] ; [5.58139535 2.41860465],0
p4,1,0.710133,0.138144,[170  77] ; [6 2],[170.47843137  76.52156863] ; [5.52156863 2.47843137],0
p9,1,0.730086,0.119032,[224  22] ; [7 1],[223.72440945  22.27559055] ; [7.27559055 0.72440945],0
d5,1,0.782957,0.075882,[208  40] ; [7 1],[208.28125  39.71875] ; [6.71875 1.28125],0
p3,1,0.809561,0.058077,[145 104] ; [5 3],[145.3307393 103.6692607] ; [4.6692607 3.3307393],0
d1,1,0.893386,0.017962,[162  88] ; [5 3],[161.82170543  88.17829457] ; [5.17829457 2.82170543],0
a8,1,0.902064,0.015142,[ 32 196] ; [1 7],[ 31.88135593 196.11864407] ; [1.11864407 6.88135593],0
p6,1,0.909841,0.012823,[118 128] ; [4 4],[118.15748031 127.84251969] ; [3.84251969 4.15748031],0
p12,1,0.928732,0.007999,[ 34 216] ; [1 7],[ 33.91472868 216.08527132] ; [1.08527132 6.91472868],0
n3,1,0.983503,0.000428,[39 19] ; [2 1],[38.98360656 19.01639344] ; [2.01639344 0.98360656],0
s7,1,0.986277,0.000296,[170  69] ; [5 2],[170.0203252  68.9796748] ; [4.9796748 2.0203252],0
d4,1,1.0,0.0,[217  31] ; [7 1],[217.  31.] ; [7. 1.],0
