Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,148.039805,[29 69] ; [245  22],[73.56712329 24.43287671] ; [200.43287671  66.56712329],1
s6,1,0.0,51.58224,[60 39] ; [243  21],[82.63636364 16.36363636] ; [220.36363636  43.63636364],1
s5,1,0.0,29.6875,[22 76] ; [138 114],[44.8 53.2] ; [115.2 136.8],1
s4,1,0.000638,11.660609,[ 9 90] ; [ 68 199],[20.82786885 78.17213115] ; [ 56.17213115 210.82786885],1
s8,1,0.000649,11.628658,[55 43] ; [200  68],[68.27868852 29.72131148] ; [186.72131148  81.27868852],1
v4,1,0.001383,10.228705,[90  9] ; [262   5],[95.21311475  3.78688525] ; [256.78688525  10.21311475],0
p9,1,0.002368,9.239879,[79 18] ; [246  20],[86.84573003 10.15426997] ; [238.15426997  27.84573003],0
r2,1,0.002697,9.001662,[87  9] ; [260   6],[92.02209945  3.97790055] ; [254.97790055  11.02209945],0
n5,1,0.008932,6.836283,[70 29] ; [221  45],[78.92876712 20.07123288] ; [212.07123288  53.92876712],0
r4,1,0.018106,5.585868,[83 16] ; [248  21],[89.04619565  9.95380435] ; [241.95380435  27.04619565],0
p2,1,0.018257,5.571344,[77 22] ; [235  33],[84.16348774 14.83651226] ; [227.83651226  40.16348774],0
r3,1,0.026779,4.904977,[92  7] ; [261   6],[95.48360656  3.51639344] ; [257.51639344   9.48360656],0
d1,1,0.039177,4.253185,[64 35] ; [203  66],[71.82880435 27.17119565] ; [195.17119565  73.82880435],0
n4,1,0.040489,4.197268,[77 22] ; [232  36],[83.35422343 15.64577657] ; [225.64577657  42.35422343],0
p6,1,0.06678,3.360443,[37 59] ; [131 134],[44.67590028 51.32409972] ; [123.32409972 141.67590028],0
u4,1,0.071157,3.256122,[ 1 98] ; [ 14 255],[ 4.03532609 94.96467391] ; [ 10.96467391 258.03532609],0
r1,1,0.084293,2.980127,[78 21] ; [231  37],[83.35422343 15.64577657] ; [225.64577657  42.35422343],0
a4,1,0.085914,2.949308,[44 54] ; [148 121],[51.26975477 46.73024523] ; [140.73024523 128.26975477],0
v1,1,0.087924,2.911975,[50 47] ; [160 100],[57.05882353 39.94117647] ; [152.94117647 107.05882353],0
p10,1,0.092441,2.83135,[77 20] ; [232  36],[82.11780822 14.88219178] ; [226.88219178  41.11780822],0
p4,1,0.096497,2.762499,[60 39] ; [187  81],[66.62942779 32.37057221] ; [180.37057221  87.62942779],0
a1,1,0.09984,2.708101,[ 3 96] ; [ 21 248],[ 6.45652174 92.54347826] ; [ 17.54347826 251.45652174],0
v2,1,0.105342,2.622753,[54 43] ; [169  91],[60.59103641 36.40896359] ; [162.40896359  97.59103641],0
s1,1,0.178474,1.810283,[ 2 97] ; [ 14 252],[ 4.33972603 94.66027397] ; [ 11.66027397 254.33972603],0
b5,1,0.184361,1.762112,[52 47] ; [162 107],[57.57065217 41.42934783] ; [156.42934783 112.57065217],0
p12,1,0.196885,1.665332,[ 7 90] ; [ 32 236],[10.36438356 86.63561644] ; [ 28.63561644 239.36438356],0
p8,1,0.217216,1.522669,[49 48] ; [152 111],[54.15833333 42.84166667] ; [146.84166667 116.15833333],0
d2,1,0.222593,1.487574,[53 46] ; [163 106],[58.10869565 40.89130435] ; [157.89130435 111.10869565],0
