Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,108.989513,[17 53] ; [151  14],[50.04255319 19.95744681] ; [117.95744681  47.04255319],1
d1,1,0.274522,1.19401,[41 29] ; [109  56],[44.68085106 25.31914894] ; [105.31914894  59.68085106],0
n5,1,0.281875,1.158025,[49 21] ; [125  38],[52.27467811 17.72532189] ; [121.72532189  41.27467811],0
n1,1,0.284354,1.14616,[ 8 13] ; [20 18],[ 9.96610169 11.03389831] ; [18.03389831 19.96610169],0
b4,1,0.293331,1.10427,[39 31] ; [104  61],[42.59574468 27.40425532] ; [100.40425532  64.59574468],0
p10,1,0.311184,1.025643,[57 13] ; [142  22],[59.52991453 10.47008547] ; [139.47008547  24.52991453],0
p11,1,0.357199,0.847715,[49 21] ; [125  40],[51.82978723 18.17021277] ; [122.17021277  42.82978723],0
p8,1,0.358654,0.8426,[33 37] ; [87 75],[36.20689655 33.79310345] ; [83.79310345 78.20689655],0
p12,1,0.378799,0.774594,[ 4 66] ; [ 15 149],[ 5.68376068 64.31623932] ; [ 13.31623932 150.68376068],0
a7,1,0.41216,0.672561,[43 26] ; [112  53],[45.70512821 23.29487179] ; [109.29487179  55.70512821],0
r1,1,0.452415,0.564595,[56 14] ; [137  26],[57.98283262 12.01716738] ; [135.01716738  27.98283262],0
b2,1,0.457787,0.551301,[15 27] ; [42 57],[16.9787234 25.0212766] ; [40.0212766 58.9787234],0
b3,1,0.457787,0.551301,[15 27] ; [42 57],[16.9787234 25.0212766] ; [40.0212766 58.9787234],0
n3,1,0.489809,0.476946,[13  7] ; [28 10],[14.13793103  5.86206897] ; [26.86206897 11.13793103],0
s1,1,0.490885,0.474586,[ 2 67] ; [  8 155],[ 2.97413793 66.02586207] ; [  7.02586207 155.97413793],0
p1,1,0.496783,0.461801,[ 8 62] ; [ 14 149],[ 6.60944206 63.39055794] ; [ 15.39055794 147.60944206],0
a8,1,0.550454,0.356505,[10 54] ; [ 19 132],[ 8.63255814 55.36744186] ; [ 20.36744186 130.63255814],0
v2,1,0.65027,0.20556,[41 29] ; [88 71],[39.43231441 30.56768559] ; [89.56768559 69.43231441],0
n4,1,0.656963,0.197234,[50 20] ; [121  42],[51.37339056 18.62660944] ; [119.62660944  43.37339056],0
d2,1,0.676741,0.173818,[36 33] ; [91 74],[37.44871795 31.55128205] ; [89.55128205 75.44871795],0
a4,1,0.679767,0.170388,[34 36] ; [85 80],[35.44680851 34.55319149] ; [83.55319149 81.44680851],0
b1,1,0.681521,0.168419,[26 44] ; [66 99],[27.40425532 42.59574468] ; [ 64.59574468 100.40425532],0
d3,1,0.69294,0.155921,[51 19] ; [116  49],[49.74468085 20.25531915] ; [117.25531915  47.74468085],0
p6,1,0.716214,0.13215,[31 39] ; [68 95],[29.74248927 40.25751073] ; [69.25751073 93.74248927],0
a1,1,0.812496,0.056267,[ 3 67] ; [  6 159],[ 2.68085106 67.31914894] ; [  6.31914894 158.68085106],0
u2,1,0.876666,0.024086,[11 13] ; [14 18],[10.71428571 13.28571429] ; [14.28571429 17.71428571],0
p4,1,0.878879,0.023223,[43 27] ; [99 65],[42.47863248 27.52136752] ; [99.52136752 64.47863248],0
u1,1,0.976979,0.000833,[16 54] ; [ 38 127],[16.08510638 53.91489362] ; [ 37.91489362 127.08510638],0
d5,1,0.978654,0.000716,[59 11] ; [138  26],[58.93162393 11.06837607] ; [138.06837607  25.93162393],0
n6,1,0.982409,0.000486,[61  9] ; [141  21],[60.94827586  9.05172414] ; [141.05172414  20.94827586],0
p3,1,0.98545,0.000333,[37 33] ; [87 78],[36.93617021 33.06382979] ; [87.06382979 77.93617021],0
v4,1,0.995186,3.6e-05,[67  3] ; [157   7],[67.00854701  2.99145299] ; [156.99145299   7.00854701],0
