Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,108.989513,[17 53] ; [151  14],[50.04255319 19.95744681] ; [117.95744681  47.04255319],1
s6,1,1e-06,24.179788,[49 21] ; [153  10],[60.68669528  9.31330472] ; [141.31330472  21.68669528],1
s7,1,1.5e-05,18.677545,[29 39] ; [115  43],[43.32743363 24.67256637] ; [100.67256637  57.32743363],1
s8,1,0.001292,10.353918,[28 42] ; [103  61],[39.18803419 30.81196581] ; [91.81196581 72.18803419],0
a3,1,0.006251,7.47651,[45 25] ; [132  31],[53.17596567 16.82403433] ; [123.82403433  39.17596567],0
n2,1,0.011773,6.344763,[13  8] ; [34  4],[16.72881356  4.27118644] ; [30.27118644  7.72881356],0
r2,1,0.015303,5.881273,[65  5] ; [161   2],[67.89699571  2.10300429] ; [158.10300429   4.89699571],0
p9,1,0.033353,4.527571,[56 14] ; [147  16],[60.98712446  9.01287554] ; [142.01287554  20.98712446],0
a5,1,0.033971,4.496187,[48 22] ; [134  31],[54.21276596 15.78723404] ; [127.78723404  37.21276596],0
b5,1,0.056864,3.62656,[33 37] ; [100  65],[39.61702128 30.38297872] ; [93.38297872 71.61702128],0
v1,1,0.075323,3.163028,[33 36] ; [98 64],[39.12987013 29.87012987] ; [91.87012987 70.12987013],0
s4,1,0.078041,3.10523,[15 54] ; [ 54 108],[20.61038961 48.38961039] ; [ 48.38961039 113.61038961],0
p2,1,0.092874,2.823837,[54 16] ; [142  23],[58.38297872 11.61702128] ; [137.61702128  27.38297872],0
a6,1,0.098068,2.73668,[39 31] ; [110  54],[44.57264957 25.42735043] ; [104.42735043  59.57264957],0
r3,1,0.114903,2.485453,[63  6] ; [157   6],[65.43103448  3.56896552] ; [154.56896552   8.43103448],0
v3,1,0.124252,2.362883,[20 50] ; [63 98],[25.15151515 44.84848485] ; [ 57.84848485 103.15151515],0
r4,1,0.220718,1.499698,[62  8] ; [154  11],[64.34042553  5.65957447] ; [151.65957447  13.34042553],0
d4,1,0.232047,1.428268,[58 11] ; [147  17],[60.70815451  8.29184549] ; [144.29184549  19.70815451],0
a2,1,0.245431,1.349125,[16 54] ; [ 50 115],[19.65957447 50.34042553] ; [ 46.34042553 118.65957447],0
p7,1,0.249744,1.324737,[45 25] ; [115  45],[48.69565217 21.30434783] ; [111.30434783  48.69565217],0
u3,1,0.258152,1.278642,[13 12] ; [22 11],[15.0862069  9.9137931] ; [19.9137931 13.0862069],0
