Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.00409,8.24331,[18 42] ; [41 34],[26.22222222 33.77777778] ; [32.77777778 42.22222222],0
p10,1,0.004345,8.133562,[30 30] ; [54 19],[37.89473684 22.10526316] ; [46.10526316 26.89473684],0
d5,1,0.005986,7.554655,[27 33] ; [52 24],[34.85294118 25.14705882] ; [44.14705882 31.85294118],0
a6,1,0.008011,7.031004,[25 35] ; [49 27],[32.64705882 27.35294118] ; [41.35294118 34.64705882],0
r4,1,0.017399,5.655666,[24 36] ; [46 30],[30.88235294 29.11764706] ; [39.11764706 36.88235294],0
r3,1,0.018771,5.522727,[38 22] ; [61 14],[44. 16.] ; [55. 20.],0
p9,1,0.024952,5.027213,[36 22] ; [59 15],[41.74242424 16.25757576] ; [53.25757576 20.74242424],0
b5,1,0.029255,4.752532,[30 30] ; [52 24],[36.17647059 23.82352941] ; [45.82352941 30.17647059],0
p2,1,0.037063,4.347494,[34 25] ; [56 19],[39.62686567 19.37313433] ; [50.37313433 24.62686567],0
n5,1,0.085256,2.961735,[43 17] ; [43 32],[38.22222222 21.77777778] ; [47.77777778 27.22222222],0
b1,1,0.095657,2.776503,[29 31] ; [26 50],[24.26470588 35.73529412] ; [30.73529412 45.26470588],0
u3,1,0.096578,2.761167,[ 8 25] ; [14 18],[11.16923077 21.83076923] ; [10.83076923 21.16923077],0
d4,1,0.102008,2.673864,[32 28] ; [51 25],[36.61764706 23.38235294] ; [46.38235294 29.61764706],0
p11,1,0.102008,2.673864,[32 28] ; [51 25],[36.61764706 23.38235294] ; [46.38235294 29.61764706],0
v1,1,0.111275,2.536013,[10 49] ; [21 52],[13.85606061 45.14393939] ; [17.14393939 55.85606061],0
v4,1,0.126611,2.333571,[43 17] ; [62 13],[46.66666667 13.33333333] ; [58.33333333 16.66666667],0
r2,1,0.130984,2.280808,[41 18] ; [59 14],[44.6969697 14.3030303] ; [55.3030303 17.6969697],0
s2,1,0.157322,1.999782,[16 44] ; [29 47],[19.85294118 40.14705882] ; [25.14705882 50.85294118],0
a4,1,0.190552,1.713341,[20 39] ; [18 58],[16.60740741 42.39259259] ; [21.39259259 54.60740741],0
a3,1,0.212183,1.556468,[27 32] ; [43 33],[30.59259259 28.40740741] ; [39.40740741 36.59259259],0
u2,1,0.214954,1.537745,[12 21] ; [17 16],[14.5 18.5] ; [14.5 18.5],0
s1,1,0.268445,1.224674,[ 1 59] ; [ 4 72],[ 2.20588235 57.79411765] ; [ 2.79411765 73.20588235],0
p4,1,0.270684,1.213276,[22 38] ; [35 41],[25.14705882 34.85294118] ; [31.85294118 44.14705882],0
d1,1,0.287297,1.132244,[14 46] ; [24 52],[16.76470588 43.23529412] ; [21.23529412 54.76470588],0
p1,1,0.312502,1.020071,[ 8 52] ; [ 6 69],[ 6.22222222 53.77777778] ; [ 7.77777778 67.22222222],0
d2,1,0.331711,0.942207,[23 35] ; [24 52],[20.34328358 37.65671642] ; [26.65671642 49.34328358],0
n1,1,0.416976,0.658822,[12 17] ; [ 5 12],[10.7173913 18.2826087] ; [ 6.2826087 10.7173913],0
p8,1,0.42542,0.635294,[20 40] ; [30 45],[22.22222222 37.77777778] ; [27.77777778 47.22222222],0
s6,1,0.425498,0.635079,[22 38] ; [33 43],[24.26470588 35.73529412] ; [30.73529412 45.26470588],0
b4,1,0.444885,0.583651,[30 30] ; [43 33],[32.20588235 27.79411765] ; [40.79411765 35.20588235],0
a1,1,0.467507,0.527862,[ 6 54] ; [ 5 71],[ 4.85294118 55.14705882] ; [ 6.14705882 69.85294118],0
n3,1,0.526171,0.401781,[16 13] ; [11  6],[17.02173913 11.97826087] ; [9.97826087 7.02173913],0
n2,1,0.55816,0.342901,[18 11] ; [12  5],[18.91304348 10.08695652] ; [11.08695652  5.91304348],0
p3,1,0.560631,0.338613,[20 40] ; [29 47],[21.61764706 38.38235294] ; [27.38235294 48.61764706],0
u1,1,0.586335,0.296104,[ 2 58] ; [ 4 72],[ 2.64705882 57.35294118] ; [ 3.35294118 72.64705882],0
a5,1,0.618604,0.247835,[29 31] ; [40 36],[30.44117647 29.55882353] ; [38.55882353 37.44117647],0
p7,1,0.631034,0.230662,[25 35] ; [33 39],[26.36363636 33.63636364] ; [31.63636364 40.36363636],0
p6,1,0.631188,0.230453,[11 47] ; [17 59],[12.11940299 45.88059701] ; [15.88059701 60.11940299],0
n6,1,0.642927,0.214934,[41 19] ; [54 21],[42.22222222 17.77777778] ; [52.77777778 22.22222222],0
s7,1,0.648629,0.207633,[18 40] ; [20 53],[16.82442748 41.17557252] ; [21.17557252 51.82442748],0
v3,1,0.664732,0.187826,[ 8 52] ; [12 63],[ 8.88888889 51.11111111] ; [11.11111111 63.88888889],0
a8,1,0.698784,0.149739,[ 5 52] ; [ 8 66],[ 5.65648855 51.34351145] ; [ 7.34351145 66.65648855],0
n4,1,0.719812,0.128673,[35 25] ; [42 34],[33.97058824 26.02941176] ; [43.02941176 32.97058824],0
s8,1,0.737756,0.112109,[12 48] ; [17 59],[12.79411765 47.20588235] ; [16.20588235 59.79411765],0
a2,1,0.785275,0.07423,[ 4 56] ; [ 6 70],[ 4.41176471 55.58823529] ; [ 5.58823529 70.41176471],0
s5,1,0.814252,0.055199,[11 48] ; [15 59],[11.53383459 47.46616541] ; [14.46616541 59.53383459],0
p12,1,0.820428,0.051527,[ 2 58] ; [ 2 73],[ 1.77777778 58.22222222] ; [ 2.22222222 72.77777778],0
b2,1,0.881714,0.02214,[14 26] ; [15 26],[14.32098765 25.67901235] ; [14.67901235 26.32098765],0
b3,1,0.881714,0.02214,[14 26] ; [15 26],[14.32098765 25.67901235] ; [14.67901235 26.32098765],0
s4,1,0.930825,0.007535,[13 47] ; [16 60],[12.79411765 47.20588235] ; [16.20588235 59.79411765],0
p5,1,0.981025,0.000566,[ 5 55] ; [ 6 67],[ 4.96240602 55.03759398] ; [ 6.03759398 66.96240602],0
s3,1,0.983016,0.000453,[23 35] ; [30 46],[22.94029851 35.05970149] ; [30.05970149 45.94029851],0
