Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7.8e-05,15.600222,[24 37] ; [78 33],[36.1744186 24.8255814] ; [65.8255814 45.1744186],1
v2,1,0.000694,11.505978,[29 33] ; [80 30],[39.29069767 22.70930233] ; [69.70930233 40.29069767],1
s2,1,0.003353,8.604808,[36 26] ; [87 23],[44.3372093 17.6627907] ; [78.6627907 31.3372093],0
d4,1,0.004244,8.176502,[50 12] ; [104   6],[55.51162791  6.48837209] ; [98.48837209 11.51162791],0
a3,1,0.004802,7.952423,[44 18] ; [97 13],[50.8255814 11.1744186] ; [90.1744186 19.8255814],0
v3,1,0.029853,4.717752,[22 38] ; [60 51],[28.77192982 31.22807018] ; [53.22807018 57.77192982],0
n5,1,0.046185,3.974838,[46 16] ; [95 15],[50.8255814 11.1744186] ; [90.1744186 19.8255814],0
n4,1,0.046185,3.974838,[46 16] ; [95 15],[50.8255814 11.1744186] ; [90.1744186 19.8255814],0
d5,1,0.046246,3.972595,[49 13] ; [99 11],[53.34883721  8.65116279] ; [94.65116279 15.34883721],0
d1,1,0.0466,3.959787,[38 24] ; [84 27],[43.72254335 18.27745665] ; [78.27745665 32.72254335],0
p10,1,0.073884,3.194543,[53  9] ; [104   7],[56.26589595  5.73410405] ; [100.73410405  10.26589595],0
v4,1,0.108977,2.568997,[58  4] ; [109   2],[59.84971098  2.15028902] ; [107.15028902   3.84971098],0
u3,1,0.124634,2.358101,[11  7] ; [12  2],[12.9375  5.0625] ; [10.0625  3.9375],0
a2,1,0.170453,1.878952,[14 48] ; [36 75],[17.91907514 44.08092486] ; [32.08092486 78.91907514],0
n3,1,0.195709,1.674107,[11  3] ; [9 7],[9.33333333 4.66666667] ; [10.66666667  5.33333333],0
p7,1,0.210523,1.567826,[47 15] ; [92 18],[50.10465116 11.89534884] ; [88.89534884 21.10465116],0
u1,1,0.210992,1.564604,[13 49] ; [33 78],[16.48554913 45.51445087] ; [29.51445087 81.48554913],0
r3,1,0.220946,1.498217,[57  4] ; [108   3],[58.51744186  2.48255814] ; [106.48255814   4.51744186],0
p11,1,0.232149,1.427649,[48 14] ; [94 17],[50.89017341 11.10982659] ; [91.10982659 19.89017341],0
s1,1,0.240514,1.377578,[ 4 58] ; [  3 106],[ 2.5380117 59.4619883] ; [  4.4619883 104.5380117],0
b5,1,0.251322,1.31594,[29 33] ; [62 49],[32.61271676 29.38728324] ; [58.38728324 52.61271676],0
p6,1,0.255986,1.290336,[32 30] ; [66 43],[35.53216374 26.46783626] ; [62.46783626 46.53216374],0
p9,1,0.27518,1.19074,[55  6] ; [105   6],[56.74418605  4.25581395] ; [103.25581395   7.74418605],0
s3,1,0.279736,1.168371,[39 23] ; [78 32],[42.1744186 19.8255814] ; [74.8255814 35.1744186],0
n1,1,0.295642,1.09375,[7 7] ; [11  5],[8.4 5.6] ; [9.6 6.4],0
p8,1,0.309402,1.033227,[40 21] ; [81 30],[42.9127907 18.0872093] ; [78.0872093 32.9127907],0
a5,1,0.310031,1.030545,[50 12] ; [96 15],[52.32369942  9.67630058] ; [93.67630058 17.32369942],0
b2,1,0.330264,0.947863,[13 22] ; [33 37],[15.33333333 19.66666667] ; [30.66666667 39.33333333],0
b3,1,0.330264,0.947863,[13 22] ; [33 37],[15.33333333 19.66666667] ; [30.66666667 39.33333333],0
a8,1,0.340344,0.909136,[ 5 54] ; [14 90],[ 6.87730061 52.12269939] ; [12.12269939 91.87730061],0
p12,1,0.389741,0.73975,[ 6 55] ; [16 95],[ 7.80232558 53.19767442] ; [14.19767442 96.80232558],0
s4,1,0.392395,0.731507,[17 44] ; [24 85],[14.71176471 46.28823529] ; [26.28823529 82.71176471],0
n2,1,0.464214,0.535714,[12  2] ; [15  1],[12.6  1.4] ; [14.4  1.6],0
d3,1,0.471318,0.518884,[45 17] ; [86 25],[46.94797688 15.05202312] ; [84.05202312 26.94797688],0
p5,1,0.502079,0.450539,[16 46] ; [34 77],[17.91907514 44.08092486] ; [32.08092486 78.91907514],0
s6,1,0.528184,0.397884,[53  6] ; [96 15],[51.71176471  7.28823529] ; [97.28823529 13.71176471],0
s7,1,0.585866,0.296846,[37 18] ; [75 30],[38.5 16.5] ; [73.5 31.5],0
d2,1,0.591099,0.28863,[32 30] ; [62 49],[33.68786127 28.31213873] ; [60.31213873 50.68786127],0
p4,1,0.656027,0.198386,[53  9] ; [92 19],[51.96531792 10.03468208] ; [93.03468208 17.96531792],0
r2,1,0.682317,0.167529,[60  2] ; [106   5],[59.49132948  2.50867052] ; [106.50867052   4.49132948],0
a7,1,0.683507,0.166205,[40 22] ; [75 36],[41.21387283 20.78612717] ; [73.78612717 37.21387283],0
a4,1,0.743724,0.106881,[34 28] ; [58 53],[32.97109827 29.02890173] ; [59.02890173 51.97109827],0
b4,1,0.758445,0.09457,[40 22] ; [69 42],[39.06358382 22.93641618] ; [69.93641618 41.06358382],0
p2,1,0.775522,0.081316,[55  7] ; [100  11],[55.54913295  6.45086705] ; [99.45086705 11.54913295],0
a6,1,0.806408,0.060056,[40 22] ; [73 37],[40.73255814 21.26744186] ; [72.26744186 37.73255814],0
u2,1,0.820627,0.051411,[11  7] ; [8 6],[10.6875  7.3125] ; [8.3125 5.6875],0
r4,1,0.872134,0.025904,[59  3] ; [105   6],[58.77456647  3.22543353] ; [105.22543353   5.77456647],0
p1,1,0.907057,0.013631,[10 52] ; [17 93],[ 9.73255814 52.26744186] ; [17.26744186 92.73255814],0
n6,1,0.913517,0.011795,[56  6] ; [99 10],[56.19883041  5.80116959] ; [98.80116959 10.19883041],0
r1,1,0.951782,0.003657,[52  9] ; [95 16],[52.13372093  8.86627907] ; [94.86627907 16.13372093],0
b1,1,0.958561,0.0027,[26 36] ; [47 64],[26.16184971 35.83815029] ; [46.83815029 64.16184971],0
a1,1,0.991956,0.000102,[ 5 57] ; [  9 102],[ 5.01734104 56.98265896] ; [  8.98265896 102.01734104],0
