Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,54.851106,[235  82] ; [52 86],[199.95384615 117.04615385] ; [87.04615385 50.95384615],1
a6,1,0.0,51.710528,[245  72] ; [59 79],[211.7978022 105.2021978] ; [92.2021978 45.7978022],1
d5,1,0.0,39.380153,[263  54] ; [76 62],[236.18241758  80.81758242] ; [102.81758242  35.18241758],1
r4,1,1e-06,25.231905,[273  45] ; [90 48],[253.14473684  64.85526316] ; [109.85526316  28.14473684],1
d1,1,1e-06,24.934066,[180 138] ; [43 95],[155.51315789 162.48684211] ; [67.48684211 70.51315789],1
r3,1,1e-06,23.828998,[296  21] ; [107  31],[280.77142857  36.22857143] ; [122.22857143  15.77142857],1
a2,1,3e-06,21.523034,[ 77 241] ; [  8 130],[ 59.27631579 258.72368421] ; [ 25.72368421 112.27631579],1
d4,1,1.7e-05,18.504055,[255  62] ; [84 53],[236.70264317  80.29735683] ; [102.29735683  34.70264317],1
r2,1,5.4e-05,16.287691,[292  24] ; [106  28],[279.48444444  36.51555556] ; [118.51555556  15.48444444],1
r1,1,7.4e-05,15.71007,[247  69] ; [83 55],[229.69162996  86.30837004] ; [100.30837004  37.69162996],1
v4,1,0.000125,14.709537,[294  24] ; [108  27],[282.1986755  35.8013245] ; [119.8013245  15.1986755],1
u1,1,0.000674,11.560052,[ 50 268] ; [  6 132],[ 39.05263158 278.94736842] ; [ 16.94736842 121.05263158],1
u3,1,0.003251,8.66072,[63 45] ; [17 34],[54.33962264 53.66037736] ; [25.66037736 25.33962264],0
p10,1,0.00369,8.430599,[235  79] ; [84 53],[222.09756098  91.90243902] ; [96.90243902 40.09756098],0
b5,1,0.004953,7.896509,[208 110] ; [71 67],[194.56578947 123.43421053] ; [84.43421053 53.56578947],0
b1,1,0.005114,7.838603,[108 210] ; [66 72],[121.34210526 196.65789474] ; [52.65789474 85.34210526],0
v2,1,0.005409,7.737327,[155 146] ; [48 82],[141.77030162 159.22969838] ; [61.22969838 68.77030162],0
p2,1,0.006238,7.480145,[241  76] ; [87 50],[229.02202643  87.97797357] ; [98.97797357 38.02202643],0
s6,1,0.013718,6.074088,[169 147] ; [56 81],[156.95364238 159.04635762] ; [68.04635762 68.95364238],0
a5,1,0.014048,6.03211,[222  96] ; [80 58],[210.60526316 107.39473684] ; [91.39473684 46.60526316],0
p9,1,0.015335,5.877513,[238  74] ; [88 47],[227.54362416  84.45637584] ; [98.45637584 36.54362416],0
b4,1,0.066294,3.37248,[193 125] ; [71 67],[184.10526316 133.89473684] ; [79.89473684 58.10526316],0
b3,1,0.070761,3.265271,[ 46 131] ; [33 57],[ 52.37078652 124.62921348] ; [26.62921348 63.37078652],0
b2,1,0.070761,3.265271,[ 46 131] ; [33 57],[ 52.37078652 124.62921348] ; [26.62921348 63.37078652],0
p11,1,0.071603,3.245895,[236  82] ; [91 47],[228.03947368  89.96052632] ; [98.96052632 39.03947368],0
p4,1,0.073019,3.213822,[143 174] ; [49 87],[134.35761589 182.64238411] ; [57.64238411 78.35761589],0
p8,1,0.113997,2.49792,[127 187] ; [45 93],[119.48672566 194.51327434] ; [52.51327434 85.48672566],0
s1,1,0.12968,2.296333,[  9 306] ; [  8 130],[ 11.82119205 303.17880795] ; [  5.17880795 132.82119205],0
a8,1,0.144109,2.133521,[ 40 251] ; [ 11 116],[ 35.50478469 255.49521531] ; [ 15.49521531 111.50478469],0
p7,1,0.149686,2.075446,[153 160] ; [56 79],[146.02008929 166.97991071] ; [62.97991071 72.02008929],0
n6,1,0.21299,1.550989,[242  75] ; [97 40],[236.70264317  80.29735683] ; [102.29735683  34.70264317],0
p3,1,0.222905,1.48557,[116 201] ; [42 95],[110.3215859 206.6784141] ; [47.6784141 89.3215859],0
p12,1,0.230689,1.436609,[ 11 304] ; [  2 136],[  9.0397351 305.9602649] ; [  3.9602649 134.0397351],0
u2,1,0.284246,1.146675,[58 49] ; [23 28],[54.85443038 52.14556962] ; [26.14556962 24.85443038],0
n3,1,0.305249,1.051122,[54 25] ; [31 21],[51.25954198 27.74045802] ; [33.74045802 18.25954198],0
a1,1,0.332367,0.939654,[ 12 306] ; [  8 130],[ 13.94736842 304.05263158] ; [  6.05263158 131.94736842],0
u4,1,0.353763,0.859913,[  6 312] ; [  1 137],[  4.88157895 313.11842105] ; [  2.11842105 135.88157895],0
s2,1,0.403275,0.698541,[112 204] ; [43 94],[108.12362031 207.87637969] ; [46.87637969 90.12362031],0
n2,1,0.42294,0.642133,[55 24] ; [34 20],[52.86466165 26.13533835] ; [36.13533835 17.86466165],0
n1,1,0.4693,0.523624,[25 54] ; [20 33],[26.93181818 52.06818182] ; [18.06818182 34.93181818],0
p5,1,0.50502,0.444371,[ 10 305] ; [  6 129],[ 11.2 303.8] ; [  4.8 130.2],0
s4,1,0.539386,0.376679,[ 37 279] ; [ 19 119],[ 38.97797357 277.02202643] ; [ 17.02202643 120.97797357],0
v3,1,0.554375,0.349538,[104 200] ; [41 90],[101.33333333 202.66666667] ; [43.66666667 87.33333333],0
a3,1,0.567998,0.326044,[208 108] ; [87 51],[205.33039648 110.66960352] ; [89.66960352 48.33039648],0
d2,1,0.570752,0.321425,[134 183] ; [54 83],[131.26872247 185.73127753] ; [56.73127753 80.26872247],0
s7,1,0.660951,0.19237,[ 98 204] ; [45 85],[ 99.96759259 202.03240741] ; [43.03240741 86.96759259],0
a4,1,0.670633,0.180862,[122 194] ; [50 87],[119.98233996 196.01766004] ; [52.01766004 84.98233996],0
n4,1,0.683433,0.166287,[222  95] ; [94 44],[220.15824176  96.84175824] ; [95.84175824 42.15824176],0
s3,1,0.697498,0.151088,[142 171] ; [59 77],[140.11804009 172.88195991] ; [60.88195991 75.11804009],0
p1,1,0.747902,0.103302,[ 16 300] ; [  8 130],[ 16.70484581 299.29515419] ; [  7.29515419 130.70484581],0
v1,1,0.841348,0.040068,[130 175] ; [57 80],[129.03846154 175.96153846] ; [57.96153846 79.03846154],0
n5,1,0.851785,0.03491,[214 102] ; [94 43],[214.85209713 101.14790287] ; [93.14790287 43.85209713],0
s8,1,0.922924,0.009361,[ 91 226] ; [39 99],[ 90.57142857 226.42857143] ; [39.42857143 98.57142857],0
