Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,152.291083,[206  71] ; [ 22 141],[143.53636364 133.46363636] ; [84.46363636 78.53636364],1
d3,1,0.0,147.708954,[247  30] ; [ 55 109],[189.69160998  87.30839002] ; [112.30839002  51.69160998],1
d4,1,0.0,126.27021,[273   3] ; [95 69],[230.83636364  45.16363636] ; [137.16363636  26.83636364],1
d5,1,0.0,113.43975,[272   4] ; [99 65],[232.71818182  43.28181818] ; [138.28181818  25.71818182],1
a2,1,0.0,55.926215,[107 170] ; [ 10 154],[ 73.48979592 203.51020408] ; [ 43.51020408 120.48979592],1
u1,1,0.0,55.534109,[ 93 184] ; [  5 159],[ 61.55555556 215.44444444] ; [ 36.44444444 127.55555556],1
a4,1,0.0,49.487496,[168 108] ; [ 43 121],[132.35454545 143.64545455] ; [78.64545455 85.35454545],1
a5,1,0.0,35.364621,[240  37] ; [102  62],[214.81632653  62.18367347] ; [127.18367347  36.81632653],1
a3,1,0.0,32.423033,[230  45] ; [97 67],[204.8405467  70.1594533] ; [122.1594533  41.8405467],1
s8,1,4e-06,21.120264,[167 108] ; [ 62 101],[143.77853881 131.22146119] ; [85.22146119 77.77853881],1
s2,1,0.00014,14.504345,[168 107] ; [69 94],[148.80136986 126.19863014] ; [88.19863014 74.80136986],1
p10,1,0.00022,13.649915,[249  26] ; [126  36],[235.98398169  39.01601831] ; [139.01601831  22.98398169],1
p9,1,0.000398,12.541607,[255  20] ; [133  30],[243.60730594  31.39269406] ; [144.39269406  18.60730594],1
p4,1,0.000728,11.41555,[236  41] ; [118  46],[222.3537415  54.6462585] ; [131.6462585  32.3537415],1
r1,1,0.00304,8.783561,[239  37] ; [123  40],[227.58997722  48.41002278] ; [134.41002278  28.58997722],0
v1,1,0.003229,8.673494,[176  91] ; [83 78],[161.57242991 105.42757009] ; [97.42757009 63.57242991],0
s5,1,0.007413,7.170142,[119 145] ; [ 50 107],[105.97624703 158.02375297] ; [63.02375297 93.97624703],0
s6,1,0.008339,6.959095,[208  65] ; [103  57],[196.08083141  76.91916859] ; [114.91916859  45.08083141],0
s7,1,0.009279,6.768384,[161  97] ; [77 79],[148.31884058 109.68115942] ; [89.68115942 66.31884058],0
a6,1,0.014,6.038206,[201  75] ; [101  63],[189.43636364  86.56363636] ; [112.56363636  51.43636364],0
s3,1,0.020524,5.366744,[172 103] ; [83 79],[160.46910755 114.53089245] ; [94.53089245 67.46910755],0
a7,1,0.030953,4.655543,[213  64] ; [110  53],[203.34318182  73.65681818] ; [119.65681818  43.34318182],0
r2,1,0.031905,4.603574,[269   6] ; [152  10],[264.93135011  10.06864989] ; [156.06864989   5.93135011],0
v2,1,0.035584,4.416932,[174  96] ; [85 72],[163.7704918 106.2295082] ; [95.2295082 61.7704918],0
p8,1,0.050055,3.839608,[190  85] ; [97 65],[180.60640732  94.39359268] ; [106.39359268  55.60640732],0
n6,1,0.054444,3.699025,[247  28] ; [137  27],[240.54669704  34.45330296] ; [143.45330296  20.54669704],0
n4,1,0.058198,3.588009,[235  41] ; [128  36],[227.7  48.3] ; [135.3  28.7],0
p6,1,0.058562,3.577658,[140 133] ; [67 93],[130.51039261 142.48960739] ; [76.48960739 83.51039261],0
p12,1,0.065323,3.396812,[ 36 240] ; [ 12 151],[ 30.17767654 245.82232346] ; [ 17.82232346 145.17767654],0
p2,1,0.081828,3.02821,[249  27] ; [138  25],[243.30751708  32.69248292] ; [143.69248292  19.30751708],0
u3,1,0.107641,2.588518,[34 13] ; [38 28],[29.94690265 17.05309735] ; [42.05309735 23.94690265],0
u2,1,0.108953,2.56934,[31 16] ; [33 32],[26.85714286 20.14285714] ; [37.14285714 27.85714286],0
r4,1,0.114632,2.489167,[265  12] ; [151  13],[261.29705215  15.70294785] ; [154.70294785   9.29705215],0
v3,1,0.123544,2.371809,[128 137] ; [65 95],[120.34117647 144.65882353] ; [72.65882353 87.34117647],0
n5,1,0.132941,2.257818,[223  53] ; [121  41],[216.76712329  59.23287671] ; [127.23287671  34.76712329],0
n1,1,0.29972,1.075438,[21 24] ; [10 19],[18.85135135 26.14864865] ; [12.14864865 16.85135135],0
b5,1,0.310906,1.026822,[164 113] ; [89 75],[158.9138322 118.0861678] ; [94.0861678 69.9138322],0
s4,1,0.325642,0.966151,[ 52 221] ; [ 25 138],[ 48.21330275 224.78669725] ; [ 28.78669725 134.21330275],0
n3,1,0.346745,0.885335,[33 12] ; [24  5],[34.66216216 10.33783784] ; [22.33783784  6.66216216],0
b1,1,0.387589,0.746492,[115 162] ; [75 89],[119.34240363 157.65759637] ; [70.65759637 93.34240363],0
a1,1,0.401625,0.703454,[ 19 258] ; [  8 156],[ 16.95918367 260.04081633] ; [ 10.04081633 153.95918367],0
r3,1,0.443915,0.586142,[268   8] ; [157   7],[266.59090909   9.40909091] ; [158.40909091   5.59090909],0
a8,1,0.452117,0.565339,[ 33 211] ; [ 17 138],[ 30.5764411 213.4235589] ; [ 19.4235589 135.5764411],0
p7,1,0.583486,0.300632,[211  63] ; [121  41],[208.64220183  65.35779817] ; [123.35779817  38.64220183],0
n2,1,0.599567,0.275649,[35 10] ; [21  8],[34.05405405 10.94594595] ; [21.94594595  7.05405405],0
b2,1,0.642784,0.21512,[ 77 108] ; [38 60],[ 75.17667845 109.82332155] ; [39.82332155 58.17667845],0
b3,1,0.642784,0.21512,[ 77 108] ; [38 60],[ 75.17667845 109.82332155] ; [39.82332155 58.17667845],0
b4,1,0.715041,0.133293,[162 115] ; [93 71],[160.17006803 116.82993197] ; [94.82993197 69.17006803],0
p11,1,0.794879,0.06759,[227  50] ; [136  28],[228.00680272  48.99319728] ; [134.99319728  29.00680272],0
s1,1,0.919643,0.010178,[  8 268] ; [  5 158],[  8.17312073 267.82687927] ; [  4.82687927 158.17312073],0
p1,1,0.933269,0.007011,[ 33 242] ; [ 20 143],[ 33.27625571 241.72374429] ; [ 19.72374429 143.27625571],0
p5,1,0.957712,0.002812,[ 49 225] ; [ 29 135],[ 48.79452055 225.20547945] ; [ 29.20547945 134.79452055],0
