Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.122899,[96 23] ; [ 2 11],[88.34848485 30.65151515] ; [9.65151515 3.34848485],1
v4,1,4.2e-05,16.794681,[106  13] ; [6 7],[100.96969697  18.03030303] ; [11.03030303  1.96969697],1
r1,1,0.001734,9.811626,[87 32] ; [4 9],[82.03787879 36.96212121] ; [8.96212121 4.03787879],0
p10,1,0.001792,9.751128,[71 46] ; [ 2 11],[65.7 51.3] ; [7.3 5.7],0
r3,1,0.002659,9.027537,[103  16] ; [7 6],[99.16666667 19.83333333] ; [10.83333333  2.16666667],0
a8,1,0.005344,7.759088,[  5 109] ; [3 9],[  7.23809524 106.76190476] ; [ 0.76190476 11.23809524],0
s2,1,0.005548,7.691387,[57 62] ; [ 1 12],[52.28787879 66.71212121] ; [5.71212121 7.28787879],0
n6,1,0.008307,6.966073,[87 31] ; [5 8],[82.87022901 35.12977099] ; [9.12977099 3.87022901],0
p9,1,0.008974,6.82806,[74 42] ; [3 9],[69.78125 46.21875] ; [7.21875 4.78125],0
s7,1,0.022807,5.183125,[53 59] ; [1 9],[49.57377049 62.42622951] ; [4.42622951 5.57377049],0
s6,1,0.044714,4.029387,[70 47] ; [4 9],[66.6 50.4] ; [7.4 5.6],0
d1,1,0.051732,3.784413,[86 33] ; [6 7],[82.93939394 36.06060606] ; [9.06060606 3.93939394],0
d2,1,0.094735,2.792023,[73 44] ; [5 8],[70.2 46.8] ; [7.8 5.2],0
a3,1,0.107419,2.591791,[89 30] ; [7 6],[86.54545455 32.45454545] ; [9.45454545 3.54545455],0
p11,1,0.11495,2.484819,[64 55] ; [4 9],[61.3030303 57.6969697] ; [6.6969697 6.3030303],0
d3,1,0.130021,2.292253,[80 39] ; [6 7],[77.53030303 41.46969697] ; [8.46969697 4.53030303],0
p4,1,0.133982,2.245753,[43 76] ; [ 2 11],[40.56818182 78.43181818] ; [4.43181818 8.56818182],0
a4,1,0.149037,2.082076,[70 48] ; [5 8],[67.55725191 50.44274809] ; [7.44274809 5.55725191],0
u2,1,0.154398,2.028257,[15 14] ; [5 1],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
b1,1,0.160569,1.968856,[58 61] ; [9 4],[60.40151515 58.59848485] ; [6.59848485 6.40151515],0
s4,1,0.242238,1.367521,[25 92] ; [ 1 12],[23.4 93.6] ; [ 2.6 10.4],0
p8,1,0.251703,1.313829,[25 94] ; [ 1 12],[23.43939394 95.56060606] ; [ 2.56060606 10.43939394],0
v1,1,0.266276,1.23583,[45 71] ; [ 3 10],[43.1627907 72.8372093] ; [4.8372093 8.1627907],0
u1,1,0.329921,0.94921,[22 97] ; [ 1 12],[20.73484848 98.26515152] ; [ 2.26515152 10.73484848],0
s3,1,0.334997,0.929484,[57 62] ; [4 8],[55.41221374 63.58778626] ; [5.58778626 6.41221374],0
a5,1,0.340075,0.910149,[88 31] ; [8 5],[86.54545455 32.45454545] ; [9.45454545 3.54545455],0
n3,1,0.355125,0.85506,[29 19] ; [1 2],[28.23529412 19.76470588] ; [1.76470588 1.23529412],0
a2,1,0.399094,0.711054,[31 88] ; [ 2 11],[29.75 89.25] ; [3.25 9.75],0
v3,1,0.406807,0.688112,[38 72] ; [ 3 10],[36.66666667 73.33333333] ; [4.33333333 8.66666667],0
u3,1,0.437813,0.602007,[20 10] ; [3 3],[19.16666667 10.83333333] ; [3.83333333 2.16666667],0
v2,1,0.451106,0.56787,[60 53] ; [5 7],[58.76 54.24] ; [6.24 5.76],0
b4,1,0.467347,0.528241,[70 49] ; [9 4],[71.21969697 47.78030303] ; [7.78030303 5.21969697],0
p7,1,0.477141,0.505391,[38 78] ; [ 3 10],[36.86821705 79.13178295] ; [4.13178295 8.86821705],0
a6,1,0.517117,0.41964,[75 44] ; [7 6],[73.92424242 45.07575758] ; [8.07575758 4.92424242],0
n4,1,0.557688,0.343722,[74 45] ; [7 6],[73.02272727 45.97727273] ; [7.97727273 5.02272727],0
p3,1,0.582396,0.302378,[39 80] ; [3 9],[38.15267176 80.84732824] ; [3.84732824 8.15267176],0
n5,1,0.599336,0.275998,[73 46] ; [7 6],[72.12121212 46.87878788] ; [7.87878788 5.12121212],0
d4,1,0.704168,0.144172,[105  14] ; [11  2],[104.57575758  14.42424242] ; [11.42424242  1.57575758],0
b2,1,0.759174,0.093982,[27 50] ; [4 6],[27.43678161 49.56321839] ; [3.56321839 6.43678161],0
b3,1,0.759174,0.093982,[27 50] ; [4 6],[27.43678161 49.56321839] ; [3.56321839 6.43678161],0
a1,1,0.783479,0.075509,[ 12 107] ; [ 1 12],[ 11.71969697 107.28030303] ; [ 1.28030303 11.71969697],0
a7,1,0.790159,0.070811,[78 41] ; [9 4],[78.43181818 40.56818182] ; [8.56818182 4.43181818],0
p5,1,0.814197,0.055232,[  7 109] ; [ 1 12],[  7.19379845 108.80620155] ; [ 0.80620155 12.19379845],0
p1,1,0.895228,0.017343,[  8 111] ; [ 1 12],[  8.11363636 110.88636364] ; [ 0.88636364 12.11363636],0
s1,1,0.901738,0.015244,[  8 110] ; [ 1 12],[  8.10687023 109.89312977] ; [ 0.89312977 12.10687023],0
b5,1,0.963614,0.002081,[74 45] ; [8 5],[73.92424242 45.07575758] ; [8.07575758 4.92424242],0
