Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9.7e-05,15.191155,[35 15] ; [108 161],[22.4137931 27.5862069] ; [120.5862069 148.4137931],1
s5,1,0.001948,9.597849,[19 26] ; [ 54 205],[10.80592105 34.19407895] ; [ 62.19407895 196.80592105],0
s6,1,0.00303,8.789585,[39 11] ; [150 120],[29.53125 20.46875] ; [159.46875 110.53125],0
s3,1,0.013773,6.067051,[33 18] ; [123 145],[24.94043887 26.05956113] ; [131.05956113 136.94043887],0
v3,1,0.049758,3.849593,[11 41] ; [ 89 164],[17.04918033 34.95081967] ; [ 82.95081967 170.04918033],0
d3,1,0.054911,3.684794,[40 13] ; [167 104],[33.86111111 19.13888889] ; [173.13888889  97.86111111],0
b3,1,0.056534,3.63625,[ 5 20] ; [61 92],[ 9.26966292 15.73033708] ; [56.73033708 96.26966292],0
b2,1,0.056534,3.63625,[ 5 20] ; [61 92],[ 9.26966292 15.73033708] ; [56.73033708 96.26966292],0
p2,1,0.06659,3.365148,[31 22] ; [193  78],[36.64197531 16.35802469] ; [187.35802469  83.64197531],0
p11,1,0.09662,2.76047,[31 22] ; [190  81],[36.15123457 16.84876543] ; [184.84876543  86.15123457],0
p8,1,0.136939,2.21202,[ 9 44] ; [ 72 198],[13.29102167 39.70897833] ; [ 67.70897833 202.29102167],0
p5,1,0.152191,2.050155,[ 1 52] ; [ 19 249],[ 3.30218069 49.69781931] ; [ 16.69781931 251.30218069],0
a7,1,0.15751,1.99797,[42 11] ; [188  82],[37.73993808 15.26006192] ; [192.26006192  77.73993808],0
b5,1,0.157567,1.997424,[39 14] ; [172  99],[34.5154321 18.4845679] ; [176.4845679  94.5154321],0
b1,1,0.164089,1.936137,[15 38] ; [104 167],[19.46604938 33.53395062] ; [ 99.53395062 171.46604938],0
b4,1,0.185578,1.752375,[37 16] ; [163 108],[32.71604938 20.28395062] ; [167.28395062 103.71604938],0
p1,1,0.187089,1.740391,[ 2 51] ; [ 25 245],[ 4.43034056 48.56965944] ; [ 22.56965944 247.43034056],0
n4,1,0.19434,1.684408,[33 20] ; [193  78],[36.9691358 16.0308642] ; [189.0308642  81.9691358],0
v1,1,0.240431,1.378063,[20 33] ; [121 139],[23.87539936 29.12460064] ; [117.12460064 142.87539936],0
r4,1,0.251583,1.314494,[48  5] ; [229  42],[45.3117284  7.6882716] ; [231.6882716  39.3117284],0
n5,1,0.271801,1.207633,[32 21] ; [184  86],[35.44272446 17.55727554] ; [180.55727554  89.44272446],0
n6,1,0.323447,0.974955,[45  8] ; [214  57],[42.36728395 10.63271605] ; [216.63271605  54.36728395],0
p12,1,0.348435,0.87915,[ 2 50] ; [ 20 249],[ 3.56386293 48.43613707] ; [ 18.43613707 250.56386293],0
d5,1,0.362713,0.828478,[38 15] ; [210  61],[40.56790123 12.43209877] ; [207.43209877  63.56790123],0
u1,1,0.36377,0.824837,[10 43] ; [ 38 233],[ 7.85185185 45.14814815] ; [ 40.14814815 230.85185185],0
v2,1,0.405594,0.691678,[22 30] ; [124 131],[24.72964169 27.27035831] ; [121.27035831 133.72964169],0
r1,1,0.413024,0.670079,[37 16] ; [203  67],[39.38080495 13.61919505] ; [200.61919505  69.38080495],0
r2,1,0.443523,0.587151,[50  2] ; [253  18],[48.78018576  3.21981424] ; [254.21981424  16.78018576],0
n2,1,0.472202,0.516818,[14  4] ; [61 27],[12.73584906  5.26415094] ; [62.26415094 25.73584906],0
a8,1,0.481519,0.495421,[ 3 44] ; [ 24 226],[ 4.27272727 42.72727273] ; [ 22.72727273 227.27272727],0
a6,1,0.49037,0.475714,[33 20] ; [182  89],[35.16975309 17.83024691] ; [179.83024691  91.16975309],0
n1,1,0.525904,0.402299,[ 6 12] ; [36 51],[ 7.2 10.8] ; [34.8 52.2],0
p3,1,0.563357,0.333926,[15 38] ; [ 87 182],[16.78881988 36.21118012] ; [ 85.21118012 183.78881988],0
p4,1,0.617577,0.249288,[21 32] ; [117 153],[22.64396285 30.35603715] ; [115.35603715 154.64396285],0
a2,1,0.620283,0.245471,[ 9 44] ; [ 54 217],[10.30555556 42.69444444] ; [ 52.69444444 218.30555556],0
u3,1,0.640081,0.218637,[13  6] ; [59 35],[12.10619469  6.89380531] ; [59.89380531 34.10619469],0
d1,1,0.659456,0.194185,[27 26] ; [147 124],[28.46296296 24.53703704] ; [145.53703704 125.46296296],0
u2,1,0.662789,0.190153,[10  9] ; [54 39],[10.85714286  8.14285714] ; [53.14285714 39.85714286],0
s7,1,0.668623,0.183217,[21 30] ; [ 98 160],[19.6407767 31.3592233] ; [ 99.3592233 158.6407767],0
d4,1,0.669594,0.182078,[43 10] ; [212  58],[41.84210526 11.15789474] ; [213.15789474  56.84210526],0
s1,1,0.686759,0.162617,[ 3 49] ; [ 12 256],[ 2.4375 49.5625] ; [ 12.5625 255.4375],0
p6,1,0.695715,0.152968,[ 9 44] ; [ 40 229],[ 8.06521739 44.93478261] ; [ 40.93478261 228.06521739],0
s8,1,0.722917,0.125715,[20 33] ; [ 95 175],[18.86996904 34.13003096] ; [ 96.13003096 173.86996904],0
a1,1,0.751793,0.100031,[ 2 51] ; [  8 263],[ 1.63580247 51.36419753] ; [  8.36419753 262.63580247],0
d2,1,0.779058,0.078707,[24 29] ; [127 141],[24.93146417 28.06853583] ; [126.06853583 141.93146417],0
r3,1,0.828557,0.046895,[48  5] ; [247  23],[48.40557276  4.59442724] ; [246.59442724  23.40557276],0
a3,1,0.844267,0.038588,[34 19] ; [177  93],[34.62229102 18.37770898] ; [176.37770898  93.62229102],0
p10,1,0.852003,0.034806,[36 16] ; [189  79],[36.5625 15.4375] ; [188.4375  79.5625],0
a4,1,0.871303,0.026245,[24 29] ; [119 151],[23.46439628 29.53560372] ; [119.53560372 150.46439628],0
a5,1,0.876727,0.024062,[36 17] ; [187  84],[36.47839506 16.52160494] ; [186.52160494  84.47839506],0
p9,1,0.876827,0.024023,[40 11] ; [206  60],[39.57728707 11.42271293] ; [206.42271293  59.57728707],0
n3,1,0.974754,0.001001,[12  6] ; [57 29],[11.94230769  6.05769231] ; [57.05769231 28.94230769],0
