Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,53.171013,[102 149] ; [256 109],[145.87337662 105.12662338] ; [212.12662338 152.87337662],1
v3,1,0.0,31.447802,[ 78 178] ; [194 171],[112.12882448 143.87117552] ; [159.87117552 205.12882448],1
p4,1,1.4e-05,18.92669,[142 119] ; [265 107],[167.81516588  93.18483412] ; [239.18483412 132.81516588],1
s8,1,6e-05,16.107444,[100 163] ; [201 170],[124.86277603 138.13722397] ; [176.13722397 194.86277603],1
p3,1,0.000111,14.940496,[114 147] ; [221 152],[137.91009464 123.08990536] ; [197.08990536 175.91009464],1
p7,1,0.000134,14.587074,[151 106] ; [267  97],[172.98872786  84.01127214] ; [245.01127214 118.98872786],1
p10,1,0.000377,12.640405,[207  53] ; [332  38],[222.44444444  37.55555556] ; [316.55555556  53.44444444],1
p6,1,0.000622,11.70819,[ 83 177] ; [167 200],[103.66826156 156.33173844] ; [146.33173844 220.66826156],1
p8,1,0.002322,9.275669,[126 133] ; [223 143],[144.6256 114.3744] ; [204.3744 161.6256],0
p2,1,0.002408,9.208994,[208  53] ; [330  43],[221.47949527  39.52050473] ; [316.52050473  56.47949527],0
s5,1,0.002747,8.968391,[ 72 182] ; [145 217],[ 89.47727273 164.52272727] ; [127.52272727 234.47727273],0
d1,1,0.003052,8.77597,[140 123] ; [244 132],[158.04694836 104.95305164] ; [225.95305164 150.04694836],0
p9,1,0.003349,8.606723,[215  44] ; [337  34],[226.93333333  32.06666667] ; [325.06666667  45.93333333],0
a3,1,0.003409,8.574514,[175  87] ; [289  85],[191.14465409  70.85534591] ; [272.85534591 101.14465409],0
r1,1,0.006627,7.371385,[203  60] ; [320  54],[215.93249608  47.06750392] ; [307.06750392  66.93249608],0
p5,1,0.007538,7.14002,[ 23 238] ; [ 60 313],[ 34.16876972 226.83123028] ; [ 48.83123028 324.16876972],0
d4,1,0.013107,6.154549,[201  59] ; [318  56],[212.83911672  47.16088328] ; [306.16088328  67.83911672],0
