Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.107936,2.584189,[ 5 12] ; [4 2],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
d3,1,0.123324,2.374585,[9 8] ; [1 5],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
s3,1,0.18262,1.776169,[ 6 11] ; [4 2],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
p8,1,0.189717,1.71981,[9 8] ; [5 1],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
s4,1,0.225709,1.4677,[ 4 13] ; [3 3],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
n4,1,0.225709,1.4677,[13  4] ; [3 3],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
a8,1,0.230785,1.436017,[ 2 15] ; [2 4],[ 2.95652174 14.04347826] ; [1.04347826 4.95652174],0
r1,1,0.362656,0.828676,[ 5 12] ; [3 3],[ 5.91304348 11.08695652] ; [2.08695652 3.91304348],0
r4,1,0.362656,0.828676,[ 5 12] ; [3 3],[ 5.91304348 11.08695652] ; [2.08695652 3.91304348],0
b4,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
d2,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
a4,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
d1,1,0.393921,0.726803,[ 6 11] ; [1 5],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
a3,1,0.408451,0.683304,[9 8] ; [2 4],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
b5,1,0.408451,0.683304,[9 8] ; [2 4],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
p2,1,0.423206,0.641394,[14  3] ; [4 2],[13.30434783  3.69565217] ; [4.69565217 1.30434783],0
a6,1,0.525718,0.402661,[11  6] ; [3 3],[10.34782609  6.65217391] ; [3.65217391 2.34782609],0
d5,1,0.541045,0.373606,[12  5] ; [5 1],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
r3,1,0.541045,0.373606,[12  5] ; [5 1],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
s8,1,0.638227,0.221069,[ 4 13] ; [2 4],[ 4.43478261 12.56521739] ; [1.56521739 4.43478261],0
s7,1,0.648077,0.208333,[ 6 10] ; [2 2],[6.4 9.6] ; [1.6 2.4],0
a5,1,0.707787,0.140498,[10  7] ; [3 3],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
s2,1,0.707787,0.140498,[ 7 10] ; [3 3],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
a7,1,0.735039,0.114535,[ 7 10] ; [2 4],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
v1,1,0.735039,0.114535,[ 7 10] ; [2 4],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
v2,1,0.847516,0.036975,[ 6 11] ; [2 3],[ 6.18181818 10.81818182] ; [1.81818182 3.18181818],0
d4,1,0.857561,0.032213,[12  5] ; [4 2],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
n5,1,0.857561,0.032213,[12  5] ; [4 2],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
s5,1,0.857561,0.032213,[ 5 12] ; [2 4],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
v4,1,0.857561,0.032213,[12  5] ; [4 2],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
p9,1,0.857561,0.032213,[12  5] ; [4 2],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
p11,1,0.857561,0.032213,[12  5] ; [4 2],[11.82608696  5.17391304] ; [4.17391304 1.82608696],0
s6,1,0.901321,0.015374,[9 8] ; [3 3],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
v3,1,0.930912,0.007516,[ 6 11] ; [2 4],[ 5.91304348 11.08695652] ; [2.08695652 3.91304348],0
p10,1,0.930912,0.007516,[11  6] ; [4 2],[11.08695652  5.91304348] ; [3.91304348 2.08695652],0
u3,1,1.0,0.0,[4 4] ; [2 2],[4. 4.] ; [2. 2.],0
