Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,33.591399,[124  51] ; [63 97],[97.68656716 77.31343284] ; [89.31343284 70.68656716],1
p2,1,0.0,31.753955,[154  18] ; [105  60],[132.18991098  39.81008902] ; [126.81008902  38.18991098],1
p3,1,1e-06,24.644236,[99 73] ; [ 51 115],[76.33136095 95.66863905] ; [73.66863905 92.33136095],1
p7,1,8e-06,19.847986,[117  55] ; [72 92],[96.75 75.25] ; [92.25 71.75],1
v3,1,0.000128,14.665441,[80 90] ; [ 43 118],[ 63.17220544 106.82779456] ; [ 59.82779456 101.17220544],1
s6,1,0.000162,14.22435,[93 78] ; [ 56 109],[75.83035714 95.16964286] ; [73.16964286 91.83035714],1
p4,1,0.000189,13.942133,[110  63] ; [71 93],[92.91691395 80.08308605] ; [88.08308605 75.91691395],1
n5,1,0.000257,13.357573,[133  42] ; [94 70],[117.18289086  57.81710914] ; [109.81710914  54.18289086],1
p9,1,0.000324,12.927328,[147  25] ; [114  51],[133.21068249  38.78931751] ; [127.78931751  37.21068249],1
p6,1,0.000369,12.681592,[ 68 102] ; [ 36 128],[ 52.93413174 117.06586826] ; [ 51.06586826 112.93413174],1
p8,1,0.000544,11.958751,[97 73] ; [ 63 102],[81.19402985 88.80597015] ; [78.80597015 86.19402985],1
r1,1,0.001516,10.058622,[145  29] ; [114  52],[132.54705882  41.45294118] ; [126.45294118  39.54705882],0
p10,1,0.005562,7.686897,[140  32] ; [112  52],[129.  43.] ; [123.  41.],0
r4,1,0.007993,7.03513,[158  17] ; [133  33],[149.34017595  25.65982405] ; [141.65982405  24.34017595],0
u1,1,0.015697,5.836454,[ 37 138] ; [ 19 147],[ 28.73900293 146.26099707] ; [ 27.26099707 138.73900293],0
b3,1,0.016911,5.705589,[47 59] ; [27 69],[38.83168317 67.16831683] ; [35.16831683 60.83168317],0
b2,1,0.016911,5.705589,[47 59] ; [27 69],[38.83168317 67.16831683] ; [35.16831683 60.83168317],0
v4,1,0.018782,5.521677,[167   8] ; [147  19],[161.14369501  13.85630499] ; [152.85630499  13.14369501],0
