Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.979483,[309 177] ; [76  9],[327.6882662 158.3117338] ; [57.3117338 27.6882662],1
p7,1,0.563098,0.334368,[328 150] ; [61 24],[330.26998224 147.73001776] ; [58.73001776 26.26998224],0
s1,1,0.585606,0.297258,[ 12 474] ; [ 3 83],[ 12.74475524 473.25524476] ; [ 2.25524476 83.74475524],0
a6,1,0.660817,0.192533,[350 141] ; [60 27],[348.28719723 142.71280277] ; [61.71280277 25.28719723],0
a3,1,0.6773,0.173181,[357 135] ; [65 22],[358.59067358 133.40932642] ; [63.40932642 23.59067358],0
b1,1,0.70624,0.142062,[175 319] ; [29 58],[173.45266781 320.54733219] ; [30.54733219 56.45266781],0
p5,1,0.753275,0.098799,[ 62 426] ; [10 77],[ 61.10608696 426.89391304] ; [10.89391304 76.10608696],0
p8,1,0.790005,0.070918,[279 204] ; [51 35],[280.12302285 202.87697715] ; [49.87697715 36.12302285],0
a1,1,0.79117,0.070114,[ 20 474] ; [ 3 84],[ 19.55593804 474.44406196] ; [ 3.44406196 83.55593804],0
b4,1,0.797407,0.065897,[288 206] ; [52 35],[289.08777969 204.91222031] ; [50.91222031 36.08777969],0
p12,1,0.852699,0.034476,[ 48 440] ; [ 8 79],[ 47.52695652 440.47304348] ; [ 8.47304348 78.52695652],0
p1,1,0.867161,0.027978,[ 42 447] ; [ 7 80],[ 41.59895833 447.40104167] ; [ 7.40104167 79.59895833],0
n3,1,0.867878,0.027674,[64 24] ; [9 3],[64.24 23.76] ; [8.76 3.24],0
d1,1,0.896951,0.016774,[303 191] ; [54 33],[303.54216867 190.45783133] ; [53.45783133 33.54216867],0
n5,1,0.89987,0.015832,[380 110] ; [68 19],[380.45060659 109.54939341] ; [67.54939341 19.45060659],0
n1,1,0.91846,0.01048,[31 58] ; [4 8],[30.84158416 58.15841584] ; [4.15841584 7.84158416],0
a4,1,0.936954,0.006257,[228 263] ; [40 47],[227.66089965 263.33910035] ; [40.33910035 46.66089965],0
a2,1,0.970557,0.001362,[124 370] ; [22 65],[124.13769363 369.86230637] ; [21.86230637 65.13769363],0
u3,1,0.990423,0.000144,[87 50] ; [14  8],[87.02515723 49.97484277] ; [13.97484277  8.02515723],0
