Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.97583,[ 5 37] ; [77 16],[25.51111111 16.48888889] ; [56.48888889 36.51111111],1
p8,1,0.059926,3.539425,[ 7 34] ; [30 61],[11.49242424 29.50757576] ; [25.50757576 65.49242424],0
b3,1,0.06333,3.447948,[13 15] ; [12 35],[ 9.33333333 18.66666667] ; [15.66666667 31.33333333],0
b2,1,0.06333,3.447948,[13 15] ; [12 35],[ 9.33333333 18.66666667] ; [15.66666667 31.33333333],0
v1,1,0.074067,3.190512,[ 9 33] ; [34 58],[13.47761194 28.52238806] ; [29.52238806 62.47761194],0
u1,1,0.074164,3.188364,[ 1 41] ; [11 82],[ 3.73333333 38.26666667] ; [ 8.26666667 84.73333333],0
s3,1,0.080199,3.06087,[ 6 34] ; [27 65],[10. 30.] ; [23. 69.],0
p9,1,0.080525,3.054274,[13 26] ; [45 45],[17.53488372 21.46511628] ; [40.46511628 49.53488372],0
a5,1,0.084104,2.983756,[20 22] ; [59 34],[24.57777778 17.42222222] ; [54.42222222 38.57777778],0
d1,1,0.109597,2.560024,[15 27] ; [47 46],[19.28888889 22.71111111] ; [42.71111111 50.28888889],0
u3,1,0.116563,2.462908,[ 4 13] ; [17 20],[ 6.61111111 10.38888889] ; [14.38888889 22.61111111],0
s5,1,0.170635,1.877355,[ 4 38] ; [17 73],[ 6.68181818 35.31818182] ; [14.31818182 75.68181818],0
s7,1,0.204887,1.607192,[ 5 34] ; [20 69],[ 7.6171875 31.3828125] ; [17.3828125 71.6171875],0
n3,1,0.206102,1.598595,[10 13] ; [20 13],[12.32142857 10.67857143] ; [17.67857143 15.32142857],0
p1,1,0.234114,1.41569,[ 4 38] ; [ 4 89],[ 2.48888889 39.51111111] ; [ 5.51111111 87.48888889],0
a8,1,0.253089,1.306172,[ 2 37] ; [10 76],[ 3.744 35.256] ; [ 8.256 77.744],0
p5,1,0.343338,0.897928,[ 1 39] ; [ 6 86],[ 2.12121212 37.87878788] ; [ 4.87878788 87.12121212],0
s8,1,0.369941,0.803864,[ 4 38] ; [14 78],[ 5.64179104 36.35820896] ; [12.35820896 79.64179104],0
d2,1,0.373989,0.790368,[16 25] ; [44 49],[18.35820896 22.64179104] ; [41.64179104 51.35820896],0
p10,1,0.381009,0.767445,[14 27] ; [38 52],[16.27480916 24.72519084] ; [35.72519084 54.27480916],0
n2,1,0.447246,0.577622,[12 12] ; [21 14],[13.42372881 10.57627119] ; [19.57627119 15.42372881],0
s1,1,0.490573,0.475269,[ 3 39] ; [ 4 89],[ 2.17777778 39.82222222] ; [ 4.82222222 88.17777778],0
p12,1,0.566602,0.3284,[ 1 41] ; [ 1 91],[ 0.62686567 41.37313433] ; [ 1.37313433 90.62686567],0
n4,1,0.57083,0.321295,[27 15] ; [55 38],[25.51111111 16.48888889] ; [56.48888889 36.51111111],0
n1,1,0.626851,0.236355,[11 13] ; [13 20],[10.10526316 13.89473684] ; [13.89473684 19.10526316],0
u2,1,0.630728,0.231074,[ 5 12] ; [13 23],[ 5.77358491 11.22641509] ; [12.22641509 23.77358491],0
v3,1,0.648221,0.20815,[10 32] ; [24 63],[11.06976744 30.93023256] ; [22.93023256 64.06976744],0
a4,1,0.716621,0.131754,[15 25] ; [38 55],[15.93984962 24.06015038] ; [37.06015038 55.93984962],0
s4,1,0.826838,0.047855,[ 6 36] ; [12 81],[ 5.6 36.4] ; [12.4 80.6],0
b4,1,0.914176,0.011615,[23 19] ; [50 43],[22.71111111 19.28888889] ; [50.28888889 42.71111111],0
a3,1,0.916904,0.010886,[25 15] ; [56 35],[24.73282443 15.26717557] ; [56.26717557 34.73282443],0
