Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.97583,[ 5 37] ; [77 16],[25.51111111 16.48888889] ; [56.48888889 36.51111111],1
p2,1,6e-06,20.640137,[ 9 32] ; [60 33],[21.1119403 19.8880597] ; [47.8880597 45.1119403],1
v4,1,1.8e-05,18.382096,[23 19] ; [81 11],[32.59701493  9.40298507] ; [71.40298507 20.59701493],1
a1,1,2.9e-05,17.475346,[ 9 33] ; [ 1 92],[ 3.11111111 38.88888889] ; [ 6.88888889 86.11111111],1
b5,1,3.6e-05,17.093088,[15 27] ; [68 25],[25.82222222 16.17777778] ; [57.17777778 35.82222222],1
r2,1,0.000448,12.321618,[26 14] ; [83  9],[33.03030303  6.96969697] ; [75.96969697 16.03030303],1
r1,1,0.000883,11.057262,[17 25] ; [65 27],[25.70149254 16.29850746] ; [56.29850746 35.70149254],1
n6,1,0.001209,10.476194,[16 26] ; [63 30],[24.57777778 17.42222222] ; [54.42222222 38.57777778],0
p7,1,0.001274,10.379487,[ 8 32] ; [46 46],[16.36363636 23.63636364] ; [37.63636364 54.36363636],0
v2,1,0.00222,9.357813,[ 6 35] ; [38 53],[13.66666667 27.33333333] ; [30.33333333 60.66666667],0
s6,1,0.003622,8.464473,[ 7 35] ; [39 53],[14.41791045 27.58208955] ; [31.58208955 60.41791045],0
p4,1,0.00619,7.494229,[ 6 35] ; [35 56],[12.73484848 28.26515152] ; [28.26515152 62.73484848],0
p3,1,0.009534,6.719875,[ 6 35] ; [34 58],[12.33082707 28.66917293] ; [27.66917293 64.33082707],0
a7,1,0.013102,6.155327,[20 22] ; [65 28],[26.44444444 15.55555556] ; [58.55555556 34.44444444],0
d5,1,0.016113,5.7905,[24 18] ; [72 21],[29.86666667 12.13333333] ; [66.13333333 26.86666667],0
b1,1,0.020606,5.359801,[28 14] ; [42 51],[21.77777778 20.22222222] ; [48.22222222 44.77777778],0
d4,1,0.026212,4.941992,[24 18] ; [70 22],[29.46268657 12.53731343] ; [64.53731343 27.46268657],0
p6,1,0.027991,4.82864,[ 3 38] ; [21 69],[ 7.51145038 33.48854962] ; [16.48854962 73.51145038],0
n5,1,0.036649,4.366648,[31 11] ; [51 42],[25.51111111 16.48888889] ; [56.48888889 36.51111111],0
d3,1,0.038827,4.26842,[18 24] ; [57 35],[23.50746269 18.49253731] ; [51.49253731 40.50746269],0
a6,1,0.046001,3.981567,[18 24] ; [57 36],[23.33333333 18.66666667] ; [51.66666667 41.33333333],0
a2,1,0.053892,3.716035,[ 4 38] ; [22 71],[ 8.08888889 33.91111111] ; [17.91111111 75.08888889],0
