Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-05,15.333635,[32 14] ; [34 64],[21.08333333 24.91666667] ; [44.91666667 53.08333333],1
p3,1,0.000297,13.09183,[27 20] ; [26 72],[17.17931034 29.82068966] ; [35.82068966 62.17931034],1
p6,1,0.000361,12.723432,[24 22] ; [22 76],[14.69444444 31.30555556] ; [31.30555556 66.69444444],1
d1,1,0.001193,10.501775,[32 15] ; [39 60],[22.85616438 24.14383562] ; [48.14383562 50.85616438],0
p2,1,0.001525,10.048134,[39  8] ; [55 43],[30.46896552 16.53103448] ; [63.53103448 34.46896552],0
n6,1,0.00161,9.948808,[44  3] ; [69 29],[36.62758621 10.37241379] ; [76.37241379 21.62758621],0
p7,1,0.010636,6.525062,[29 17] ; [39 58],[21.87412587 24.12587413] ; [46.12587413 50.87412587],0
r4,1,0.011862,6.331334,[41  6] ; [67 32],[34.76712329 12.23287671] ; [73.23287671 25.76712329],0
p5,1,0.015919,5.811817,[ 9 38] ; [ 6 92],[ 4.86206897 42.13793103] ; [10.13793103 87.86206897],0
d3,1,0.0221,5.237922,[35 12] ; [53 44],[28.72222222 18.27777778] ; [59.27777778 37.72222222],0
r3,1,0.03333,4.528743,[40  6] ; [70 29],[34.89655172 11.10344828] ; [75.10344828 23.89655172],0
d4,1,0.034047,4.492367,[39  8] ; [64 33],[33.61805556 13.38194444] ; [69.38194444 27.61805556],0
a1,1,0.034881,4.451002,[ 1 46] ; [13 86],[ 4.50684932 42.49315068] ; [ 9.49315068 89.50684932],0
r1,1,0.043517,4.075207,[38  8] ; [65 33],[32.90277778 13.09722222] ; [70.09722222 27.90277778],0
s7,1,0.050192,3.835047,[26 18] ; [37 53],[20.68656716 23.31343284] ; [42.31343284 47.68656716],0
u4,1,0.063151,3.452641,[ 3 44] ; [ 1 98],[ 1.28767123 45.71232877] ; [ 2.71232877 96.28767123],0
n1,1,0.072883,3.216877,[11  4] ; [19 22],[8.03571429 6.96428571] ; [21.96428571 19.03571429],0
n2,1,0.082572,3.013527,[14  2] ; [27 15],[11.31034483  4.68965517] ; [29.68965517 12.31034483],0
v1,1,0.090682,2.862232,[26 21] ; [40 59],[21.24657534 25.75342466] ; [44.75342466 54.24657534],0
b1,1,0.090682,2.862232,[21 26] ; [59 40],[25.75342466 21.24657534] ; [54.24657534 44.75342466],0
p9,1,0.115075,2.483099,[34 12] ; [58 38],[29.8028169 16.1971831] ; [62.1971831 33.8028169],0
b3,1,0.123992,2.366158,[ 6 18] ; [25 33],[ 9.07317073 14.92682927] ; [21.92682927 36.07317073],0
b2,1,0.123992,2.366158,[ 6 18] ; [25 33],[ 9.07317073 14.92682927] ; [21.92682927 36.07317073],0
p10,1,0.148563,2.086947,[30 17] ; [49 47],[25.96503497 21.03496503] ; [53.03496503 42.96503497],0
s1,1,0.154871,2.023602,[ 1 46] ; [ 8 89],[ 2.9375 44.0625] ; [ 6.0625 90.9375],0
r2,1,0.174251,1.845988,[44  2] ; [86 11],[41.81818182  4.18181818] ; [88.18181818  8.81818182],0
p12,1,0.175644,1.834099,[ 3 44] ; [ 2 97],[ 1.60958904 45.39041096] ; [ 3.39041096 95.60958904],0
s8,1,0.235852,1.405215,[21 25] ; [35 64],[17.76551724 28.23448276] ; [38.23448276 60.76551724],0
s3,1,0.310562,1.028286,[26 20] ; [47 52],[23.15862069 22.84137931] ; [49.84137931 49.15862069],0
a6,1,0.357959,0.84504,[25 22] ; [60 38],[27.55172414 19.44827586] ; [57.44827586 40.55172414],0
n4,1,0.362313,0.829862,[42  5] ; [82 16],[40.19310345  6.80689655] ; [83.80689655 14.19310345],0
v3,1,0.375934,0.783957,[18 28] ; [31 67],[15.65277778 30.34722222] ; [33.34722222 64.65277778],0
d2,1,0.439711,0.597036,[26 21] ; [47 50],[23.82638889 23.17361111] ; [49.17361111 47.82638889],0
u1,1,0.450392,0.569664,[10 37] ; [16 83],[ 8.36986301 38.63013699] ; [17.63013699 81.36986301],0
s6,1,0.466636,0.52993,[28 16] ; [56 42],[26.02816901 17.97183099] ; [57.97183099 40.02816901],0
p1,1,0.494404,0.466928,[ 6 41] ; [ 9 90],[ 4.82876712 42.17123288] ; [10.17123288 88.82876712],0
d5,1,0.511328,0.431348,[36 11] ; [70 28],[34.35862069 12.64137931] ; [71.64137931 26.35862069],0
a8,1,0.534919,0.385039,[ 5 33] ; [16 75],[ 6.18604651 31.81395349] ; [14.81395349 76.18604651],0
u3,1,0.557659,0.343774,[8 8] ; [14 20],[7.04 8.96] ; [14.96 19.04],0
b4,1,0.586439,0.29594,[26 21] ; [50 49],[24.46575342 22.53424658] ; [51.53424658 47.46575342],0
a2,1,0.599056,0.276422,[10 37] ; [25 74],[11.26712329 35.73287671] ; [23.73287671 75.26712329],0
n3,1,0.608408,0.2625,[10  6] ; [22 18],[9.14285714 6.85714286] ; [22.85714286 17.14285714],0
s4,1,0.611682,0.257733,[ 8 38] ; [14 85],[ 6.97931034 39.02068966] ; [15.02068966 83.97931034],0
u2,1,0.61441,0.253802,[ 6 10] ; [10 23],[ 5.2244898 10.7755102] ; [10.7755102 22.2244898],0
s2,1,0.620672,0.244924,[22 24] ; [43 56],[20.62068966 25.37931034] ; [44.37931034 54.62068966],0
v2,1,0.624465,0.239641,[20 26] ; [38 59],[18.65734266 27.34265734] ; [39.34265734 57.65734266],0
s5,1,0.750621,0.10101,[14 30] ; [28 68],[13.2 30.8] ; [28.8 67.2],0
a3,1,0.761943,0.091767,[31 14] ; [65 33],[30.20979021 14.79020979] ; [65.79020979 32.20979021],0
a4,1,0.872993,0.025555,[20 26] ; [44 54],[20.44444444 25.55555556] ; [43.55555556 54.44444444],0
a5,1,0.9233,0.009269,[30 17] ; [64 35],[30.26027397 16.73972603] ; [63.73972603 35.26027397],0
a7,1,0.971446,0.001281,[31 16] ; [65 34],[30.90410959 16.09589041] ; [65.09589041 33.90410959],0
b5,1,0.981883,0.000516,[30 17] ; [63 36],[29.93835616 17.06164384] ; [63.06164384 35.93835616],0
