Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,113.20451,[140  25] ; [21 85],[98.02583026 66.97416974] ; [62.97416974 43.02583026],1
s6,1,0.0,61.034137,[152  10] ; [54 48],[126.40909091  35.59090909] ; [79.59090909 22.40909091],1
s7,1,0.0,49.998615,[126  33] ; [36 65],[99.06923077 59.93076923] ; [62.93076923 38.06923077],1
s8,1,0.0,32.676788,[120  45] ; [40 66],[97.41697417 67.58302583] ; [62.58302583 43.41697417],1
s5,1,0.0,29.110251,[91 63] ; [26 78],[69.8372093 84.1627907] ; [47.1627907 56.8372093],1
p12,1,0.003343,8.609949,[ 25 140] ; [  4 101],[ 17.72222222 147.27777778] ; [11.27777778 93.72222222],0
s4,1,0.005824,7.603963,[ 42 118] ; [13 93],[ 33.08270677 126.91729323] ; [21.91729323 84.08270677],0
a4,1,0.018721,5.527356,[104  61] ; [52 55],[94.63235294 70.36764706] ; [61.36764706 45.63235294],0
a3,1,0.035594,4.416435,[134  30] ; [75 31],[126.94814815  37.05185185] ; [82.05185185 23.94814815],0
u1,1,0.039357,4.245388,[ 51 114] ; [21 86],[ 43.67647059 121.32352941] ; [28.32352941 78.67647059],0
d1,1,0.041605,4.151202,[132  33] ; [74 33],[124.96323529  40.03676471] ; [81.03676471 25.96323529],0
p10,1,0.045197,4.011258,[149  16] ; [86 19],[143.61111111  21.38888889] ; [91.38888889 13.61111111],0
a2,1,0.049649,3.853257,[ 57 108] ; [25 82],[ 49.74264706 115.25735294] ; [32.25735294 74.74264706],0
s1,1,0.056179,3.646753,[  9 156] ; [  1 104],[  6.11111111 158.88888889] ; [  3.88888889 101.11111111],0
u3,1,0.065719,3.386845,[23  8] ; [16 15],[19.5 11.5] ; [19.5 11.5],0
u4,1,0.077916,3.107843,[  8 157] ; [  1 106],[  5.45955882 159.54044118] ; [  3.54044118 103.45955882],0
p9,1,0.077965,3.106811,[156   9] ; [94 12],[152.21402214  12.78597786] ; [97.78597786  8.21402214],0
a5,1,0.088961,2.893071,[136  29] ; [79 28],[130.42279412  34.57720588] ; [84.57720588 22.42279412],0
r2,1,0.089719,2.879404,[159   4] ; [98  7],[156.30970149   6.69029851] ; [100.69029851   4.30970149],0
p5,1,0.091554,2.846829,[ 33 132] ; [13 94],[ 27.90441176 137.09558824] ; [18.09558824 88.90441176],0
d2,1,0.109646,2.55931,[104  61] ; [57 50],[97.66544118 67.33455882] ; [63.33455882 43.66544118],0
n5,1,0.112991,2.511877,[138  26] ; [81 25],[133.02222222  30.97777778] ; [85.97777778 20.02222222],0
a1,1,0.129406,2.299616,[ 16 149] ; [  5 102],[ 12.73897059 152.26102941] ; [ 8.26102941 98.73897059],0
p8,1,0.144612,2.128183,[107  58] ; [77 28],[112.44444444  52.55555556] ; [71.55555556 33.44444444],0
n2,1,0.183965,1.765299,[27  7] ; [18 10],[24.67741935  9.32258065] ; [20.32258065  7.67741935],0
