Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.736301,[288  19] ; [2 3],[285.3525641  21.6474359] ; [4.6474359 0.3525641],1
v4,1,0.000114,14.895759,[294  12] ; [3 2],[292.22508039  13.77491961] ; [4.77491961 0.22508039],1
a5,1,0.000155,14.307957,[258  49] ; [1 4],[254.84935897  52.15064103] ; [4.15064103 0.84935897],1
p9,1,0.000662,11.592078,[272  33] ; [2 3],[269.58064516  35.41935484] ; [4.41935484 0.58064516],1
r1,1,0.001503,10.07506,[269  37] ; [2 3],[266.64308682  39.35691318] ; [4.35691318 0.64308682],0
p7,1,0.036256,4.385019,[193 103] ; [1 4],[190.77740864 105.22259136] ; [3.22259136 1.77740864],0
s7,1,0.048021,3.909266,[209  87] ; [1 3],[207.2  88.8] ; [2.8 1.2],0
a4,1,0.074078,3.190256,[183 124] ; [1 4],[181.05128205 125.94871795] ; [2.94871795 2.05128205],0
p10,1,0.081446,3.035816,[265  40] ; [3 2],[263.67741935  41.32258065] ; [4.32258065 0.67741935],0
n6,1,0.096543,2.761738,[262  42] ; [3 2],[260.71197411  43.28802589] ; [4.28802589 0.71197411],0
s1,1,0.112118,2.524108,[ 14 290] ; [1 4],[ 14.75728155 289.24271845] ; [0.24271845 4.75728155],0
a6,1,0.1204,2.412105,[218  86] ; [2 3],[216.44012945  87.55987055] ; [3.55987055 1.44012945],0
p2,1,0.12407,2.365176,[261  46] ; [3 2],[259.76923077  47.23076923] ; [4.23076923 0.76923077],0
s2,1,0.15814,1.991922,[257  50] ; [3 2],[255.83333333  51.16666667] ; [4.16666667 0.83333333],0
p4,1,0.180948,1.78982,[208  97] ; [2 3],[206.61290323  98.38709677] ; [3.38709677 1.61290323],0
p3,1,0.184117,1.764077,[177 128] ; [1 3],[175.69579288 129.30420712] ; [2.30420712 1.69579288],0
a3,1,0.187354,1.738302,[253  53] ; [3 2],[251.88424437  54.11575563] ; [4.11575563 0.88424437],0
n5,1,0.268152,1.226178,[245  61] ; [3 2],[244.01286174  61.98713826] ; [3.98713826 1.01286174],0
p11,1,0.298231,1.082086,[243  64] ; [3 2],[242.05769231  64.94230769] ; [3.94230769 1.05769231],0
b1,1,0.328511,0.954759,[128 179] ; [1 4],[126.93269231 180.06730769] ; [2.06730769 2.93269231],0
a7,1,0.388201,0.744569,[235  72] ; [3 2],[234.18589744  72.81410256] ; [3.81410256 1.18589744],0
v1,1,0.425428,0.635273,[171 125] ; [2 3],[170.12624585 125.87375415] ; [2.87375415 2.12624585],0
u2,1,0.450279,0.569949,[40 14] ; [1 1],[39.53571429 14.46428571] ; [1.46428571 0.53571429],0
p1,1,0.491932,0.472298,[ 32 274] ; [1 4],[ 32.46945338 273.53054662] ; [0.53054662 4.46945338],0
v3,1,0.50356,0.447426,[130 159] ; [3 2],[130.73809524 158.26190476] ; [2.26190476 2.73809524],0
p8,1,0.505801,0.442743,[167 137] ; [2 3],[166.26537217 137.73462783] ; [2.73462783 2.26537217],0
p12,1,0.652146,0.203205,[ 40 265] ; [1 4],[ 40.33870968 264.66129032] ; [0.66129032 4.33870968],0
a8,1,0.667583,0.184442,[ 38 246] ; [1 4],[ 38.32525952 245.67474048] ; [0.67474048 4.32525952],0
s6,1,0.681006,0.168995,[260  41] ; [4 1],[259.68627451  41.31372549] ; [4.31372549 0.68627451],0
b3,1,0.751741,0.100074,[ 84 114] ; [1 2],[ 83.73134328 114.26865672] ; [1.26865672 1.73134328],0
b2,1,0.751741,0.100074,[ 84 114] ; [1 2],[ 83.73134328 114.26865672] ; [1.26865672 1.73134328],0
d2,1,0.776647,0.08048,[227  78] ; [4 1],[227.27419355  77.72580645] ; [3.72580645 1.27419355],0
p6,1,0.802368,0.062642,[133 171] ; [2 2],[133.24675325 170.75324675] ; [1.75324675 2.24675325],0
s8,1,0.831498,0.045276,[197 108] ; [3 2],[196.77419355 108.22580645] ; [3.22580645 1.77419355],0
s4,1,0.899626,0.01591,[ 68 236] ; [1 4],[ 67.88349515 236.11650485] ; [1.11650485 3.88349515],0
n4,1,0.937702,0.006109,[249  57] ; [4 1],[248.93247588  57.06752412] ; [4.06752412 0.93247588],0
b4,1,0.955066,0.003175,[188 119] ; [3 2],[187.93910256 119.06089744] ; [3.06089744 1.93910256],0
b5,1,0.978769,0.000708,[186 121] ; [3 2],[185.97115385 121.02884615] ; [3.02884615 1.97115385],0
