Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,80.813487,[33 61] ; [141  17],[64.9047619 29.0952381] ; [109.0952381  48.9047619],1
s7,1,3e-06,21.52373,[35 58] ; [102  48],[52.43209877 40.56790123] ; [84.56790123 65.43209877],1
s5,1,7.1e-05,15.796928,[25 69] ; [82 75],[40.07171315 53.92828685] ; [66.92828685 90.07171315],1
s4,1,0.006155,7.504475,[16 78] ; [ 51 104],[25.29317269 68.70682731] ; [ 41.70682731 113.29317269],0
p4,1,0.006673,7.358855,[49 45] ; [110  49],[59.07509881 34.92490119] ; [99.92490119 59.07509881],0
s8,1,0.007112,7.244539,[39 56] ; [93 66],[49.37007874 45.62992126] ; [82.62992126 76.37007874],0
a3,1,0.008046,7.023283,[54 40] ; [117  42],[63.53359684 30.46640316] ; [107.46640316  51.53359684],0
a2,1,0.009379,6.749175,[12 83] ; [ 42 117],[20.19685039 74.80314961] ; [ 33.80314961 125.19685039],0
p6,1,0.014672,5.955374,[26 67] ; [69 90],[35.05952381 57.94047619] ; [59.94047619 99.05952381],0
a4,1,0.018411,5.556622,[32 61] ; [79 80],[40.96428571 52.03571429] ; [70.03571429 88.96428571],0
p10,1,0.026566,4.918822,[66 26] ; [132  26],[72.864 19.136] ; [125.136  32.864],0
d1,1,0.064473,3.418407,[43 52] ; [91 68],[50.11811024 44.88188976] ; [83.88188976 75.11811024],0
p3,1,0.070004,3.28293,[38 56] ; [83 76],[44.95652174 49.04347826] ; [76.04347826 82.95652174],0
u1,1,0.077396,3.118748,[10 85] ; [ 30 129],[14.96062992 80.03937008] ; [ 25.03937008 133.96062992],0
n6,1,0.081773,3.029304,[76 19] ; [140  19],[80.78740157 14.21259843] ; [135.21259843  23.78740157],0
s1,1,0.110213,2.551163,[ 3 91] ; [ 13 144],[ 5.99203187 88.00796813] ; [ 10.00796813 146.99203187],0
d2,1,0.137277,2.208218,[36 59] ; [75 83],[41.6798419 53.3201581] ; [69.3201581 88.6798419],0
d3,1,0.145016,2.123911,[57 38] ; [109  49],[62.33201581 32.66798419] ; [103.66798419  54.33201581],0
a7,1,0.152313,2.04893,[58 37] ; [111  48],[63.20866142 31.79133858] ; [105.79133858  53.20866142],0
r2,1,0.167347,1.906551,[85  9] ; [150   8],[87.65873016  6.34126984] ; [147.34126984  10.65873016],0
r3,1,0.174813,1.841174,[86  9] ; [150   8],[88.61660079  6.38339921] ; [147.38339921  10.61660079],0
p9,1,0.190386,1.714626,[75 20] ; [134  23],[78.78968254 16.21031746] ; [130.21031746  26.78968254],0
