Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.53748,[164  62] ; [64 76],[140.78688525  85.21311475] ; [87.21311475 52.78688525],1
v3,1,3e-06,21.730098,[125 100] ; [42 96],[103.51239669 121.48760331] ; [63.48760331 74.51239669],1
n5,1,0.000213,13.708623,[195  36] ; [96 45],[180.7016129  50.2983871] ; [110.2983871  30.7016129],1
p9,1,0.006389,7.437294,[212  19] ; [117  25],[203.75067024  27.24932976] ; [125.24932976  16.75067024],0
p10,1,0.007436,7.164602,[207  23] ; [113  28],[198.38274933  31.61725067] ; [121.61725067  19.38274933],0
p2,1,0.011739,6.349801,[213  18] ; [119  23],[205.60857909  25.39142091] ; [126.39142091  15.60857909],0
p12,1,0.013001,6.168959,[ 32 198] ; [  8 133],[ 24.79784367 205.20215633] ; [ 15.20215633 125.79784367],0
b5,1,0.01347,6.106287,[143  89] ; [69 73],[131.50802139 100.49197861] ; [80.49197861 61.50802139],0
s8,1,0.013818,6.061268,[133  97] ; [63 78],[121.50943396 108.49056604] ; [74.49056604 66.50943396],0
n1,1,0.029042,4.765095,[17 11] ; [12 24],[12.6875 15.3125] ; [16.3125 19.6875],0
p11,1,0.050231,3.833718,[194  38] ; [107  35],[186.71657754  45.28342246] ; [114.28342246  27.71657754],0
d5,1,0.054101,3.709594,[215  17] ; [123  19],[209.6684492  22.3315508] ; [128.3315508  13.6684492],0
d1,1,0.066294,3.372489,[177  55] ; [96 46],[169.34759358  62.65240642] ; [103.65240642  38.34759358],0
s5,1,0.078577,3.094087,[104 118] ; [50 84],[ 96.03370787 125.96629213] ; [57.96629213 76.03370787],0
n2,1,0.080856,3.047619,[24  4] ; [24 12],[21.  7.] ; [27.  9.],0
p7,1,0.092648,2.82775,[183  46] ; [102  39],[176.39189189  52.60810811] ; [108.60810811  32.39189189],0
u4,1,0.092853,2.824209,[  8 224] ; [  1 141],[  5.5828877 226.4171123] ; [  3.4171123 138.5828877],0
p8,1,0.096756,2.758224,[161  68] ; [88 54],[153.69541779  75.30458221] ; [95.30458221 46.69541779],0
v4,1,0.119807,2.419848,[225   7] ; [132   9],[222.04825737   9.95174263] ; [134.95174263   6.04825737],0
a6,1,0.126542,2.334425,[167  64] ; [92 50],[160.39946381  70.60053619] ; [98.60053619 43.39946381],0
b3,1,0.132923,2.258035,[68 81] ; [31 56],[62.50423729 86.49576271] ; [36.49576271 50.50423729],0
b2,1,0.132923,2.258035,[68 81] ; [31 56],[62.50423729 86.49576271] ; [36.49576271 50.50423729],0
a8,1,0.154118,2.031016,[ 32 174] ; [ 13 116],[ 27.67164179 178.32835821] ; [ 17.32835821 111.67164179],0
d3,1,0.15948,1.979151,[186  46] ; [105  37],[180.51336898  51.48663102] ; [110.48663102  31.51336898],0
n6,1,0.166712,1.912261,[204  26] ; [118  23],[199.62264151  30.37735849] ; [122.37735849  18.62264151],0
p5,1,0.177063,1.822104,[ 47 184] ; [ 21 121],[ 42.11260054 188.88739946] ; [ 25.88739946 116.11260054],0
u3,1,0.180334,1.794872,[34 14] ; [18 14],[31.2 16.8] ; [20.8 11.2],0
p6,1,0.188989,1.725482,[118 107] ; [64 77],[111.8852459 113.1147541] ; [70.1147541 70.8852459],0
r4,1,0.192325,1.699716,[215  17] ; [126  16],[211.52941176  20.47058824] ; [129.47058824  12.52941176],0
s3,1,0.202121,1.626984,[132  99] ; [90 51],[137.85483871  93.14516129] ; [84.14516129 56.85483871],0
p1,1,0.231314,1.432762,[ 23 207] ; [ 20 122],[ 26.58602151 203.41397849] ; [ 16.41397849 125.58602151],0
s4,1,0.24527,1.350048,[ 39 189] ; [ 31 110],[ 43.25203252 184.74796748] ; [ 26.74796748 114.25203252],0
n4,1,0.253018,1.306562,[196  35] ; [114  28],[191.98391421  39.01608579] ; [118.01608579  23.98391421],0
r3,1,0.266963,1.232287,[223   9] ; [131   9],[220.77419355  11.22580645] ; [133.22580645   6.77419355],0
u2,1,0.271329,1.210015,[25 21] ; [22 11],[27.36708861 18.63291139] ; [19.63291139 13.36708861],0
s7,1,0.28369,1.149326,[134  83] ; [75 59],[129.21082621  87.78917379] ; [79.78917379 54.21082621],0
r2,1,0.305118,1.05169,[222   8] ; [132   8],[220.05405405   9.94594595] ; [133.94594595   6.05405405],0
a7,1,0.318592,0.994718,[172  59] ; [99 43],[167.8310992  63.1689008] ; [103.1689008  38.8310992],0
p4,1,0.322215,0.979934,[191  41] ; [111  31],[187.3368984  44.6631016] ; [114.6631016  27.3368984],0
s6,1,0.323994,0.972753,[171  57] ; [97 41],[166.95081967  61.04918033] ; [101.04918033  36.95081967],0
u1,1,0.400149,0.707878,[ 63 169] ; [ 33 109],[ 59.55080214 172.44919786] ; [ 36.44919786 105.55080214],0
a2,1,0.427382,0.629927,[ 71 161] ; [ 38 104],[ 67.61497326 164.38502674] ; [ 41.38502674 100.61497326],0
r1,1,0.457161,0.552835,[193  39] ; [113  28],[190.32707775  41.67292225] ; [115.67292225  25.32707775],0
a3,1,0.457986,0.550812,[184  46] ; [109  33],[181.15591398  48.84408602] ; [111.84408602  30.15591398],0
s2,1,0.470767,0.520176,[136  94] ; [78 63],[132.66846361  97.33153639] ; [81.33153639 59.66846361],0
s1,1,0.546495,0.363633,[  7 223] ; [  6 136],[  8.03763441 221.96236559] ; [  4.96236559 137.03763441],0
n3,1,0.560624,0.338624,[20  8] ; [28  8],[21.  7.] ; [27.  9.],0
