Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,31.676463,[ 3 41] ; [55 41],[18.22857143 25.77142857] ; [39.77142857 56.22857143],1
a7,1,0.0,26.946387,[15 29] ; [76 20],[28.6 15.4] ; [62.4 33.6],1
d4,1,0.0,25.41495,[19 24] ; [82 14],[31.24460432 11.75539568] ; [69.75539568 26.24460432],1
a6,1,3.3e-05,17.227663,[17 27] ; [72 24],[27.97142857 16.02857143] ; [61.02857143 34.97142857],1
a5,1,0.000162,14.230324,[18 26] ; [71 25],[27.97142857 16.02857143] ; [61.02857143 34.97142857],1
d3,1,0.000186,13.967561,[16 28] ; [67 29],[26.08571429 17.91428571] ; [56.91428571 39.08571429],1
r1,1,0.003558,8.496493,[23 21] ; [73 22],[30.38848921 13.61151079] ; [65.61151079 29.38848921],0
v2,1,0.003713,8.419137,[ 9 32] ; [43 45],[16.52713178 24.47286822] ; [35.47286822 52.52713178],0
r3,1,0.009979,6.638608,[28 16] ; [80 16],[33.94285714 10.05714286] ; [74.05714286 21.94285714],0
r2,1,0.010625,6.527015,[31 12] ; [84 10],[36.09489051  6.90510949] ; [78.90510949 15.09489051],0
r4,1,0.016341,5.765756,[23 21] ; [70 26],[29.22857143 14.77142857] ; [63.77142857 32.22857143],0
v4,1,0.020465,5.371827,[28 14] ; [80 15],[33.10948905  8.89051095] ; [74.89051095 20.10948905],0
d2,1,0.025524,4.987977,[11 33] ; [43 53],[16.97142857 27.02857143] ; [37.02857143 58.97142857],0
s8,1,0.035537,4.419192,[ 6 38] ; [29 67],[11. 33.] ; [24. 72.],0
n5,1,0.045251,4.009258,[23 20] ; [34 62],[17.63309353 25.36690647] ; [39.36690647 56.63309353],0
a3,1,0.046745,3.954536,[22 21] ; [66 30],[27.22302158 15.77697842] ; [60.77697842 35.22302158],0
b5,1,0.057053,3.621059,[19 25] ; [58 38],[24.2 19.8] ; [52.8 43.2],0
a2,1,0.066435,3.368984,[ 3 41] ; [18 78],[ 6.6 37.4] ; [14.4 81.6],0
p8,1,0.070553,3.27011,[ 8 35] ; [32 63],[12.46376812 30.53623188] ; [27.53623188 67.46376812],0
u2,1,0.101072,2.688549,[11 11] ; [21  8],[13.80392157  8.19607843] ; [18.19607843 10.80392157],0
u3,1,0.101072,2.688549,[11 11] ; [21  8],[13.80392157  8.19607843] ; [18.19607843 10.80392157],0
p2,1,0.166184,1.917031,[23 21] ; [62 34],[26.71428571 17.28571429] ; [58.28571429 37.71428571],0
p4,1,0.169763,1.885036,[11 32] ; [36 60],[14.53956835 28.46043165] ; [32.46043165 63.53956835],0
s3,1,0.183685,1.767555,[25 19] ; [42 52],[21.36231884 22.63768116] ; [45.63768116 48.36231884],0
a4,1,0.194374,1.684149,[12 32] ; [37 59],[15.4 28.6] ; [33.6 62.4],0
b4,1,0.197738,1.659006,[21 23] ; [57 39],[24.51428571 19.48571429] ; [53.48571429 42.51428571],0
p11,1,0.234874,1.411101,[20 24] ; [54 42],[23.25714286 20.74285714] ; [50.74285714 45.25714286],0
n2,1,0.245399,1.349308,[14  5] ; [19 14],[12.05769231  6.94230769] ; [20.94230769 12.05769231],0
p10,1,0.259714,1.270282,[20 23] ; [54 41],[23.05797101 19.94202899] ; [50.94202899 44.05797101],0
s5,1,0.291841,1.111107,[ 5 39] ; [17 75],[ 7.11764706 36.88235294] ; [14.88235294 77.11764706],0
s7,1,0.339936,0.910672,[ 9 31] ; [27 61],[11.25 28.75] ; [24.75 63.25],0
n1,1,0.358152,0.844363,[ 9 10] ; [11 21],[ 7.45098039 11.54901961] ; [12.54901961 19.45098039],0
n3,1,0.363648,0.825256,[13  5] ; [19 13],[11.52  6.48] ; [20.48 11.52],0
b3,1,0.408404,0.683441,[ 9 20] ; [13 44],[ 7.41860465 21.58139535] ; [14.58139535 42.41860465],0
b2,1,0.408404,0.683441,[ 9 20] ; [13 44],[ 7.41860465 21.58139535] ; [14.58139535 42.41860465],0
s6,1,0.463141,0.538294,[17 27] ; [43 52],[18.99280576 25.00719424] ; [41.00719424 53.99280576],0
p9,1,0.484472,0.488779,[24 19] ; [59 36],[25.86231884 17.13768116] ; [57.13768116 37.86231884],0
s2,1,0.545176,0.36603,[13 31] ; [33 62],[14.56115108 29.43884892] ; [31.43884892 63.56115108],0
p1,1,0.555891,0.346868,[ 4 40] ; [ 6 89],[ 3.16546763 40.83453237] ; [ 6.83453237 88.16546763],0
p5,1,0.583135,0.301194,[ 1 42] ; [ 4 91],[ 1.55797101 41.44202899] ; [ 3.44202899 91.55797101],0
p3,1,0.60968,0.260641,[11 33] ; [28 68],[12.25714286 31.74285714] ; [26.74285714 69.25714286],0
p7,1,0.61563,0.252057,[18 24] ; [36 58],[16.67647059 25.32352941] ; [37.32352941 56.67647059],0
b1,1,0.632228,0.229051,[23 21] ; [46 50],[21.68571429 22.31428571] ; [47.31428571 48.68571429],0
u1,1,0.686677,0.162707,[ 2 42] ; [ 6 90],[ 2.51428571 41.48571429] ; [ 5.48571429 90.51428571],0
a1,1,0.713393,0.134911,[ 4 40] ; [ 7 89],[ 3.45714286 40.54285714] ; [ 7.54285714 88.45714286],0
s1,1,0.714258,0.134061,[ 3 41] ; [ 5 90],[ 2.5323741 41.4676259] ; [ 5.4676259 89.5323741],0
s4,1,0.715776,0.132576,[ 5 39] ; [ 9 87],[ 4.4 39.6] ; [ 9.6 86.4],0
n4,1,0.818898,0.052424,[22 22] ; [50 46],[22.62857143 21.37142857] ; [49.37142857 46.62857143],0
v1,1,0.849853,0.035837,[16 28] ; [35 57],[16.5 27.5] ; [34.5 57.5],0
a8,1,0.858376,0.031841,[ 4 37] ; [ 8 83],[ 3.72727273 37.27272727] ; [ 8.27272727 82.72727273],0
