Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,83.34065,[194  85] ; [ 34 113],[149.32394366 129.67605634] ; [78.67605634 68.32394366],1
p6,1,0.0,36.07368,[149 127] ; [ 34 111],[119.97149644 156.02850356] ; [63.02850356 81.97149644],1
p8,1,1e-06,24.243151,[173 106] ; [53 91],[149.06382979 129.93617021] ; [76.93617021 67.06382979],1
d1,1,2e-06,22.761784,[204  76] ; [73 74],[181.63934426  98.36065574] ; [95.36065574 51.63934426],1
p5,1,4e-06,21.508151,[ 52 224] ; [  4 142],[ 36.62559242 239.37440758] ; [ 19.37440758 126.62559242],1
p2,1,4e-06,21.17068,[251  28] ; [107  40],[234.46478873  44.53521127] ; [123.53521127  23.46478873],1
d3,1,1.2e-05,19.203821,[219  61] ; [84 61],[199.62352941  80.37647059] ; [103.37647059  41.62352941],1
p7,1,3.8e-05,16.962443,[203  73] ; [73 64],[184.44552058  91.55447942] ; [91.55447942 45.44552058],1
n4,1,0.00013,14.637664,[237  42] ; [101  45],[221.88705882  57.11294118] ; [116.11294118  29.88705882],1
n5,1,0.000242,13.469377,[234  45] ; [100  46],[219.26117647  59.73882353] ; [114.73882353  31.26117647],1
d4,1,0.003197,8.691692,[252  27] ; [117  29],[242.23764706  36.76235294] ; [126.76235294  19.23764706],0
a3,1,0.00332,8.62266,[224  56] ; [98 48],[211.64319249  68.35680751] ; [110.35680751  35.64319249],0
s6,1,0.005151,7.825575,[251  24] ; [118  26],[242.18377088  32.81622912] ; [126.81622912  17.18377088],0
a5,1,0.005376,7.748368,[226  54] ; [101  46],[214.42622951  65.57377049] ; [112.57377049  34.42622951],0
a2,1,0.006556,7.390888,[ 90 190] ; [ 29 118],[ 78.03278689 201.96721311] ; [ 40.96721311 106.03278689],0
n6,1,0.006848,7.312506,[252  26] ; [119  27],[243.25  34.75] ; [127.75  18.25],0
s7,1,0.007888,7.058762,[199  67] ; [89 54],[187.30562347  78.69437653] ; [100.69437653  42.30562347],0
p10,1,0.011138,6.443102,[249  29] ; [117  28],[240.53900709  37.46099291] ; [125.46099291  19.53900709],0
s8,1,0.01249,6.239934,[188  91] ; [81 66],[176.17605634 102.82394366] ; [92.82394366 54.17605634],0
p9,1,0.013899,6.050903,[255  23] ; [119  23],[247.55238095  30.44761905] ; [126.44761905  15.55238095],0
d2,1,0.014153,6.018907,[161 118] ; [66 80],[149.01882353 129.98117647] ; [77.98117647 68.01882353],0
p12,1,0.015653,5.841476,[ 39 240] ; [  9 137],[ 31.51058824 247.48941176] ; [ 16.48941176 129.51058824],0
a4,1,0.030668,4.671428,[147 133] ; [61 86],[136.39344262 143.60655738] ; [71.60655738 75.39344262],0
u4,1,0.059902,3.54009,[ 14 266] ; [  2 145],[ 10.49180328 269.50819672] ; [  5.50819672 141.49180328],0
v1,1,0.06282,3.461311,[168 102] ; [76 68],[159.13043478 110.86956522] ; [84.86956522 59.13043478],0
d5,1,0.075743,3.153958,[240  39] ; [115  30],[233.59669811  45.40330189] ; [121.40330189  23.59669811],0
a7,1,0.105534,2.619852,[215  64] ; [102  44],[208.10117647  70.89882353] ; [108.89882353  37.10117647],0
