Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.959167,[ 22 108] ; [19 12],[33.10559006 96.89440994] ; [ 7.89440994 23.10559006],1
s6,1,1.2e-05,19.121517,[39 90] ; [22  8],[49.49056604 79.50943396] ; [11.50943396 18.49056604],1
s7,1,0.00097,10.883812,[ 16 108] ; [11 17],[ 22.02631579 101.97368421] ; [ 4.97368421 23.02631579],1
b4,1,0.001057,10.725506,[67 63] ; [26  5],[75.0931677 54.9068323] ; [17.9068323 13.0931677],0
s3,1,0.001379,10.233185,[32 95] ; [17 14],[39.38607595 87.61392405] ; [ 9.61392405 21.38607595],0
p5,1,0.001823,9.719783,[  7 122] ; [ 7 23],[ 11.35849057 117.64150943] ; [ 2.64150943 27.35849057],0
b5,1,0.00639,7.436799,[85 45] ; [12 19],[78.32298137 51.67701863] ; [18.67701863 12.32298137],0
s4,1,0.010209,6.597984,[ 17 113] ; [10 21],[ 21.80124224 108.19875776] ; [ 5.19875776 25.80124224],0
r4,1,0.016747,5.722696,[57 73] ; [21 10],[62.98136646 67.01863354] ; [15.01863354 15.98136646],0
p3,1,0.023566,5.126275,[35 93] ; [15 16],[40.25157233 87.74842767] ; [ 9.74842767 21.25157233],0
p2,1,0.049458,3.859756,[78 50] ; [24  6],[82.63291139 45.36708861] ; [19.36708861 10.63291139],0
p4,1,0.053546,3.726801,[46 82] ; [17 14],[50.71698113 77.28301887] ; [12.28301887 18.71698113],0
p6,1,0.070418,3.27324,[ 22 103] ; [10 21],[25.64102564 99.35897436] ; [ 6.35897436 24.64102564],0
d4,1,0.082705,3.01093,[79 51] ; [24  7],[83.16770186 46.83229814] ; [19.83229814 11.16770186],0
a1,1,0.102133,2.671919,[  9 121] ; [ 5 26],[ 11.30434783 118.69565217] ; [ 2.69565217 28.30434783],0
a6,1,0.113296,2.507626,[75 55] ; [13 18],[71.05590062 58.94409938] ; [16.94409938 14.05590062],0
v4,1,0.158201,1.991335,[97 33] ; [26  4],[99.9375 30.0625] ; [23.0625  6.9375],0
p1,1,0.178383,1.811042,[  8 122] ; [ 4 26],[  9.75 120.25] ; [ 2.25 27.75],0
n5,1,0.1865,1.745052,[87 42] ; [17 14],[83.85 45.15] ; [20.15 10.85],0
n6,1,0.198032,1.656829,[89 40] ; [25  6],[91.9125 37.0875] ; [22.0875  8.9125],0
v1,1,0.251829,1.31313,[41 86] ; [13 17],[43.68152866 83.31847134] ; [10.31847134 19.68152866],0
p7,1,0.268659,1.223581,[54 74] ; [16 14],[56.70886076 71.29113924] ; [13.29113924 16.70886076],0
r2,1,0.299031,1.078513,[90 36] ; [25  6],[92.29299363 33.70700637] ; [22.70700637  8.29299363],0
p10,1,0.302936,1.061224,[71 55] ; [20 10],[73.5 52.5] ; [17.5 12.5],0
p9,1,0.313894,1.01422,[84 41] ; [23  7],[86.29032258 38.70967742] ; [20.70967742  9.29032258],0
u3,1,0.35478,0.856286,[18 42] ; [6 8],[19.45945946 40.54054054] ; [4.54054054 9.45945946],0
u2,1,0.357461,0.846794,[22 38] ; [7 7],[23.51351351 36.48648649] ; [5.48648649 8.51351351],0
a5,1,0.384383,0.756636,[60 70] ; [17 14],[62.17391304 67.82608696] ; [14.82608696 16.17391304],0
n3,1,0.387244,0.74758,[31 17] ; [5 5],[29.79310345 18.20689655] ; [6.20689655 3.79310345],0
a4,1,0.405609,0.691636,[36 93] ; [11 20],[37.89375 91.10625] ; [ 9.10625 21.89375],0
r3,1,0.418865,0.653497,[95 34] ; [25  6],[96.75 32.25] ; [23.25  7.75],0
v2,1,0.426993,0.630989,[40 88] ; [12 19],[41.86163522 86.13836478] ; [10.13836478 20.86163522],0
v3,1,0.442212,0.590537,[31 99] ; [ 5 24],[ 29.43396226 100.56603774] ; [ 6.56603774 22.43396226],0
b1,1,0.453817,0.561101,[60 70] ; [12 19],[58.13664596 71.86335404] ; [13.86335404 17.13664596],0
d2,1,0.463337,0.537822,[45 84] ; [13 18],[46.7625 82.2375] ; [11.2375 19.7625],0
p8,1,0.472399,0.516359,[42 85] ; [12 18],[43.68152866 83.31847134] ; [10.31847134 19.68152866],0
n4,1,0.493386,0.469134,[80 50] ; [17 14],[78.32298137 51.67701863] ; [18.67701863 12.32298137],0
a2,1,0.621685,0.243507,[ 12 118] ; [ 2 29],[ 11.30434783 118.69565217] ; [ 2.69565217 28.30434783],0
d5,1,0.662867,0.190059,[82 47] ; [21 10],[83.04375 45.95625] ; [19.95625 11.04375],0
u1,1,0.672465,0.178732,[  6 124] ; [ 2 29],[  6.45962733 123.54037267] ; [ 1.54037267 29.45962733],0
a8,1,0.696764,0.15186,[ 11 113] ; [ 2 28],[ 10.46753247 113.53246753] ; [ 2.53246753 27.46753247],0
a3,1,0.722245,0.126352,[69 61] ; [17 13],[69.875 60.125] ; [16.125 13.875],0
d1,1,0.735244,0.114351,[42 88] ; [11 20],[42.79503106 87.20496894] ; [10.20496894 20.79503106],0
a7,1,0.798759,0.065001,[74 55] ; [17 14],[73.36875 55.63125] ; [17.63125 13.36875],0
d3,1,0.802838,0.062338,[67 61] ; [17 14],[67.62264151 60.37735849] ; [16.37735849 14.62264151],0
b2,1,0.825709,0.048491,[26 46] ; [ 6 12],[25.6 46.4] ; [ 6.4 11.6],0
b3,1,0.825709,0.048491,[26 46] ; [ 6 12],[25.6 46.4] ; [ 6.4 11.6],0
p11,1,0.833658,0.044105,[77 53] ; [19 12],[77.51552795 52.48447205] ; [18.48447205 12.51552795],0
n1,1,0.838106,0.041745,[16 32] ; [3 7],[15.72413793 32.27586207] ; [3.27586207 6.72413793],0
p12,1,0.858422,0.031821,[  5 123] ; [ 1 30],[  4.83018868 123.16981132] ; [ 1.16981132 29.83018868],0
s1,1,0.965749,0.001844,[  4 126] ; [ 1 30],[  4.03726708 125.96273292] ; [ 0.96273292 30.03726708],0
