Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000105,15.051383,[68 24] ; [ 9 18],[59.52941176 32.47058824] ; [17.47058824  9.52941176],1
r4,1,0.000155,14.308129,[83  9] ; [16 11],[76.53781513 15.46218487] ; [22.46218487  4.53781513],1
n5,1,0.001452,10.138796,[73 19] ; [13 14],[66.48739496 25.51260504] ; [19.51260504  7.48739496],0
s4,1,0.012748,6.203792,[21 69] ; [13 14],[26.15384615 63.84615385] ; [ 7.84615385 19.15384615],0
v3,1,0.014583,5.966167,[32 55] ; [ 3 23],[26.94690265 60.05309735] ; [ 8.05309735 17.94690265],0
p11,1,0.029439,4.741775,[68 24] ; [14 13],[63.39495798 28.60504202] ; [18.60504202  8.39495798],0
u3,1,0.039462,4.240864,[27 20] ; [13  2],[30.32258065 16.67741935] ; [9.67741935 5.32258065],0
p5,1,0.082614,3.012717,[15 74] ; [ 1 26],[12.27586207 76.72413793] ; [ 3.72413793 23.27586207],0
u2,1,0.090092,2.872727,[25 22] ; [11  3],[27.73770492 19.26229508] ; [8.26229508 5.73770492],0
s3,1,0.112989,2.511903,[78 14] ; [26  1],[80.40336134 11.59663866] ; [23.59663866  3.40336134],0
s6,1,0.141951,2.156682,[75 16] ; [18  8],[72.33333333 18.66666667] ; [20.66666667  5.33333333],0
p3,1,0.147365,2.099316,[38 54] ; [ 7 20],[34.78991597 57.21008403] ; [10.21008403 16.78991597],0
r2,1,0.151916,2.052905,[86  6] ; [22  4],[84.20338983  7.79661017] ; [23.79661017  2.20338983],0
p9,1,0.168443,1.896744,[72 17] ; [17  8],[69.48245614 19.51754386] ; [19.51754386  5.48245614],0
p4,1,0.213589,1.546931,[50 42] ; [11 16],[47.15966387 44.84033613] ; [13.84033613 13.15966387],0
p2,1,0.221486,1.494715,[74 17] ; [19  8],[71.72033898 19.27966102] ; [21.27966102  5.72033898],0
v1,1,0.263856,1.248413,[39 51] ; [15 12],[41.53846154 48.46153846] ; [12.46153846 14.53846154],0
a7,1,0.295902,1.092572,[63 27] ; [16 11],[60.76923077 29.23076923] ; [18.23076923  8.76923077],0
p6,1,0.306738,1.044669,[30 61] ; [11 14],[32.1637931 58.8362069] ; [ 8.8362069 16.1637931],0
a6,1,0.314418,1.012027,[41 51] ; [15 12],[43.29411765 48.70588235] ; [12.70588235 14.29411765],0
p10,1,0.321338,0.983491,[73 17] ; [18  7],[71.2173913 18.7826087] ; [19.7826087  5.2173913],0
r3,1,0.328424,0.955102,[88  3] ; [24  2],[87.11111111  3.88888889] ; [24.88888889  1.11111111],0
b1,1,0.33128,0.943887,[38 54] ; [14 13],[40.20168067 51.79831933] ; [11.79831933 15.20168067],0
p1,1,0.337423,0.920196,[13 77] ; [ 2 25],[11.53846154 78.46153846] ; [ 3.46153846 23.53846154],0
d3,1,0.348707,0.878157,[55 36] ; [19  8],[57.06779661 33.93220339] ; [16.93220339 10.06779661],0
n2,1,0.382143,0.763797,[13  4] ; [9 1],[13.85185185  3.14814815] ; [8.14814815 1.85185185],0
b3,1,0.393153,0.729167,[12 42] ; [ 2 14],[10.8 43.2] ; [ 3.2 12.8],0
b2,1,0.393153,0.729167,[12 42] ; [ 2 14],[10.8 43.2] ; [ 3.2 12.8],0
s5,1,0.464996,0.533841,[34 54] ; [ 8 18],[32.42105263 55.57894737] ; [ 9.57894737 16.42105263],0
a8,1,0.476963,0.505798,[11 75] ; [ 2 24],[ 9.98214286 76.01785714] ; [ 3.01785714 22.98214286],0
d4,1,0.485108,0.487358,[69 23] ; [22  5],[70.35294118 21.64705882] ; [20.64705882  6.35294118],0
s1,1,0.518734,0.41641,[ 7 84] ; [ 1 24],[ 6.27586207 84.72413793] ; [ 1.72413793 23.27586207],0
s7,1,0.53036,0.393702,[49 37] ; [16  9],[50.36036036 35.63963964] ; [14.63963964 10.36036036],0
r1,1,0.53333,0.388043,[67 25] ; [18  9],[65.71428571 26.28571429] ; [19.28571429  7.71428571],0
n3,1,0.65591,0.198529,[10  7] ; [5 5],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
p8,1,0.662792,0.19015,[45 47] ; [11 14],[44.03418803 47.96581197] ; [11.96581197 13.03418803],0
v4,1,0.676884,0.173655,[86  5] ; [24  2],[85.55555556  5.44444444] ; [24.44444444  1.55555556],0
b4,1,0.694755,0.153986,[55 37] ; [15 12],[54.11764706 37.88235294] ; [15.88235294 11.11764706],0
d5,1,0.716595,0.131779,[64 27] ; [18  9],[63.23728814 27.76271186] ; [18.76271186  8.23728814],0
u1,1,0.717761,0.130648,[ 5 87] ; [ 1 26],[ 4.63865546 87.36134454] ; [ 1.36134454 25.63865546],0
d1,1,0.721439,0.127118,[34 58] ; [11 16],[34.78991597 57.21008403] ; [10.21008403 16.78991597],0
a4,1,0.752908,0.099104,[16 76] ; [ 4 23],[15.46218487 76.53781513] ; [ 4.53781513 22.46218487],0
p7,1,0.755996,0.096561,[58 30] ; [15  9],[57.35714286 30.64285714] ; [15.64285714  8.35714286],0
a3,1,0.756913,0.095813,[44 48] ; [12 15],[43.29411765 48.70588235] ; [12.70588235 14.29411765],0
b5,1,0.800218,0.064042,[57 35] ; [16 11],[56.43697479 35.56302521] ; [16.56302521 10.43697479],0
d2,1,0.855492,0.033166,[22 70] ; [ 6 21],[21.64705882 70.35294118] ; [ 6.35294118 20.64705882],0
s8,1,0.865623,0.028636,[46 46] ; [13 14],[45.61344538 46.38655462] ; [13.38655462 13.61344538],0
a1,1,0.91062,0.012602,[ 3 89] ; [ 1 26],[ 3.09243697 88.90756303] ; [ 0.90756303 26.09243697],0
n1,1,0.952092,0.00361,[ 7 10] ; [4 6],[ 6.92592593 10.07407407] ; [4.07407407 5.92592593],0
v2,1,0.981016,0.000566,[37 51] ; [11 15],[37.05263158 50.94736842] ; [10.94736842 15.05263158],0
