Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00032,12.951932,[ 2 22] ; [4 1],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],1
a8,1,0.000989,10.848417,[ 2 23] ; [3 1],[ 4.31034483 20.68965517] ; [0.68965517 3.31034483],1
p8,1,0.005397,7.741389,[ 2 22] ; [3 2],[ 4.13793103 19.86206897] ; [0.86206897 4.13793103],0
p6,1,0.017065,5.689674,[ 3 21] ; [3 2],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
r4,1,0.027619,4.851675,[ 7 18] ; [4 1],[ 9.16666667 15.83333333] ; [1.83333333 3.16666667],0
p2,1,0.03308,4.541625,[ 7 17] ; [4 1],[ 9.10344828 14.89655172] ; [1.89655172 3.10344828],0
p7,1,0.064838,3.409091,[ 5 20] ; [3 2],[ 6.66666667 18.33333333] ; [1.33333333 3.66666667],0
b5,1,0.19043,1.714286,[12 13] ; [4 1],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
a7,1,0.19043,1.714286,[12 13] ; [4 1],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
d4,1,0.19043,1.714286,[24  1] ; [4 1],[23.33333333  1.66666667] ; [4.66666667 0.33333333],0
v2,1,0.19043,1.714286,[12 13] ; [4 1],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
d2,1,0.203708,1.615586,[23  1] ; [4 1],[22.34482759  1.65517241] ; [4.65517241 0.34482759],0
p9,1,0.215869,1.531624,[10 14] ; [3 1],[11.14285714 12.85714286] ; [1.85714286 2.14285714],0
a2,1,0.220671,1.5,[ 4 21] ; [2 3],[ 5. 20.] ; [1. 4.],0
p4,1,0.235605,1.406699,[ 8 17] ; [3 2],[ 9.16666667 15.83333333] ; [1.83333333 3.16666667],0
s6,1,0.304103,1.056114,[ 9 16] ; [2 1],[ 9.82142857 15.17857143] ; [1.17857143 1.82142857],0
r1,1,0.317311,1.0,[ 9 16] ; [3 2],[10. 15.] ; [2. 3.],0
p11,1,0.317311,1.0,[14 11] ; [4 1],[15. 10.] ; [3. 2.],0
a4,1,0.352732,0.863603,[15  9] ; [2 3],[14.06896552  9.93103448] ; [2.93103448 2.06896552],0
v1,1,0.362232,0.830141,[ 5 19] ; [2 3],[ 5.79310345 18.20689655] ; [1.20689655 3.79310345],0
r2,1,0.426285,0.632922,[17  5] ; [3 2],[16.2962963  5.7037037] ; [3.7037037 1.2962963],0
s7,1,0.443598,0.586957,[ 7 16] ; [2 2],[ 7.66666667 15.33333333] ; [1.33333333 2.66666667],0
b2,1,0.571608,0.32,[ 8 12] ; [1 3],[ 7.5 12.5] ; [1.5 2.5],0
b3,1,0.571608,0.32,[ 8 12] ; [1 3],[ 7.5 12.5] ; [1.5 2.5],0
a5,1,0.59298,0.285714,[18  7] ; [3 2],[17.5  7.5] ; [3.5 1.5],0
b4,1,0.59298,0.285714,[18  7] ; [3 2],[17.5  7.5] ; [3.5 1.5],0
p3,1,0.729034,0.12,[ 8 17] ; [2 3],[ 8.33333333 16.66666667] ; [1.66666667 3.33333333],0
d3,1,0.826581,0.048,[21  4] ; [4 1],[20.83333333  4.16666667] ; [4.16666667 0.83333333],0
a3,1,0.826581,0.048,[21  4] ; [4 1],[20.83333333  4.16666667] ; [4.16666667 0.83333333],0
s5,1,0.864395,0.029167,[ 7 17] ; [1 3],[ 6.85714286 17.14285714] ; [1.14285714 2.85714286],0
b1,1,0.869125,0.027149,[14 11] ; [3 2],[14.16666667 10.83333333] ; [2.83333333 2.16666667],0
s2,1,0.965387,0.001883,[ 6 19] ; [1 3],[ 6.03448276 18.96551724] ; [0.96551724 3.03448276],0
