Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.1839,[377  22] ; [7 8],[370.08695652  28.91304348] ; [13.91304348  1.08695652],1
r2,1,0.0,47.168818,[384  12] ; [9 6],[378.65693431  17.34306569] ; [14.34306569  0.65693431],1
p11,1,0.00303,8.789427,[332  67] ; [8 7],[327.68115942  71.31884058] ; [12.31884058  2.68115942],0
d1,1,0.003183,8.69937,[256 143] ; [ 4 11],[250.57971014 148.42028986] ; [9.42028986 5.57971014],0
p8,1,0.019426,5.462769,[247 144] ; [ 5 10],[242.68965517 148.31034483] ; [9.31034483 5.68965517],0
b1,1,0.02063,5.35779,[148 251] ; [10  5],[152.27536232 246.72463768] ; [5.72463768 9.27536232],0
d3,1,0.021112,5.317546,[294 105] ; [7 8],[290.0942029 108.9057971] ; [10.9057971  4.0942029],0
r3,1,0.022156,5.233525,[386  12] ; [12  2],[384.47572816  13.52427184] ; [13.52427184  0.47572816],0
d5,1,0.039,4.260876,[342  56] ; [10  5],[339.21549637  58.78450363] ; [12.78450363  2.21549637],0
v3,1,0.05991,3.539878,[199 188] ; [ 4 11],[195.42537313 191.57462687] ; [7.57462687 7.42537313],0
n6,1,0.074963,3.170863,[348  49] ; [10  4],[345.8053528  51.1946472] ; [12.1946472  1.8053528],0
s6,1,0.083486,2.995696,[280 112] ; [7 7],[277.10344828 114.89655172] ; [9.89655172 4.10344828],0
b2,1,0.105732,2.616885,[108 141] ; [ 3 11],[105.09125475 143.90874525] ; [5.90874525 8.09125475],0
b3,1,0.105732,2.616885,[108 141] ; [ 3 11],[105.09125475 143.90874525] ; [5.90874525 8.09125475],0
s3,1,0.14204,2.155714,[219 175] ; [5 9],[216.31372549 177.68627451] ; [7.68627451 6.31372549],0
p9,1,0.148244,2.090224,[357  38] ; [11  3],[355.40342298  39.59657702] ; [12.59657702  1.40342298],0
d4,1,0.151744,2.054626,[344  54] ; [11  4],[342.10653753  55.89346247] ; [12.89346247  2.10653753],0
s5,1,0.17566,1.833962,[152 234] ; [ 3 11],[149.575 236.425] ; [5.425 8.575],0
u1,1,0.175691,1.833697,[ 84 315] ; [ 1 14],[ 81.92028986 317.07971014] ; [ 3.07971014 11.92028986],0
s8,1,0.178931,1.806481,[202 194] ; [ 5 10],[199.44525547 196.55474453] ; [7.55474453 7.44525547],0
a6,1,0.181174,1.787966,[277 121] ; [8 7],[274.64891041 123.35108959] ; [10.35108959  4.64891041],0
s2,1,0.195298,1.677195,[210 184] ; [5 9],[207.62254902 186.37745098] ; [7.37745098 6.62254902],0
a7,1,0.195414,1.676322,[298 100] ; [9 6],[295.84987893 102.15012107] ; [11.15012107  3.84987893],0
r1,1,0.225284,1.470392,[337  60] ; [11  4],[335.33009709  61.66990291] ; [12.66990291  2.33009709],0
s1,1,0.283219,1.151577,[  9 383] ; [ 1 14],[  9.63144963 382.36855037] ; [ 0.36855037 14.63144963],0
p7,1,0.309744,1.031767,[281 109] ; [9 6],[279.25925926 110.74074074] ; [10.74074074  4.25925926],0
n5,1,0.324364,0.97127,[330  67] ; [11  4],[328.58495146  68.41504854] ; [12.41504854  2.58495146],0
p3,1,0.335146,0.928913,[236 163] ; [7 8],[234.19565217 164.80434783] ; [8.80434783 6.19565217],0
p10,1,0.339234,0.913326,[344  50] ; [11  3],[342.81862745  51.18137255] ; [12.18137255  1.81862745],0
n4,1,0.339637,0.911802,[329  68] ; [11  4],[327.62135922  69.37864078] ; [12.37864078  2.62135922],0
u3,1,0.375892,0.784094,[56 39] ; [1 2],[55.25510204 39.74489796] ; [1.74489796 1.25510204],0
p4,1,0.416059,0.661421,[278 120] ; [9 6],[276.57627119 121.42372881] ; [10.42372881  4.57627119],0
u2,1,0.416255,0.660864,[53 40] ; [1 2],[52.3125 40.6875] ; [1.6875 1.3125],0
v2,1,0.429862,0.623196,[270 118] ; [9 6],[268.61538462 119.38461538] ; [10.38461538  4.61538462],0
d2,1,0.435681,0.607633,[200 198] ; [6 9],[198.51815981 199.48184019] ; [7.48184019 7.51815981],0
s4,1,0.52827,0.397717,[ 56 339] ; [ 3 12],[ 56.84146341 338.15853659] ; [ 2.15853659 12.84146341],0
a4,1,0.537031,0.38107,[191 206] ; [6 9],[189.8276699 207.1723301] ; [7.1723301 7.8276699],0
p12,1,0.645531,0.211581,[ 41 356] ; [ 1 14],[ 40.47087379 356.52912621] ; [ 1.52912621 13.47087379],0
a1,1,0.735543,0.114083,[ 19 380] ; [ 1 14],[ 19.27536232 379.72463768] ; [ 0.72463768 14.27536232],0
a3,1,0.758024,0.094911,[304  93] ; [12  3],[304.49514563  92.50485437] ; [11.50485437  3.49514563],0
s7,1,0.801066,0.063488,[203 177] ; [7 7],[202.53807107 177.46192893] ; [7.46192893 6.53807107],0
b5,1,0.803554,0.061877,[252 147] ; [9 6],[251.54347826 147.45652174] ; [9.45652174 5.54347826],0
n2,1,0.832774,0.044582,[54 14] ; [3 1],[53.83333333 14.16666667] ; [3.16666667 0.83333333],0
a5,1,0.850335,0.035604,[311  88] ; [12  3],[311.29710145  87.70289855] ; [11.70289855  3.29710145],0
a8,1,0.85246,0.034589,[ 57 296] ; [ 2 12],[ 56.7493188 296.2506812] ; [ 2.2506812 11.7493188],0
p5,1,0.855901,0.032976,[ 60 339] ; [ 2 13],[ 59.75362319 339.24637681] ; [ 2.24637681 12.75362319],0
p6,1,0.866793,0.028135,[173 216] ; [7 8],[173.31683168 215.68316832] ; [6.68316832 8.31683168],0
b4,1,0.947442,0.004345,[236 163] ; [9 6],[236.12318841 162.87681159] ; [8.87681159 6.12318841],0
n3,1,0.948291,0.004206,[50 18] ; [3 1],[50.05555556 17.94444444] ; [2.94444444 1.05555556],0
a2,1,0.955647,0.003093,[109 290] ; [ 4 11],[108.9057971 290.0942029] ; [ 4.0942029 10.9057971],0
