Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,36.271865,[373  48] ; [29 22],[358.56355932  62.43644068] ; [43.43644068  7.56355932],1
p10,1,7e-06,20.139248,[361  60] ; [31 20],[349.6440678  71.3559322] ; [42.3559322  8.6440678],1
p11,1,2.5e-05,17.764365,[360  65] ; [31 20],[349.10714286  75.89285714] ; [41.89285714  9.10714286],1
d3,1,0.000237,13.512584,[300 124] ; [22 27],[288.64270613 135.35729387] ; [33.35729387 15.64270613],1
p4,1,0.000239,13.495312,[296 128] ; [22 28],[284.4556962 139.5443038] ; [33.5443038 16.4556962],1
v4,1,0.000387,12.592816,[406  13] ; [44  7],[401.17021277  17.82978723] ; [48.82978723  2.17021277],1
a2,1,0.003966,8.299511,[111 314] ; [ 4 47],[102.67857143 322.32142857] ; [12.32142857 38.67857143],0
s1,1,0.004436,8.095982,[ 10 409] ; [ 5 46],[ 13.37234043 405.62765957] ; [ 1.62765957 49.37234043],0
n6,1,0.004491,8.073889,[365  56] ; [35 14],[358.29787234  62.70212766] ; [41.70212766  7.29787234],0
r3,1,0.004549,8.050662,[409  14] ; [45  6],[405.15189873  17.84810127] ; [48.84810127  2.15189873],0
n4,1,0.004665,8.004837,[345  78] ; [33 18],[337.32911392  85.67088608] ; [40.67088608 10.32911392],0
a3,1,0.004776,7.962412,[318 104] ; [29 22],[309.58562368 112.41437632] ; [37.41437632 13.58562368],0
p8,1,0.004962,7.893183,[286 135] ; [24 26],[277.09129512 143.90870488] ; [32.90870488 17.09129512],0
a5,1,0.00712,7.242501,[324 101] ; [30 21],[316.07142857 108.92857143] ; [37.92857143 13.07142857],0
r1,1,0.009984,6.637825,[351  70] ; [35 16],[344.29237288  76.70762712] ; [41.70762712  9.29237288],0
r2,1,0.011638,6.365124,[396  21] ; [43  7],[391.99785867  25.00214133] ; [47.00214133  2.99785867],0
r4,1,0.011799,6.340844,[394  31] ; [42  9],[389.28571429  35.71428571] ; [46.71428571  4.28571429],0
s8,1,0.018513,5.546929,[204 218] ; [15 34],[196.21656051 225.78343949] ; [22.78343949 26.21656051],0
d5,1,0.020371,5.379783,[345  79] ; [33 16],[338.84143763  85.15856237] ; [39.15856237  9.84143763],0
s7,1,0.026482,4.924288,[211 192] ; [17 31],[203.73392461 199.26607539] ; [24.26607539 23.73392461],0
v1,1,0.027779,4.841761,[246 169] ; [22 29],[238.6695279 176.3304721] ; [29.3304721 21.6695279],0
s6,1,0.046113,3.977479,[275 140] ; [26 24],[268.6344086 146.3655914] ; [32.3655914 17.6344086],0
u1,1,0.056006,3.651877,[ 79 346] ; [ 4 47],[ 74.10714286 350.89285714] ; [ 8.89285714 42.10714286],0
b1,1,0.060914,3.512314,[167 258] ; [27 24],[173.21428571 251.78571429] ; [20.78571429 30.21428571],0
s5,1,0.065702,3.387264,[146 271] ; [11 39],[140.19057816 276.80942184] ; [16.80942184 33.19057816],0
p1,1,0.084685,2.972619,[ 38 385] ; [ 1 50],[ 34.80379747 388.19620253] ; [ 4.19620253 46.80379747],0
d4,1,0.10102,2.68936,[351  72] ; [36 13],[346.82415254  76.17584746] ; [40.17584746  8.82415254],0
a7,1,0.11023,2.550925,[311 113] ; [32 19],[306.17263158 117.82736842] ; [36.82736842 14.17263158],0
p3,1,0.117797,2.446369,[253 172] ; [24 26],[247.84210526 177.15789474] ; [29.15789474 20.84210526],0
