Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,81.106857,[16 89] ; [110  42],[51.47859922 53.52140078] ; [74.52140078 77.47859922],1
d5,1,0.0,62.570759,[63 42] ; [150   3],[86.68604651 18.31395349] ; [126.31395349  26.68604651],1
d4,1,0.0,54.583682,[67 38] ; [150   3],[88.31395349 16.68604651] ; [128.68604651  24.31395349],1
d3,1,0.0,51.986958,[56 49] ; [141  12],[80.1744186 24.8255814] ; [116.8255814  36.1744186],1
a2,1,0.0,37.068332,[  5 100] ; [58 95],[25.63953488 79.36046512] ; [ 37.36046512 115.63953488],1
u1,1,0.0,29.961132,[  3 102] ; [ 46 107],[19.94186047 85.05813953] ; [ 29.05813953 123.94186047],1
a4,1,7e-06,20.235613,[27 77] ; [83 70],[44.51361868 59.48638132] ; [65.48638132 87.51361868],1
a5,1,0.000154,14.318183,[60 45] ; [121  32],[73.6627907 31.3372093] ; [107.3372093  45.6627907],1
a6,1,0.002736,8.975579,[66 39] ; [122  31],[76.51162791 28.48837209] ; [111.48837209  41.51162791],0
a3,1,0.002743,8.971273,[56 47] ; [111  42],[67.19140625 35.80859375] ; [99.80859375 53.19140625],0
s8,1,0.004671,8.002731,[24 81] ; [60 91],[34.453125 70.546875] ; [ 49.546875 101.453125],0
v2,1,0.008804,6.862163,[42 59] ; [86 61],[52.12903226 48.87096774] ; [75.87096774 71.12903226],0
p4,1,0.010937,6.475483,[35 69] ; [76 77],[44.91828794 59.08171206] ; [66.08171206 86.91828794],0
p12,1,0.013233,6.13772,[  2 101] ; [ 15 138],[ 6.83984375 96.16015625] ; [ 10.16015625 142.83984375],0
s7,1,0.018106,5.585839,[27 72] ; [61 84],[35.70491803 63.29508197] ; [52.29508197 92.70491803],0
r1,1,0.021217,5.308909,[71 34] ; [122  30],[78.85214008 26.14785992] ; [114.14785992  37.85214008],0
s3,1,0.027633,4.850811,[41 61] ; [82 69],[49.58893281 52.41106719] ; [73.41106719 77.58893281],0
a8,1,0.028404,4.803359,[14 84] ; [  8 129],[ 9.17446809 88.82553191] ; [ 12.82553191 124.17446809],0
s2,1,0.051379,3.795882,[38 64] ; [75 76],[45.55731225 56.44268775] ; [67.44268775 83.55731225],0
v3,1,0.071593,3.246114,[29 75] ; [56 88],[35.64516129 68.35483871] ; [49.35483871 94.64516129],0
n6,1,0.076332,3.141316,[76 29] ; [125  28],[81.80232558 23.19767442] ; [119.19767442  33.80232558],0
s6,1,0.090524,2.865024,[52 51] ; [93 59],[58.56862745 44.43137255] ; [86.43137255 65.56862745],0
v4,1,0.101245,2.685823,[91 14] ; [142  11],[94.8255814 10.1744186] ; [138.1744186  14.8255814],0
u2,1,0.118972,2.430804,[23 25] ; [27 15],[26.66666667 21.33333333] ; [23.33333333 18.66666667],0
p3,1,0.150319,2.069015,[26 79] ; [ 50 101],[31.171875 73.828125] ; [ 44.828125 106.171875],0
p8,1,0.197641,1.659719,[22 82] ; [ 43 109],[26.40625 77.59375] ; [ 38.59375 113.40625],0
u3,1,0.222638,1.487288,[29 20] ; [30 12],[31.76923077 17.23076923] ; [27.23076923 14.76923077],0
p6,1,0.224635,1.47451,[13 92] ; [ 27 123],[16.47058824 88.52941176] ; [ 23.52941176 126.47058824],0
n5,1,0.260537,1.265903,[64 41] ; [103  49],[68.22957198 36.77042802] ; [98.77042802 53.22957198],0
s4,1,0.262946,1.253181,[21 84] ; [ 22 128],[17.70588235 87.29411765] ; [ 25.29411765 124.70588235],0
r2,1,0.26908,1.221431,[94 11] ; [141  10],[96.38671875  8.61328125] ; [138.61328125  12.38671875],0
