Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-06,20.210883,[19 32] ; [28  4],[28.87951807 22.12048193] ; [18.12048193 13.87951807],1
p7,1,0.000712,11.457442,[25 25] ; [27  4],[32.09876543 17.90123457] ; [19.90123457 11.09876543],1
p12,1,0.007384,7.177074,[ 1 50] ; [ 6 26],[ 4.30120482 46.69879518] ; [ 2.69879518 29.30120482],0
p3,1,0.011922,6.322387,[16 35] ; [19 13],[21.5060241 29.4939759] ; [13.4939759 18.5060241],0
p5,1,0.013793,6.06443,[ 3 47] ; [ 8 24],[ 6.70731707 43.29268293] ; [ 4.29268293 27.70731707],0
a7,1,0.022185,5.231225,[29 22] ; [26  6],[33.79518072 17.20481928] ; [21.20481928 10.79518072],0
p1,1,0.030518,4.679877,[ 4 47] ; [ 8 24],[ 7.37349398 43.62650602] ; [ 4.62650602 27.37349398],0
b3,1,0.038255,4.293628,[ 9 25] ; [10  8],[12.42307692 21.57692308] ; [ 6.57692308 11.42307692],0
b2,1,0.038255,4.293628,[ 9 25] ; [10  8],[12.42307692 21.57692308] ; [ 6.57692308 11.42307692],0
r1,1,0.073687,3.198923,[32 19] ; [26  6],[35.63855422 15.36144578] ; [22.36144578  9.63855422],0
s7,1,0.09041,2.867061,[26 23] ; [23  9],[29.64197531 19.35802469] ; [19.35802469 12.64197531],0
v2,1,0.096194,2.767535,[18 32] ; [17 14],[21.60493827 28.39506173] ; [13.39506173 17.60493827],0
v1,1,0.102076,2.67281,[28 22] ; [12 20],[24.3902439 25.6097561] ; [15.6097561 16.3902439],0
n1,1,0.11863,2.435317,[ 3 11] ; [2 1],[4.11764706 9.88235294] ; [0.88235294 2.11764706],0
s8,1,0.129496,2.298537,[20 31] ; [18 14],[23.34939759 27.65060241] ; [14.65060241 17.34939759],0
s5,1,0.138417,2.195472,[17 34] ; [15 15],[20.14814815 30.85185185] ; [11.85185185 18.14814815],0
a8,1,0.141929,2.156921,[ 6 41] ; [ 8 23],[ 8.43589744 38.56410256] ; [ 5.56410256 25.43589744],0
a6,1,0.190088,1.716933,[26 25] ; [21 11],[28.87951807 22.12048193] ; [18.12048193 13.87951807],0
n5,1,0.204745,1.608199,[35 16] ; [26  6],[37.48192771 13.51807229] ; [23.51807229  8.48192771],0
p11,1,0.204745,1.608199,[35 16] ; [26  6],[37.48192771 13.51807229] ; [23.51807229  8.48192771],0
b1,1,0.214655,1.53975,[20 31] ; [17 15],[22.73493976 28.26506024] ; [14.26506024 17.73493976],0
a2,1,0.252778,1.307883,[ 5 46] ; [ 1 31],[ 3.68674699 47.31325301] ; [ 2.31325301 29.68674699],0
n6,1,0.268204,1.225907,[37 13] ; [27  5],[39.02439024 10.97560976] ; [24.97560976  7.02439024],0
p4,1,0.304101,1.056122,[26 25] ; [20 12],[28.26506024 22.73493976] ; [17.73493976 14.26506024],0
