Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.002482,9.153815,[5 2] ; [ 4 23],[1.85294118 5.14705882] ; [ 7.14705882 19.85294118],0
p9,1,0.007201,7.222028,[6 2] ; [ 6 20],[2.82352941 5.17647059] ; [ 9.17647059 16.82352941],0
r3,1,0.03647,4.375,[6 2] ; [ 9 18],[3.42857143 4.57142857] ; [11.57142857 15.42857143],0
b5,1,0.03647,4.375,[6 2] ; [ 9 18],[3.42857143 4.57142857] ; [11.57142857 15.42857143],0
p8,1,0.056527,3.636447,[3 4] ; [ 3 23],[1.27272727 5.72727273] ; [ 4.72727273 21.27272727],0
n4,1,0.058338,3.584003,[2 6] ; [17 10],[4.34285714 3.65714286] ; [14.65714286 12.34285714],0
p7,1,0.07355,3.201963,[4 4] ; [ 5 22],[2.05714286 5.94285714] ; [ 6.94285714 20.05714286],0
v2,1,0.084522,2.975726,[4 4] ; [ 5 21],[2.11764706 5.88235294] ; [ 6.88235294 19.11764706],0
s7,1,0.145775,2.115918,[2 5] ; [ 2 23],[0.875 6.125] ; [ 3.125 21.875],0
s6,1,0.15887,1.984954,[3 5] ; [ 4 23],[1.6 6.4] ; [ 5.4 21.6],0
p10,1,0.176118,1.830077,[3 5] ; [ 4 22],[1.64705882 6.35294118] ; [ 5.35294118 20.64705882],0
n5,1,0.180553,1.793068,[2 6] ; [14 13],[3.65714286 4.34285714] ; [12.34285714 14.65714286],0
b2,1,0.192582,1.697755,[1 4] ; [10  9],[2.29166667 2.70833333] ; [ 8.70833333 10.29166667],0
b3,1,0.192582,1.697755,[1 4] ; [10  9],[2.29166667 2.70833333] ; [ 8.70833333 10.29166667],0
p6,1,0.245092,1.351067,[2 5] ; [ 3 24],[1.02941176 5.97058824] ; [ 3.97058824 23.02941176],0
p4,1,0.261455,1.261038,[3 5] ; [ 5 22],[1.82857143 6.17142857] ; [ 6.17142857 20.82857143],0
s2,1,0.324127,0.972222,[2 6] ; [ 3 24],[1.14285714 6.85714286] ; [ 3.85714286 23.14285714],0
b1,1,0.324127,0.972222,[6 2] ; [15 12],[4.8 3.2] ; [16.2 10.8],0
d1,1,0.391504,0.734266,[4 4] ; [ 9 18],[2.97142857 5.02857143] ; [10.02857143 16.97142857],0
d4,1,0.41835,0.654947,[6 2] ; [16 11],[5.02857143 2.97142857] ; [16.97142857 10.02857143],0
d5,1,0.475624,0.508881,[5 3] ; [13 14],[4.11428571 3.88571429] ; [13.88571429 13.11428571],0
a2,1,0.501991,0.450724,[2 6] ; [ 4 23],[1.37142857 6.62857143] ; [ 4.62857143 22.37142857],0
r4,1,0.501991,0.450724,[2 6] ; [ 4 23],[1.37142857 6.62857143] ; [ 4.62857143 22.37142857],0
d3,1,0.510961,0.432099,[4 4] ; [10 17],[3.2 4.8] ; [10.8 16.2],0
p3,1,0.545972,0.364583,[1 7] ; [ 6 21],[1.6 6.4] ; [ 5.4 21.6],0
r2,1,0.561994,0.336264,[4 4] ; [16 10],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
b4,1,0.595416,0.281966,[5 3] ; [14 13],[4.34285714 3.65714286] ; [14.65714286 12.34285714],0
a5,1,0.595416,0.281966,[5 3] ; [14 13],[4.34285714 3.65714286] ; [14.65714286 12.34285714],0
a4,1,0.642067,0.216049,[4 4] ; [11 16],[3.42857143 4.57142857] ; [11.57142857 15.42857143],0
v3,1,0.66233,0.190705,[1 7] ; [ 5 21],[1.41176471 6.58823529] ; [ 4.58823529 21.41176471],0
s3,1,0.721948,0.126634,[3 5] ; [ 8 18],[2.58823529 5.41176471] ; [ 8.41176471 17.58823529],0
u2,1,0.770335,0.085227,[1 2] ; [3 9],[0.8 2.2] ; [3.2 8.8],0
a6,1,0.781745,0.076754,[4 4] ; [12 15],[3.65714286 4.34285714] ; [12.34285714 14.65714286],0
a3,1,0.809076,0.058379,[5 3] ; [15 11],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
a8,1,0.816297,0.053968,[1 6] ; [ 3 24],[0.82352941 6.17647059] ; [ 3.17647059 23.82352941],0
r1,1,0.869467,0.027006,[3 5] ; [11 16],[3.2 4.8] ; [10.8 16.2],0
s5,1,0.869467,0.027006,[1 7] ; [ 4 23],[1.14285714 6.85714286] ; [ 3.85714286 23.14285714],0
s4,1,0.869467,0.027006,[1 7] ; [ 4 23],[1.14285714 6.85714286] ; [ 3.85714286 23.14285714],0
a7,1,0.926661,0.008473,[4 4] ; [14 13],[4.11428571 3.88571429] ; [13.88571429 13.11428571],0
d2,1,0.926661,0.008473,[4 4] ; [13 14],[3.88571429 4.11428571] ; [13.11428571 13.88571429],0
v1,1,0.958027,0.00277,[2 6] ; [ 7 20],[2.05714286 5.94285714] ; [ 6.94285714 20.05714286],0
n2,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
n1,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
