Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,61.155852,[97 12] ; [ 5 24],[80.56521739 28.43478261] ; [21.43478261  7.56521739],1
p11,1,8e-05,15.562034,[81 29] ; [10 19],[72.01438849 37.98561151] ; [18.98561151 10.01438849],1
p2,1,0.00014,14.507778,[90 19] ; [14 15],[82.14492754 26.85507246] ; [21.85507246  7.14492754],1
b1,1,0.002163,9.405458,[31 79] ; [17 12],[37.98561151 72.01438849] ; [10.01438849 18.98561151],0
s8,1,0.015871,5.817094,[58 52] ; [ 8 21],[52.23021583 57.76978417] ; [13.76978417 15.23021583],0
v4,1,0.019489,5.457134,[104   5] ; [24  5],[101.10144928   7.89855072] ; [26.89855072  2.10144928],0
r3,1,0.028269,4.811573,[108   2] ; [26  3],[106.04316547   3.95683453] ; [27.95683453  1.04316547],0
n6,1,0.031135,4.645476,[76 33] ; [14 15],[71.08695652 37.91304348] ; [18.91304348 10.08695652],0
b3,1,0.044839,4.024682,[20 38] ; [ 2 17],[16.57142857 41.42857143] ; [ 5.42857143 13.57142857],0
b2,1,0.044839,4.024682,[20 38] ; [ 2 17],[16.57142857 41.42857143] ; [ 5.42857143 13.57142857],0
r4,1,0.065062,3.403409,[98 12] ; [22  7],[94.96402878 15.03597122] ; [25.03597122  3.96402878],0
r2,1,0.071571,3.246612,[100   7] ; [24  5],[97.55882353  9.44117647] ; [26.44117647  2.55882353],0
s3,1,0.074305,3.185257,[75 33] ; [15 14],[70.94890511 37.05109489] ; [19.05109489  9.94890511],0
a7,1,0.075342,3.162634,[86 24] ; [18 11],[82.30215827 27.69784173] ; [21.69784173  7.30215827],0
n3,1,0.118541,2.436497,[29  7] ; [5 4],[27.2  8.8] ; [6.8 2.2],0
b4,1,0.120643,2.408948,[74 36] ; [15 14],[70.43165468 39.56834532] ; [18.56834532 10.43165468],0
r1,1,0.133235,2.254406,[86 23] ; [19 10],[82.93478261 26.06521739] ; [22.06521739  6.93478261],0
p4,1,0.156282,2.009838,[52 58] ; [18 11],[55.39568345 54.60431655] ; [14.60431655 14.39568345],0
p7,1,0.164284,1.934344,[64 44] ; [13 16],[60.70072993 47.29927007] ; [16.29927007 12.70072993],0
u2,1,0.203463,1.617341,[27 10] ; [7 6],[25.16 11.84] ; [8.84 4.16],0
p6,1,0.210854,1.565551,[35 72] ; [ 6 23],[32.25735294 74.74264706] ; [ 8.74264706 20.25735294],0
v3,1,0.219944,1.504733,[29 77] ; [11 17],[31.64179104 74.35820896] ; [ 8.35820896 19.64179104],0
s7,1,0.279729,1.168407,[53 56] ; [10 17],[50.49264706 58.50735294] ; [12.50735294 14.49264706],0
a5,1,0.28142,1.160221,[83 27] ; [19 10],[80.71942446 29.28057554] ; [21.28057554  7.71942446],0
p1,1,0.306571,1.04539,[10 98] ; [ 1 28],[ 8.67153285 99.32846715] ; [ 2.32846715 26.67153285],0
a3,1,0.353436,0.861081,[71 39] ; [16 13],[68.84892086 41.15107914] ; [18.15107914 10.84892086],0
n4,1,0.376544,0.781955,[44 66] ; [ 9 20],[41.94244604 68.05755396] ; [11.05755396 17.94244604],0
s5,1,0.425556,0.634922,[44 59] ; [10 19],[42.13636364 60.86363636] ; [11.86363636 17.13636364],0
d2,1,0.436384,0.605772,[48 62] ; [15 14],[49.85611511 60.14388489] ; [13.14388489 15.85611511],0
s2,1,0.457757,0.551373,[69 41] ; [16 13],[67.26618705 42.73381295] ; [17.73381295 11.26618705],0
d4,1,0.485523,0.486432,[93 17] ; [26  3],[94.17266187 15.82733813] ; [24.82733813  4.17266187],0
u3,1,0.526599,0.40095,[25 12] ; [10  3],[25.9 11.1] ; [9.1 3.9],0
a4,1,0.528975,0.39636,[45 65] ; [10 19],[43.52517986 66.47482014] ; [11.47482014 17.52517986],0
v1,1,0.536732,0.381631,[47 59] ; [11 18],[45.54074074 60.45925926] ; [12.45925926 16.54074074],0
a2,1,0.546619,0.363408,[21 89] ; [ 7 22],[22.15827338 87.84172662] ; [ 5.84172662 23.15827338],0
d1,1,0.580274,0.305791,[62 48] ; [18 11],[63.30935252 46.69064748] ; [16.69064748 12.30935252],0
a6,1,0.598222,0.277686,[74 36] ; [18 11],[72.8057554 37.1942446] ; [19.1942446  9.8057554],0
s4,1,0.615633,0.252053,[29 81] ; [ 9 20],[30.07194245 79.92805755] ; [ 7.92805755 21.07194245],0
p8,1,0.683364,0.166364,[48 61] ; [14 15],[48.97101449 60.02898551] ; [13.02898551 15.97101449],0
n2,1,0.736042,0.113636,[26 10] ; [7 2],[26.4  9.6] ; [6.6 2.4],0
d5,1,0.738346,0.111585,[88 22] ; [24  5],[88.63309353 21.36690647] ; [23.36690647  5.63309353],0
n1,1,0.742234,0.108173,[10 26] ; [3 6],[10.4 25.6] ; [2.6 6.4],0
b5,1,0.771149,0.084607,[65 45] ; [18 11],[65.68345324 44.31654676] ; [17.31654676 11.68345324],0
s1,1,0.795921,0.066889,[  5 105] ; [ 1 28],[  4.74820144 105.25179856] ; [ 1.25179856 27.74820144],0
d3,1,0.81568,0.054338,[82 28] ; [21  8],[81.51079137 28.48920863] ; [21.48920863  7.51079137],0
v2,1,0.831676,0.045179,[54 48] ; [16 13],[54.50381679 47.49618321] ; [15.49618321 13.50381679],0
p3,1,0.882631,0.021796,[51 59] ; [13 16],[50.64748201 59.35251799] ; [13.35251799 15.64748201],0
a1,1,0.917372,0.010763,[  7 103] ; [ 2 27],[  7.12230216 102.87769784] ; [ 1.87769784 27.12230216],0
u1,1,0.918208,0.010546,[16 94] ; [ 4 25],[15.82733813 94.17266187] ; [ 4.17266187 24.82733813],0
