Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.873017,[85  8] ; [50 32],[71.74285714 21.25714286] ; [63.25714286 18.74285714],1
p8,1,6e-06,20.395737,[75 18] ; [40 43],[60.76704545 32.23295455] ; [54.23295455 28.76704545],1
p4,1,9e-06,19.821569,[79 13] ; [46 37],[65.71428571 26.28571429] ; [59.28571429 23.71428571],1
s7,1,0.001611,9.947438,[70 20] ; [44 36],[60.35294118 29.64705882] ; [53.64705882 26.35294118],0
p3,1,0.005043,7.864032,[66 26] ; [43 41],[56.97727273 35.02272727] ; [52.02272727 31.97727273],0
s8,1,0.010077,6.621263,[70 22] ; [48 35],[62.03428571 29.96571429] ; [55.96571429 27.03428571],0
p11,1,0.041657,4.149076,[80 13] ; [62 22],[74.61016949 18.38983051] ; [67.38983051 16.61016949],0
p10,1,0.041754,4.145163,[88  5] ; [71 12],[84.01704545  8.98295455] ; [74.98295455  8.01704545],0
d3,1,0.056069,3.650012,[74 18] ; [57 27],[68.47727273 23.52272727] ; [62.52272727 21.47727273],0
n1,1,0.071601,3.245932,[13  6] ; [ 7 11],[10.27027027  8.72972973] ; [9.72972973 8.27027027],0
s4,1,0.079982,3.065262,[26 66] ; [14 68],[21.14942529 70.85057471] ; [18.85057471 63.14942529],0
p1,1,0.089189,2.888955,[17 75] ; [ 8 76],[13.06818182 78.93181818] ; [11.93181818 72.06818182],0
p9,1,0.102419,2.667468,[89  4] ; [75  9],[86.16949153  6.83050847] ; [77.83050847  6.16949153],0
n4,1,0.113011,2.511598,[81 12] ; [64 18],[77.05714286 15.94285714] ; [67.94285714 14.05714286],0
r4,1,0.141651,2.159933,[90  3] ; [77  7],[87.74576271  5.25423729] ; [79.25423729  4.74576271],0
a1,1,0.16625,1.916441,[ 8 85] ; [ 3 81],[ 5.77966102 87.22033898] ; [ 5.22033898 78.77966102],0
u1,1,0.176442,1.827343,[27 66] ; [17 67],[23.11864407 69.88135593] ; [20.88135593 63.11864407],0
p5,1,0.176442,1.827343,[27 66] ; [17 67],[23.11864407 69.88135593] ; [20.88135593 63.11864407],0
r3,1,0.194992,1.679488,[91  2] ; [79  5],[89.3220339  3.6779661] ; [80.6779661  3.3220339],0
a7,1,0.204825,1.607632,[68 25] ; [54 30],[64.10169492 28.89830508] ; [57.89830508 26.10169492],0
d1,1,0.206066,1.59885,[69 24] ; [55 29],[65.15254237 27.84745763] ; [58.84745763 25.15254237],0
s6,1,0.22517,1.471117,[83 10] ; [68 14],[80.24571429 12.75428571] ; [70.75428571 11.24571429],0
s1,1,0.237688,1.394253,[ 4 89] ; [ 1 78],[ 2.70348837 90.29651163] ; [ 2.29651163 76.70348837],0
n3,1,0.248286,1.332921,[10  8] ; [14  5],[11.67567568  6.32432432] ; [12.32432432  6.67567568],0
n2,1,0.316342,1.004009,[16  3] ; [17  1],[16.94594595  2.05405405] ; [16.05405405  1.94594595],0
p12,1,0.319951,0.989148,[16 77] ; [10 74],[13.66101695 79.33898305] ; [12.33898305 71.66101695],0
n6,1,0.331484,0.943093,[83  8] ; [71 11],[81.00578035  9.99421965] ; [72.99421965  9.00578035],0
a5,1,0.3629,0.827831,[80 13] ; [68 16],[77.76271186 15.23728814] ; [70.23728814 13.76271186],0
v3,1,0.398431,0.713055,[44 48] ; [45 38],[46.78857143 45.21142857] ; [42.21142857 40.78857143],0
s2,1,0.424425,0.638031,[76 17] ; [63 19],[73.86857143 19.13142857] ; [65.13142857 16.86857143],0
b5,1,0.42957,0.623986,[51 42] ; [51 33],[53.59322034 39.40677966] ; [48.40677966 35.59322034],0
a8,1,0.430712,0.620902,[15 71] ; [10 67],[13.19018405 72.80981595] ; [11.80981595 65.19018405],0
a4,1,0.431102,0.619853,[52 41] ; [42 42],[49.38983051 43.61016949] ; [44.61016949 39.38983051],0
a2,1,0.479301,0.500453,[30 63] ; [23 61],[27.84745763 65.15254237] ; [25.15254237 58.84745763],0
