Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.529167,[1 5] ; [107  13],[5.14285714 0.85714286] ; [102.85714286  17.14285714],1
r2,1,0.005184,7.814006,[3 3] ; [106  13],[5.232 0.768] ; [103.768  15.232],0
a7,1,0.017774,5.618334,[1 5] ; [77 42],[3.744 2.256] ; [74.256 44.744],0
d5,1,0.034294,4.48,[2 4] ; [88 32],[4.28571429 1.71428571] ; [85.71428571 34.28571429],0
d4,1,0.045867,3.986483,[2 4] ; [86 34],[4.19047619 1.80952381] ; [83.80952381 36.19047619],0
r1,1,0.067511,3.342525,[2 4] ; [83 37],[4.04761905 1.95238095] ; [80.95238095 39.04761905],0
s6,1,0.072892,3.21667,[2 4] ; [81 37],[4.01612903 1.98387097] ; [78.98387097 39.01612903],0
v4,1,0.104641,2.633345,[5 1] ; [115   4],[5.76 0.24] ; [114.24   4.76],0
s2,1,0.106556,2.60457,[1 5] ; [60 59],[2.928 3.072] ; [58.072 60.928],0
s3,1,0.110059,2.553379,[1 4] ; [67 52],[2.74193548 2.25806452] ; [65.25806452 53.74193548],0
n2,1,0.115078,2.483069,[2 3] ; [16  5],[3.46153846 1.53846154] ; [14.53846154  6.46153846],0
p6,1,0.150507,2.067108,[1 5] ; [55 63],[2.70967742 3.29032258] ; [53.29032258 64.70967742],0
a3,1,0.15553,2.017157,[1 5] ; [55 64],[2.688 3.312] ; [53.312 65.688],0
n5,1,0.155984,2.012733,[3 3] ; [91 29],[4.47619048 1.52380952] ; [89.52380952 30.47619048],0
p11,1,0.155984,2.012733,[3 3] ; [91 29],[4.47619048 1.52380952] ; [89.52380952 30.47619048],0
n3,1,0.161125,1.963636,[2 3] ; [16  6],[3.33333333 1.66666667] ; [14.66666667  7.33333333],0
b1,1,0.16624,1.916526,[4 2] ; [46 74],[2.38095238 3.61904762] ; [47.61904762 72.38095238],0
b4,1,0.184054,1.764583,[5 1] ; [67 53],[3.42857143 2.57142857] ; [68.57142857 51.42857143],0
n4,1,0.213022,1.550769,[3 3] ; [88 32],[4.33333333 1.66666667] ; [86.66666667 33.33333333],0
n1,1,0.222994,1.485,[1 4] ; [11 11],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
v2,1,0.249733,1.324797,[1 4] ; [54 63],[2.25409836 2.74590164] ; [52.74590164 64.25409836],0
n6,1,0.266913,1.232544,[4 2] ; [100  19],[4.992 1.008] ; [99.008 19.992],0
p12,1,0.288232,1.12786,[1 5] ; [  7 113],[0.38095238 5.61904762] ; [  7.61904762 112.38095238],0
u2,1,0.300119,1.073664,[4 1] ; [36 28],[2.89855072 2.10144928] ; [37.10144928 26.89855072],0
p7,1,0.323499,0.974746,[3 3] ; [81 36],[4.09756098 1.90243902] ; [79.90243902 37.09756098],0
v1,1,0.347196,0.883678,[2 4] ; [62 55],[3.12195122 2.87804878] ; [60.87804878 56.12195122],0
u3,1,0.397942,0.714537,[2 3] ; [38 26],[2.89855072 2.10144928] ; [37.10144928 26.89855072],0
v3,1,0.401298,0.704433,[1 4] ; [44 70],[1.8907563 3.1092437] ; [43.1092437 70.8907563],0
s7,1,0.503391,0.447781,[2 4] ; [53 59],[2.79661017 3.20338983] ; [52.20338983 59.79661017],0
s5,1,0.534423,0.385975,[1 5] ; [32 81],[1.66386555 4.33613445] ; [31.33613445 81.66386555],0
d3,1,0.53835,0.378606,[3 3] ; [75 45],[3.71428571 2.28571429] ; [74.28571429 45.71428571],0
p3,1,0.567269,0.327273,[3 3] ; [74 46],[3.66666667 2.33333333] ; [73.33333333 46.66666667],0
s8,1,0.626253,0.237176,[3 3] ; [48 72],[2.42857143 3.57142857] ; [48.57142857 71.42857143],0
b2,1,0.636309,0.223602,[1 2] ; [15 54],[0.66666667 2.33333333] ; [15.33333333 53.66666667],0
b3,1,0.636309,0.223602,[1 2] ; [15 54],[0.66666667 2.33333333] ; [15.33333333 53.66666667],0
p1,1,0.657255,0.196875,[1 5] ; [ 13 107],[0.66666667 5.33333333] ; [ 13.33333333 106.66666667],0
p10,1,0.666419,0.18582,[5 1] ; [90 29],[4.56 1.44] ; [90.44 28.56],0
p8,1,0.673718,0.177284,[4 2] ; [69 50],[3.504 2.496] ; [69.496 49.504],0
d2,1,0.704988,0.143335,[1 5] ; [28 92],[1.38095238 4.61904762] ; [27.61904762 92.38095238],0
p9,1,0.763443,0.090579,[5 1] ; [93 26],[4.704 1.296] ; [93.296 25.704],0
b5,1,0.805586,0.060577,[4 2] ; [74 46],[3.71428571 2.28571429] ; [74.28571429 45.71428571],0
p5,1,0.826872,0.047837,[1 5] ; [24 94],[1.20967742 4.79032258] ; [23.79032258 94.20967742],0
a6,1,0.873128,0.0255,[3 3] ; [64 56],[3.19047619 2.80952381] ; [63.80952381 56.19047619],0
