Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,62.408349,[96 12] ; [ 5 25],[79.04347826 28.95652174] ; [21.95652174  8.04347826],1
p11,1,1e-06,24.388244,[84 24] ; [ 9 21],[72.7826087 35.2173913] ; [20.2173913  9.7826087],1
p2,1,2.7e-05,17.629956,[85 22] ; [12 18],[75.75912409 31.24087591] ; [21.24087591  8.75912409],1
r4,1,0.000106,15.026667,[97 11] ; [18 12],[90. 18.] ; [25.  5.],1
s8,1,0.000462,12.263494,[45 63] ; [ 2 27],[37.05109489 70.94890511] ; [ 9.94890511 19.05109489],1
s1,1,0.001294,10.350576,[  1 107] ; [ 4 26],[  3.91304348 104.08695652] ; [ 1.08695652 28.91304348],0
r3,1,0.002321,9.276667,[104   4] ; [24  6],[100.17391304   7.82608696] ; [27.82608696  2.17391304],0
n6,1,0.002444,9.182242,[78 29] ; [13 17],[71.0729927 35.9270073] ; [19.9270073 10.0729927],0
v4,1,0.003414,8.571859,[101   6] ; [23  7],[96.84671533 10.15328467] ; [27.15328467  2.84671533],0
a7,1,0.008012,7.030737,[84 24] ; [16 14],[78.26086957 29.73913043] ; [21.73913043  8.26086957],0
s7,1,0.010093,6.618407,[42 62] ; [ 4 24],[36.24242424 67.75757576] ; [ 9.75757576 18.24242424],0
b1,1,0.026103,4.949192,[37 71] ; [17 13],[42.26086957 65.73913043] ; [11.73913043 18.26086957],0
s6,1,0.033878,4.500851,[75 33] ; [14 15],[70.16058394 37.83941606] ; [18.83941606 10.16058394],0
r1,1,0.053322,3.73379,[83 24] ; [18 12],[78.88321168 28.11678832] ; [22.11678832  7.88321168],0
u2,1,0.061257,3.503024,[17 12] ; [1 5],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
p7,1,0.073461,3.203931,[68 37] ; [14 16],[63.77777778 41.22222222] ; [18.22222222 11.77777778],0
s2,1,0.083115,3.002913,[53 55] ; [ 9 20],[48.87591241 59.12408759] ; [13.12408759 15.87591241],0
p6,1,0.087292,2.923626,[28 80] ; [ 3 25],[24.61764706 83.38235294] ; [ 6.38235294 21.61764706],0
v1,1,0.098042,2.737107,[57 49] ; [11 19],[53. 53.] ; [15. 15.],0
r2,1,0.108326,2.578472,[97 10] ; [24  6],[94.50364964 12.49635036] ; [26.49635036  3.50364964],0
d2,1,0.109623,2.559649,[47 61] ; [18 12],[50.86956522 57.13043478] ; [14.13043478 15.86956522],0
v3,1,0.114926,2.485148,[32 70] ; [ 5 25],[28.59090909 73.40909091] ; [ 8.40909091 21.59090909],0
s4,1,0.124627,2.358191,[29 79] ; [ 4 26],[25.82608696 82.17391304] ; [ 7.17391304 22.82608696],0
n5,1,0.128429,2.311396,[41 66] ; [ 7 23],[37.48905109 69.51094891] ; [10.51094891 19.48905109],0
b5,1,0.130388,2.287878,[67 41] ; [14 16],[63.39130435 44.60869565] ; [17.60869565 12.39130435],0
p3,1,0.140567,2.171741,[50 58] ; [ 9 20],[46.51094891 61.48905109] ; [12.48905109 16.51094891],0
u3,1,0.220273,1.50259,[17 11] ; [2 4],[15.64705882 12.35294118] ; [3.35294118 2.64705882],0
s5,1,0.223782,1.47995,[38 67] ; [ 7 22],[35.26119403 69.73880597] ; [ 9.73880597 19.26119403],0
b2,1,0.234745,1.411878,[22 34] ; [ 4 13],[19.94520548 36.05479452] ; [ 6.05479452 10.94520548],0
b3,1,0.234745,1.411878,[22 34] ; [ 4 13],[19.94520548 36.05479452] ; [ 6.05479452 10.94520548],0
d3,1,0.247748,1.335958,[80 28] ; [19 11],[77.47826087 30.52173913] ; [21.52173913  8.47826087],0
s3,1,0.250266,1.321817,[55 51] ; [12 18],[52.22058824 53.77941176] ; [14.77941176 15.22058824],0
n2,1,0.277988,1.176898,[33 10] ; [8 5],[31.48214286 11.51785714] ; [9.51785714 3.48214286],0
a4,1,0.295437,1.09468,[46 62] ; [16 14],[48.52173913 59.47826087] ; [13.47826087 16.52173913],0
p8,1,0.316593,1.002971,[56 52] ; [12 17],[53.60583942 54.39416058] ; [14.39416058 14.60583942],0
p1,1,0.412406,0.671854,[ 8 98] ; [ 1 29],[ 7.01470588 98.98529412] ; [ 1.98529412 28.01470588],0
v2,1,0.430319,0.621963,[57 41] ; [15 15],[55.125 42.875] ; [16.875 13.125],0
a3,1,0.445419,0.582284,[79 29] ; [24  6],[80.60869565 27.39130435] ; [22.39130435  7.60869565],0
a1,1,0.48143,0.495623,[  4 104] ; [ 2 28],[  4.69565217 103.30434783] ; [ 1.30434783 28.69565217],0
a6,1,0.55296,0.352041,[78 30] ; [20 10],[76.69565217 31.30434783] ; [21.30434783  8.69565217],0
n3,1,0.557396,0.344233,[29 14] ; [7 5],[28.14545455 14.85454545] ; [7.85454545 4.14545455],0
u1,1,0.575811,0.313056,[15 93] ; [ 3 27],[14.08695652 93.91304348] ; [ 3.91304348 26.08695652],0
n1,1,0.714402,0.13392,[12 31] ; [4 8],[12.50909091 30.49090909] ; [3.49090909 8.50909091],0
d5,1,0.877475,0.023769,[85 23] ; [24  6],[85.30434783 22.69565217] ; [23.69565217  6.30434783],0
d1,1,0.942164,0.005264,[62 46] ; [17 13],[61.82608696 46.17391304] ; [17.17391304 12.82608696],0
b4,1,0.942164,0.005264,[62 46] ; [17 13],[61.82608696 46.17391304] ; [17.17391304 12.82608696],0
p4,1,0.956992,0.002908,[57 51] ; [16 14],[57.13043478 50.86956522] ; [15.86956522 14.13043478],0
a2,1,0.983037,0.000452,[25 83] ; [ 7 23],[25.04347826 82.95652174] ; [ 6.95652174 23.04347826],0
d4,1,1.0,0.0,[90 18] ; [25  5],[90. 18.] ; [25.  5.],0
