Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,46.330773,[23 67] ; [50 11],[43.50993377 46.49006623] ; [29.49006623 31.50993377],1
d4,1,0.0,44.771335,[40 51] ; [59  2],[59.26973684 31.73026316] ; [39.73026316 21.26973684],1
d5,1,0.0,40.485849,[43 48] ; [59  2],[61.06578947 29.93421053] ; [40.93421053 20.06578947],1
d2,1,0.0,33.058471,[18 72] ; [40 20],[34.8 55.2] ; [23.2 36.8],1
a3,1,3e-06,21.847567,[40 51] ; [50 11],[53.88157895 37.11842105] ; [36.11842105 24.88157895],1
a5,1,3.7e-05,17.022778,[41 50] ; [48 13],[53.28289474 37.71710526] ; [35.71710526 25.28289474],1
a4,1,7.2e-05,15.745385,[20 71] ; [32 28],[31.33774834 59.66225166] ; [20.66225166 39.33774834],1
v2,1,0.000266,13.296364,[26 63] ; [34 23],[36.57534247 52.42465753] ; [23.42465753 33.57534247],1
a2,1,0.001181,10.520124,[ 4 87] ; [13 48],[10.17763158 80.82236842] ; [ 6.82236842 54.17763158],0
s8,1,0.002098,9.461458,[19 72] ; [27 34],[27.53947368 63.46052632] ; [18.46052632 42.53947368],0
u1,1,0.004981,7.886147,[ 1 90] ; [ 7 54],[ 4.78947368 86.21052632] ; [ 3.21052632 57.78947368],0
p6,1,0.006105,7.518959,[21 69] ; [26 32],[28.58108108 61.41891892] ; [18.41891892 39.58108108],0
s5,1,0.008524,6.919968,[12 75] ; [18 38],[18.25174825 68.74825175] ; [11.74825175 44.25174825],0
v3,1,0.011365,6.407296,[20 71] ; [24 34],[26.87248322 64.12751678] ; [17.12751678 40.87248322],0
s2,1,0.012906,6.181982,[28 63] ; [31 30],[35.32236842 55.67763158] ; [23.67763158 37.32236842],0
n6,1,0.020034,5.4089,[66 25] ; [53  7],[71.71523179 19.28476821] ; [47.28476821 12.71523179],0
n4,1,0.025454,4.99271,[67 24] ; [54  7],[72.44078947 18.55921053] ; [48.55921053 12.44078947],0
