Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.001121,10.616477,[2 4] ; [ 17 366],[0.29305913 5.70694087] ; [ 18.70694087 364.29305913],0
p1,1,0.002473,9.160315,[3 3] ; [ 41 344],[0.67519182 5.32480818] ; [ 43.32480818 341.67519182],0
p7,1,0.037081,4.346683,[2 4] ; [271 105],[4.28795812 1.71204188] ; [268.71204188 107.28795812],0
a4,1,0.097267,2.749798,[1 5] ; [196 190],[3.01530612 2.98469388] ; [193.98469388 192.01530612],0
b1,1,0.164659,1.930909,[4 2] ; [150 237],[2.35114504 3.64885496] ; [151.64885496 235.35114504],0
p8,1,0.186785,1.742793,[5 1] ; [215 166],[3.41085271 2.58914729] ; [216.58914729 164.41085271],0
d4,1,0.209776,1.572973,[4 2] ; [327  57],[5.09230769 0.90769231] ; [325.90769231  58.09230769],0
d5,1,0.24919,1.327841,[4 2] ; [323  61],[5.03076923 0.96923077] ; [321.96923077  62.03076923],0
p5,1,0.262698,1.254482,[2 4] ; [ 62 320],[0.98969072 5.01030928] ; [ 63.01030928 318.98969072],0
b2,1,0.289136,1.12364,[1 4] ; [118 152],[2.16363636 2.83636364] ; [116.83636364 153.16363636],0
b3,1,0.289136,1.12364,[1 4] ; [118 152],[2.16363636 2.83636364] ; [116.83636364 153.16363636],0
s5,1,0.326194,0.963947,[4 2] ; [173 199],[2.80952381 3.19047619] ; [174.19047619 197.80952381],0
p6,1,0.328344,0.95542,[4 2] ; [178 204],[2.81443299 3.18556701] ; [179.18556701 202.81443299],0
n1,1,0.34327,0.898179,[3 1] ; [37 36],[2.07792208 1.92207792] ; [37.92207792 35.07792208],0
a6,1,0.389234,0.741335,[5 1] ; [256 128],[4.01538462 1.98461538] ; [256.98461538 127.01538462],0
p11,1,0.426292,0.632905,[4 2] ; [309  78],[4.77862595 1.22137405] ; [308.22137405  78.77862595],0
a2,1,0.479307,0.50044,[1 5] ; [116 271],[1.78625954 4.21374046] ; [115.21374046 271.78625954],0
s8,1,0.487645,0.481719,[5 1] ; [270 114],[4.23076923 1.76923077] ; [270.76923077 113.23076923],0
p9,1,0.564418,0.332113,[5 1] ; [347  37],[5.41538462 0.58461538] ; [346.58461538  37.41538462],0
d2,1,0.596146,0.280849,[4 2] ; [215 170],[3.36061381 2.63938619] ; [215.63938619 169.36061381],0
u1,1,0.609868,0.260367,[1 5] ; [100 287],[1.54198473 4.45801527] ; [ 99.45801527 287.54198473],0
p12,1,0.618488,0.247998,[1 5] ; [ 40 345],[0.62915601 5.37084399] ; [ 40.37084399 344.62915601],0
v1,1,0.633534,0.227299,[3 3] ; [226 153],[3.56883117 2.43116883] ; [225.43116883 153.56883117],0
p3,1,0.684856,0.164711,[4 2] ; [225 160],[3.5140665 2.4859335] ; [225.4859335 159.5140665],0
r1,1,0.705222,0.143097,[5 1] ; [341  45],[5.29591837 0.70408163] ; [340.70408163  45.29591837],0
d3,1,0.706728,0.141568,[4 2] ; [283 102],[4.40409207 1.59590793] ; [282.59590793 102.40409207],0
v2,1,0.790048,0.070888,[4 2] ; [230 145],[3.68503937 2.31496063] ; [230.31496063 144.68503937],0
s4,1,0.81643,0.053888,[1 5] ; [ 79 306],[1.22762148 4.77237852] ; [ 78.77237852 306.22762148],0
p10,1,0.822452,0.050352,[5 1] ; [333  52],[5.18670077 0.81329923] ; [332.81329923  52.18670077],0
a5,1,0.843949,0.038748,[5 1] ; [310  77],[4.80916031 1.19083969] ; [310.19083969  76.80916031],0
s6,1,0.862214,0.030122,[5 1] ; [327  54],[5.14728682 0.85271318] ; [326.85271318  54.14728682],0
p2,1,0.866617,0.02821,[5 1] ; [331  55],[5.14285714 0.85714286] ; [330.85714286  55.14285714],0
v3,1,0.921676,0.009667,[3 3] ; [178 193],[2.8806366 3.1193634] ; [178.1193634 192.8806366],0
d1,1,0.926611,0.008484,[4 2] ; [251 136],[3.89312977 2.10687023] ; [251.10687023 135.89312977],0
p4,1,0.931529,0.007382,[4 2] ; [263 122],[4.0971867 1.9028133] ; [262.9028133 122.0971867],0
a3,1,0.949382,0.00403,[5 1] ; [317  68],[4.94117647 1.05882353] ; [317.05882353  67.94117647],0
n3,1,0.975538,0.00094,[3 1] ; [56 18],[3.02564103 0.97435897] ; [55.97435897 18.02564103],0
